Geneid	locus	condition	avg.z
gene-SYNPCC7002_RS14090	SYNPCC7002_A2852	30	1.2078253113519608
gene-SYNPCC7002_RS14095	SYNPCC7002_A2853	0.04	-0.9411653557386234
gene-SYNPCC7002_RS14095	SYNPCC7002_A2853	4	0.001174889510045539
gene-SYNPCC7002_RS14095	SYNPCC7002_A2853	8	-0.4812854005203347
gene-SYNPCC7002_RS14095	SYNPCC7002_A2853	30	1.4212758667489036
gene-SYNPCC7002_RS14100	SYNPCC7002_A2854	0.04	-0.9026986643110896
gene-SYNPCC7002_RS14100	SYNPCC7002_A2854	4	-0.16400208273267997
gene-SYNPCC7002_RS14100	SYNPCC7002_A2854	8	-0.18064340861943898
gene-SYNPCC7002_RS14100	SYNPCC7002_A2854	30	1.247344155663213
gene-SYNPCC7002_RS14105	SYNPCC7002_A2855	0.04	-0.8321924561492222
gene-SYNPCC7002_RS14105	SYNPCC7002_A2855	4	-0.34090807923871663
gene-SYNPCC7002_RS14105	SYNPCC7002_A2855	8	-0.33505881313145996
gene-SYNPCC7002_RS14105	SYNPCC7002_A2855	30	1.5081593485194007
gene-SYNPCC7002_RS14110	SYNPCC7002_A2856	0.04	-0.5360481813780255
gene-SYNPCC7002_RS14110	SYNPCC7002_A2856	4	-0.6261849274162441
gene-SYNPCC7002_RS14110	SYNPCC7002_A2856	8	-0.47707597420559567
gene-SYNPCC7002_RS14110	SYNPCC7002_A2856	30	1.6393090829998642
gene-SYNPCC7002_RS14115	SYNPCC7002_A2857	0.04	-1.5019616410447456
gene-SYNPCC7002_RS14115	SYNPCC7002_A2857	4	0.6755863881043878
gene-SYNPCC7002_RS14115	SYNPCC7002_A2857	8	0.9036298523864441
gene-SYNPCC7002_RS14115	SYNPCC7002_A2857	30	-0.0772545994460885
gene-SYNPCC7002_RS14120	SYNPCC7002_A2858	0.04	-0.8333284672770559
gene-SYNPCC7002_RS14120	SYNPCC7002_A2858	4	-0.15132369762244938
gene-SYNPCC7002_RS14120	SYNPCC7002_A2858	8	-0.398479720094463
gene-SYNPCC7002_RS14120	SYNPCC7002_A2858	30	1.3831318849939607
gene-SYNPCC7002_RS14125	SYNPCC7002_A2859	0.04	0.06841437080861909
gene-SYNPCC7002_RS14125	SYNPCC7002_A2859	4	-0.6848034192229578
gene-SYNPCC7002_RS14125	SYNPCC7002_A2859	8	-0.9013303075659853
gene-SYNPCC7002_RS14125	SYNPCC7002_A2859	30	1.5177193559803248
gene-SYNPCC7002_RS14130	SYNPCC7002_A2860	0.04	1.2507044133772625
gene-SYNPCC7002_RS14130	SYNPCC7002_A2860	4	-0.977717005841102
gene-SYNPCC7002_RS14130	SYNPCC7002_A2860	8	-0.8090170695355602
gene-SYNPCC7002_RS14130	SYNPCC7002_A2860	30	0.5360296619993968
gene-SYNPCC7002_RS14135	SYNPCC7002_A2861	0.04	1.0523302091825357
gene-SYNPCC7002_RS14135	SYNPCC7002_A2861	4	-1.038337300358242
gene-SYNPCC7002_RS14135	SYNPCC7002_A2861	8	-0.7558194499101707
gene-SYNPCC7002_RS14135	SYNPCC7002_A2861	30	0.7418265410858813
gene-SYNPCC7002_RS14140	SYNPCC7002_A2862	0.04	-1.394195908406129
gene-SYNPCC7002_RS14140	SYNPCC7002_A2862	4	0.8538316555606856
gene-SYNPCC7002_RS14140	SYNPCC7002_A2862	8	0.35683487270092207
gene-SYNPCC7002_RS14140	SYNPCC7002_A2862	30	0.18352938014453596
gene-SYNPCC7002_RS14150	SYNPCC7002_A2864	0.04	0.7605082122507363
gene-SYNPCC7002_RS14150	SYNPCC7002_A2864	4	-0.6700306931280825
gene-SYNPCC7002_RS14150	SYNPCC7002_A2864	8	-0.9711001572553719
gene-SYNPCC7002_RS14150	SYNPCC7002_A2864	30	0.8806226381327187
gene-SYNPCC7002_RS14155	SYNPCC7002_A2865	0.04	0.777186906887507
gene-SYNPCC7002_RS14155	SYNPCC7002_A2865	4	-0.44578869935743803
gene-SYNPCC7002_RS14155	SYNPCC7002_A2865	8	-1.3301899700616386
gene-SYNPCC7002_RS14155	SYNPCC7002_A2865	30	0.9987917625315788
gene-SYNPCC7002_RS14160	SYNPCC7002_A2866	0.04	1.1637640179563824
gene-SYNPCC7002_RS14160	SYNPCC7002_A2866	4	-0.8692508478169114
gene-SYNPCC7002_RS14160	SYNPCC7002_A2866	8	-1.0254392288271066
gene-SYNPCC7002_RS14160	SYNPCC7002_A2866	30	0.7309260586876314
gene-SYNPCC7002_RS14165	SYNPCC7002_A2867	0.04	1.2375323956600703
gene-SYNPCC7002_RS14165	SYNPCC7002_A2867	4	-0.9364803597995639
gene-SYNPCC7002_RS14165	SYNPCC7002_A2867	8	-0.9056751020848699
gene-SYNPCC7002_RS14165	SYNPCC7002_A2867	30	0.6046230662243613
gene-SYNPCC7002_RS14170	SYNPCC7002_A2868	0.04	0.6447098183502648
gene-SYNPCC7002_RS14170	SYNPCC7002_A2868	4	-0.3848239553059732
gene-SYNPCC7002_RS14170	SYNPCC7002_A2868	8	-0.6552554899343346
gene-SYNPCC7002_RS14170	SYNPCC7002_A2868	30	0.39536962689004534
gene-SYNPCC7002_RS14175	SYNPCC7002_A2869	0.04	1.0471386376312017
gene-SYNPCC7002_RS14175	SYNPCC7002_A2869	4	-0.9858218394847591
gene-SYNPCC7002_RS14175	SYNPCC7002_A2869	8	-0.9349812336330275
gene-SYNPCC7002_RS14175	SYNPCC7002_A2869	30	0.8736644354865827
gene-SYNPCC7002_RS14180	SYNPCC7002_A2870	0.04	1.3580250287962665
gene-SYNPCC7002_RS14180	SYNPCC7002_A2870	4	-0.2627016253448128
gene-SYNPCC7002_RS14180	SYNPCC7002_A2870	8	-1.1592845689935543
gene-SYNPCC7002_RS14180	SYNPCC7002_A2870	30	0.06396116554209881
gene-SYNPCC7002_RS14185	SYNPCC7002_A2872	0.04	1.5321622138970956
gene-SYNPCC7002_RS14185	SYNPCC7002_A2872	4	-0.4612526465911356
gene-SYNPCC7002_RS14185	SYNPCC7002_A2872	8	-0.9874706931217971
gene-SYNPCC7002_RS14185	SYNPCC7002_A2872	30	-0.08343887418416428
gene-SYNPCC7002_RS14190	SYNPCC7002_A2873	0.04	-1.1977002269653465
gene-SYNPCC7002_RS14190	SYNPCC7002_A2873	4	0.616875269181294
gene-SYNPCC7002_RS14190	SYNPCC7002_A2873	8	1.059195714933262
gene-SYNPCC7002_RS14190	SYNPCC7002_A2873	30	-0.4783707571492061
gene-SYNPCC7002_RS14195	SYNPCC7002_A2874	0.04	-0.5230283807454433
gene-SYNPCC7002_RS14195	SYNPCC7002_A2874	4	0.1189510158543608
gene-SYNPCC7002_RS14195	SYNPCC7002_A2874	8	0.9242516026317029
gene-SYNPCC7002_RS14195	SYNPCC7002_A2874	30	-0.5201742377406212
gene-SYNPCC7002_RS14205	SYNPCC7002_B0001	0.04	1.488913133865113
gene-SYNPCC7002_RS14205	SYNPCC7002_B0001	4	-0.09441107781231958
gene-SYNPCC7002_RS14205	SYNPCC7002_B0001	8	-0.45000167989618406
gene-SYNPCC7002_RS14205	SYNPCC7002_B0001	30	-0.9445003761566134
gene-SYNPCC7002_RS14225	SYNPCC7002_C0001	0.04	-0.8410576867745083
gene-SYNPCC7002_RS14225	SYNPCC7002_C0001	4	-0.30490110813883803
gene-SYNPCC7002_RS14225	SYNPCC7002_C0001	8	-0.30978136824305313
gene-SYNPCC7002_RS14225	SYNPCC7002_C0001	30	1.4557401631564133
gene-SYNPCC7002_RS14235	SYNPCC7002_C0003	0.04	-1.5114178615514824
gene-SYNPCC7002_RS14235	SYNPCC7002_C0003	4	0.6079743377313633
gene-SYNPCC7002_RS14235	SYNPCC7002_C0003	8	0.35557471187968803
gene-SYNPCC7002_RS14235	SYNPCC7002_C0003	30	0.5478688119404312
gene-SYNPCC7002_RS14240	SYNPCC7002_C0004	0.04	-1.1486930148248273
gene-SYNPCC7002_RS14240	SYNPCC7002_C0004	4	0.3860713244922171
gene-SYNPCC7002_RS14240	SYNPCC7002_C0004	8	1.077797094492881
gene-SYNPCC7002_RS14240	SYNPCC7002_C0004	30	-0.3151754041602603
gene-SYNPCC7002_RS14245	SYNPCC7002_C0005	0.04	-0.9600937234785848
gene-SYNPCC7002_RS14245	SYNPCC7002_C0005	4	0.08636306879110017
gene-SYNPCC7002_RS14245	SYNPCC7002_C0005	8	1.0129402451302727
gene-SYNPCC7002_RS14245	SYNPCC7002_C0005	30	-0.13920959044280304
gene-SYNPCC7002_RS14250	SYNPCC7002_C0006	0.04	-0.5853686180628503
gene-SYNPCC7002_RS14250	SYNPCC7002_C0006	4	-0.32727139922106463
gene-SYNPCC7002_RS14250	SYNPCC7002_C0006	8	0.5213837576545307
gene-SYNPCC7002_RS14250	SYNPCC7002_C0006	30	0.39125625962938426
gene-SYNPCC7002_RS14255	SYNPCC7002_C0007	0.04	0.22279168003975658
gene-SYNPCC7002_RS14255	SYNPCC7002_C0007	4	-1.111230447951096
gene-SYNPCC7002_RS14255	SYNPCC7002_C0007	8	-0.4679072357442684
gene-SYNPCC7002_RS14255	SYNPCC7002_C0007	30	1.3563460036556
gene-SYNPCC7002_RS14260	SYNPCC7002_C0008	0.04	-1.3168470760097504
gene-SYNPCC7002_RS14260	SYNPCC7002_C0008	4	-0.1202361176592602
gene-SYNPCC7002_RS14260	SYNPCC7002_C0008	8	0.03734558860933188
gene-SYNPCC7002_RS14260	SYNPCC7002_C0008	30	1.399737605059678
gene-SYNPCC7002_RS14265	SYNPCC7002_C0009	0.04	0.9416581249575519
gene-SYNPCC7002_RS14265	SYNPCC7002_C0009	4	-0.7960427181510772
gene-SYNPCC7002_RS14265	SYNPCC7002_C0009	8	-0.9685722533356684
gene-SYNPCC7002_RS14265	SYNPCC7002_C0009	30	0.8229568465291913
gene-SYNPCC7002_RS14270	SYNPCC7002_C0010	0.04	1.1023658156139238
gene-SYNPCC7002_RS14270	SYNPCC7002_C0010	4	-1.1821616150757348
gene-SYNPCC7002_RS14270	SYNPCC7002_C0010	8	-0.6088411721740815
gene-SYNPCC7002_RS14270	SYNPCC7002_C0010	30	0.688636971635894
gene-SYNPCC7002_RS14275	SYNPCC7002_C0011	0.04	0.9635200021115664
gene-SYNPCC7002_RS14275	SYNPCC7002_C0011	4	-0.7451259717707909
gene-SYNPCC7002_RS14275	SYNPCC7002_C0011	8	-0.8880885867744022
gene-SYNPCC7002_RS14275	SYNPCC7002_C0011	30	0.6696945564336263
gene-SYNPCC7002_RS14280	SYNPCC7002_C0012	0.04	1.3124372554896169
gene-SYNPCC7002_RS14280	SYNPCC7002_C0012	4	-0.9151449473422419
gene-SYNPCC7002_RS14280	SYNPCC7002_C0012	8	-0.8186841627273252
gene-SYNPCC7002_RS14280	SYNPCC7002_C0012	30	0.42139185457995115
gene-SYNPCC7002_RS14285	SYNPCC7002_C0013	0.04	1.2412937244942448
gene-SYNPCC7002_RS14285	SYNPCC7002_C0013	4	-1.1485636173454992
gene-SYNPCC7002_RS14285	SYNPCC7002_C0013	8	-0.6260999901770534
gene-SYNPCC7002_RS14285	SYNPCC7002_C0013	30	0.5333698830283131
gene-SYNPCC7002_RS14290	SYNPCC7002_C0014	0.04	1.220761104035501
gene-SYNPCC7002_RS14290	SYNPCC7002_C0014	4	-1.0782688316853988
gene-SYNPCC7002_RS14290	SYNPCC7002_C0014	8	-0.7818812265533763
gene-SYNPCC7002_RS14290	SYNPCC7002_C0014	30	0.6393889542032721
gene-SYNPCC7002_RS14295	SYNPCC7002_C0015	0.04	1.378962011031005
gene-SYNPCC7002_RS14295	SYNPCC7002_C0015	4	-0.8339303383442055
gene-SYNPCC7002_RS14295	SYNPCC7002_C0015	8	-0.6393128071742812
gene-SYNPCC7002_RS14295	SYNPCC7002_C0015	30	0.09428113448747531
gene-SYNPCC7002_RS14300	SYNPCC7002_C0016	0.04	0.6386762180684811
gene-SYNPCC7002_RS14300	SYNPCC7002_C0016	4	-0.46554009874858243
gene-SYNPCC7002_RS14300	SYNPCC7002_C0016	8	0.07675077972408981
gene-SYNPCC7002_RS14300	SYNPCC7002_C0016	30	-0.24988689904399336
gene-SYNPCC7002_RS14305	SYNPCC7002_C0017	0.04	-1.3934901624362663
gene-SYNPCC7002_RS14305	SYNPCC7002_C0017	4	0.6217444412848784
gene-SYNPCC7002_RS14305	SYNPCC7002_C0017	8	0.7004397049872118
gene-SYNPCC7002_RS14305	SYNPCC7002_C0017	30	0.07130601616417345
gene-SYNPCC7002_RS14310	SYNPCC7002_D0001	0.04	-1.0929445157659927
gene-SYNPCC7002_RS14310	SYNPCC7002_D0001	4	0.5602794543017791
gene-SYNPCC7002_RS14310	SYNPCC7002_D0001	8	-0.04448572180289319
gene-SYNPCC7002_RS14310	SYNPCC7002_D0001	30	0.5771507832671069
gene-SYNPCC7002_RS14315	SYNPCC7002_D0002	0.04	-1.0774677434423716
gene-SYNPCC7002_RS14315	SYNPCC7002_D0002	4	0.4923452377548655
gene-SYNPCC7002_RS14315	SYNPCC7002_D0002	8	0.0512184761362796
gene-SYNPCC7002_RS14315	SYNPCC7002_D0002	30	0.5339040295512235
gene-SYNPCC7002_RS14325	SYNPCC7002_D0003	0.04	0.8935538187155564
gene-SYNPCC7002_RS14325	SYNPCC7002_D0003	4	-0.8637908579464276
gene-SYNPCC7002_RS14325	SYNPCC7002_D0003	8	-0.9321948597718682
gene-SYNPCC7002_RS14325	SYNPCC7002_D0003	30	0.9024318990027361
gene-SYNPCC7002_RS14330	SYNPCC7002_D0004	0.04	-0.48008461085469434
gene-SYNPCC7002_RS14330	SYNPCC7002_D0004	4	0.559981265106544
gene-SYNPCC7002_RS14330	SYNPCC7002_D0004	8	0.06595217062655148
gene-SYNPCC7002_RS14330	SYNPCC7002_D0004	30	-0.14584882487839906
gene-SYNPCC7002_RS14335	SYNPCC7002_D0005	0.04	-1.1903937053045013
gene-SYNPCC7002_RS14335	SYNPCC7002_D0005	4	1.0206546366770628
gene-SYNPCC7002_RS14335	SYNPCC7002_D0005	8	-0.14587112394606866
gene-SYNPCC7002_RS14335	SYNPCC7002_D0005	30	0.3156101925735036
gene-SYNPCC7002_RS14340	SYNPCC7002_D0006	0.04	-1.3269469932595641
gene-SYNPCC7002_RS14340	SYNPCC7002_D0006	4	1.028157051036938
gene-SYNPCC7002_RS14340	SYNPCC7002_D0006	8	0.08549901338759745
gene-SYNPCC7002_RS14340	SYNPCC7002_D0006	30	0.21329092883502862
gene-SYNPCC7002_RS14345	SYNPCC7002_D0007	0.04	-1.2438984354386664
gene-SYNPCC7002_RS14345	SYNPCC7002_D0007	4	1.0754565918725913
gene-SYNPCC7002_RS14345	SYNPCC7002_D0007	8	0.0054248906404670005
gene-SYNPCC7002_RS14345	SYNPCC7002_D0007	30	0.1630169529256113
gene-SYNPCC7002_RS14350	SYNPCC7002_D0008	0.04	-1.303623081010495
gene-SYNPCC7002_RS14350	SYNPCC7002_D0008	4	1.1084566974039716
gene-SYNPCC7002_RS14350	SYNPCC7002_D0008	8	0.04188521519412792
gene-SYNPCC7002_RS14350	SYNPCC7002_D0008	30	0.15328116841239858
gene-SYNPCC7002_RS14355	SYNPCC7002_D0009	0.04	-1.2982396749940552
gene-SYNPCC7002_RS14355	SYNPCC7002_D0009	4	1.1424363301062936
gene-SYNPCC7002_RS14355	SYNPCC7002_D0009	8	0.03378736788102664
gene-SYNPCC7002_RS14355	SYNPCC7002_D0009	30	0.12201597700673007
gene-SYNPCC7002_RS14360	SYNPCC7002_D0010	0.04	-0.9477297641734957
gene-SYNPCC7002_RS14360	SYNPCC7002_D0010	4	1.19590107212484
gene-SYNPCC7002_RS14360	SYNPCC7002_D0010	8	0.028671744793985023
gene-SYNPCC7002_RS14360	SYNPCC7002_D0010	30	-0.27684305274532556
gene-SYNPCC7002_RS14365	SYNPCC7002_D0012	0.04	0.7060106561003289
gene-SYNPCC7002_RS14365	SYNPCC7002_D0012	4	-0.7756499378147865
gene-SYNPCC7002_RS14365	SYNPCC7002_D0012	8	-0.4994022601290223
gene-SYNPCC7002_RS14365	SYNPCC7002_D0012	30	0.5690415418434772
gene-SYNPCC7002_RS14370	SYNPCC7002_D0013	0.04	-0.29193108152500225
gene-SYNPCC7002_RS14370	SYNPCC7002_D0013	4	-0.36274845382999654
gene-SYNPCC7002_RS14370	SYNPCC7002_D0013	8	-0.6560824258507852
gene-SYNPCC7002_RS14370	SYNPCC7002_D0013	30	1.310761961205782
gene-SYNPCC7002_RS14375	SYNPCC7002_D0014	0.04	-0.5339628231269131
gene-SYNPCC7002_RS14375	SYNPCC7002_D0014	4	-0.7290165421505075
gene-SYNPCC7002_RS14375	SYNPCC7002_D0014	8	-0.30986127976553096
gene-SYNPCC7002_RS14375	SYNPCC7002_D0014	30	1.5728406450429522
gene-SYNPCC7002_RS14385	SYNPCC7002_D0015	0.04	1.361678401197305
gene-SYNPCC7002_RS14385	SYNPCC7002_D0015	4	-0.918472818335773
gene-SYNPCC7002_RS14385	SYNPCC7002_D0015	8	-0.8596295110499559
gene-SYNPCC7002_RS14385	SYNPCC7002_D0015	30	0.4164239281884262
gene-SYNPCC7002_RS14395	SYNPCC7002_D0018	0.04	1.5862688508343283
gene-SYNPCC7002_RS14395	SYNPCC7002_D0018	4	-0.7563963014065734
gene-SYNPCC7002_RS14395	SYNPCC7002_D0018	8	-0.6503698155797067
gene-SYNPCC7002_RS14395	SYNPCC7002_D0018	30	-0.17950273384804616
gene-SYNPCC7002_RS14400	SYNPCC7002_D0019	0.04	0.9262257219843106
gene-SYNPCC7002_RS14400	SYNPCC7002_D0019	4	-0.3286584182695629
gene-SYNPCC7002_RS14400	SYNPCC7002_D0019	8	-0.41072541578105076
gene-SYNPCC7002_RS14400	SYNPCC7002_D0019	30	-0.1868418879337008
gene-SYNPCC7002_RS14405	SYNPCC7002_D0020	0.04	0.013259320762147003
gene-SYNPCC7002_RS14405	SYNPCC7002_D0020	4	-0.015299408000840009
gene-SYNPCC7002_RS14405	SYNPCC7002_D0020	8	0.9835566011853365
gene-SYNPCC7002_RS14405	SYNPCC7002_D0020	30	-0.9815165139466393
gene-SYNPCC7002_RS14410	SYNPCC7002_D0021	0.04	1.1628677826587803
gene-SYNPCC7002_RS14410	SYNPCC7002_D0021	4	-0.2665673040250762
gene-SYNPCC7002_RS14410	SYNPCC7002_D0021	8	-0.004375031191575909
gene-SYNPCC7002_RS14410	SYNPCC7002_D0021	30	-0.8919254474421281
gene-SYNPCC7002_RS14415	SYNPCC7002_D0022	0.04	1.1797336620859527
gene-SYNPCC7002_RS14415	SYNPCC7002_D0022	4	-0.3875389570223548
gene-SYNPCC7002_RS14415	SYNPCC7002_D0022	8	0.0970909879208342
gene-SYNPCC7002_RS14415	SYNPCC7002_D0022	30	-0.8892856929844343
gene-SYNPCC7002_RS14420	SYNPCC7002_D0023	0.04	0.970341789596459
gene-SYNPCC7002_RS14420	SYNPCC7002_D0023	4	0.01958440253623639
gene-SYNPCC7002_RS14420	SYNPCC7002_D0023	8	-0.262271887642509
gene-SYNPCC7002_RS14420	SYNPCC7002_D0023	30	-0.7276543044901929
gene-SYNPCC7002_RS14425	SYNPCC7002_D0024	0.04	1.3625803295511045
gene-SYNPCC7002_RS14425	SYNPCC7002_D0024	4	-0.11294733250027972
gene-SYNPCC7002_RS14425	SYNPCC7002_D0024	8	-0.5742439264148538
gene-SYNPCC7002_RS14425	SYNPCC7002_D0024	30	-0.6753890706359711
gene-SYNPCC7002_RS14430	SYNPCC7002_D0025	0.04	1.1869760948061
gene-SYNPCC7002_RS14430	SYNPCC7002_D0025	4	-0.5221379081144509
gene-SYNPCC7002_RS14430	SYNPCC7002_D0025	8	-0.9937249097767579
gene-SYNPCC7002_RS14430	SYNPCC7002_D0025	30	0.32888672308510464
gene-SYNPCC7002_RS14440	SYNPCC7002_D0026	0.04	0.7906084453680472
gene-SYNPCC7002_RS14440	SYNPCC7002_D0026	4	-1.1725708130679968
gene-SYNPCC7002_RS14440	SYNPCC7002_D0026	8	-0.653151068632677
gene-SYNPCC7002_RS14440	SYNPCC7002_D0026	30	1.0351134363326226
gene-SYNPCC7002_RS14445	SYNPCC7002_D0027	0.04	1.2569902350020157
gene-SYNPCC7002_RS14445	SYNPCC7002_D0027	4	-1.0836935840555486
gene-SYNPCC7002_RS14445	SYNPCC7002_D0027	8	-0.7436866304117573
gene-SYNPCC7002_RS14445	SYNPCC7002_D0027	30	0.5703899794652902
gene-SYNPCC7002_RS14455	SYNPCC7002_D0028	0.04	1.3636173064639572
gene-SYNPCC7002_RS14455	SYNPCC7002_D0028	4	-1.0673264840246874
gene-SYNPCC7002_RS14455	SYNPCC7002_D0028	8	-0.5719180773543653
gene-SYNPCC7002_RS14455	SYNPCC7002_D0028	30	0.27562725491509926
gene-SYNPCC7002_RS14470	SYNPCC7002_D0030	0.04	NA
gene-SYNPCC7002_RS14470	SYNPCC7002_D0030	4	NA
gene-SYNPCC7002_RS14470	SYNPCC7002_D0030	8	NA
gene-SYNPCC7002_RS14470	SYNPCC7002_D0030	30	NA
gene-SYNPCC7002_RS14480	SYNPCC7002_E0001	0.04	-0.8951383172812456
gene-SYNPCC7002_RS14480	SYNPCC7002_E0001	4	0.5864872241543365
gene-SYNPCC7002_RS14480	SYNPCC7002_E0001	8	0.8580460212052369
gene-SYNPCC7002_RS14480	SYNPCC7002_E0001	30	-0.5493949280783257
gene-SYNPCC7002_RS14485	SYNPCC7002_E0002	0.04	-0.37806457358828394
gene-SYNPCC7002_RS14485	SYNPCC7002_E0002	4	-0.014771475921531177
gene-SYNPCC7002_RS14485	SYNPCC7002_E0002	8	0.8023459563622015
gene-SYNPCC7002_RS14485	SYNPCC7002_E0002	30	-0.40950990685238753
gene-SYNPCC7002_RS14495	SYNPCC7002_E0003	0.04	0.3358837625905203
gene-SYNPCC7002_RS14495	SYNPCC7002_E0003	4	-0.645047851409244
gene-SYNPCC7002_RS14495	SYNPCC7002_E0003	8	-0.8407236900261497
gene-SYNPCC7002_RS14495	SYNPCC7002_E0003	30	1.1498877788448727
gene-SYNPCC7002_RS14500	SYNPCC7002_E0004	0.04	0.2884912591365858
gene-SYNPCC7002_RS14500	SYNPCC7002_E0004	4	-0.72034824747748
gene-SYNPCC7002_RS14500	SYNPCC7002_E0004	8	-0.5269523188693187
gene-SYNPCC7002_RS14500	SYNPCC7002_E0004	30	0.9588093072102106
gene-SYNPCC7002_RS14505	SYNPCC7002_E0005	0.04	0.20296364665600694
gene-SYNPCC7002_RS14505	SYNPCC7002_E0005	4	-0.12949715829695413
gene-SYNPCC7002_RS14505	SYNPCC7002_E0005	8	-1.2855540626872122
gene-SYNPCC7002_RS14505	SYNPCC7002_E0005	30	1.2120875743281603
gene-SYNPCC7002_RS14510	SYNPCC7002_E0006	0.04	0.1920727024097324
gene-SYNPCC7002_RS14510	SYNPCC7002_E0006	4	-0.39332481462556423
gene-SYNPCC7002_RS14510	SYNPCC7002_E0006	8	-0.4363283218249451
gene-SYNPCC7002_RS14510	SYNPCC7002_E0006	30	0.637580434040775
gene-SYNPCC7002_RS14515	SYNPCC7002_E0008	0.04	-0.5115231570423203
gene-SYNPCC7002_RS14515	SYNPCC7002_E0008	4	-0.3186795687989035
gene-SYNPCC7002_RS14515	SYNPCC7002_E0008	8	-0.5412683741973353
gene-SYNPCC7002_RS14515	SYNPCC7002_E0008	30	1.371471100038555
gene-SYNPCC7002_RS14520	SYNPCC7002_E0009	0.04	-0.5735202117611098
gene-SYNPCC7002_RS14520	SYNPCC7002_E0009	4	3.157894369088393e-4
gene-SYNPCC7002_RS14520	SYNPCC7002_E0009	8	0.07498331375197381
gene-SYNPCC7002_RS14520	SYNPCC7002_E0009	30	0.4982211085722307
gene-SYNPCC7002_RS14525	SYNPCC7002_E0010	0.04	1.189364434942585
gene-SYNPCC7002_RS14525	SYNPCC7002_E0010	4	-0.8490338368039736
gene-SYNPCC7002_RS14525	SYNPCC7002_E0010	8	-1.0030489976175758
gene-SYNPCC7002_RS14525	SYNPCC7002_E0010	30	0.6627183994789716
gene-SYNPCC7002_RS14530	SYNPCC7002_E0011	0.04	1.4645459412586863
gene-SYNPCC7002_RS14530	SYNPCC7002_E0011	4	-0.915244717057377
gene-SYNPCC7002_RS14530	SYNPCC7002_E0011	8	-0.6888099067003755
gene-SYNPCC7002_RS14530	SYNPCC7002_E0011	30	0.13950868249906978
gene-SYNPCC7002_RS14545	SYNPCC7002_E0013	0.04	1.2421687137718942
gene-SYNPCC7002_RS14545	SYNPCC7002_E0013	4	-0.7243994257514788
gene-SYNPCC7002_RS14545	SYNPCC7002_E0013	8	-0.9043778026965507
gene-SYNPCC7002_RS14545	SYNPCC7002_E0013	30	0.3866085146761333
gene-SYNPCC7002_RS14550	SYNPCC7002_E0014	0.04	1.1758504699831318
gene-SYNPCC7002_RS14550	SYNPCC7002_E0014	4	-0.9193309967119613
gene-SYNPCC7002_RS14550	SYNPCC7002_E0014	8	-0.96353433112534
gene-SYNPCC7002_RS14550	SYNPCC7002_E0014	30	0.7070148578541657
gene-SYNPCC7002_RS14555	SYNPCC7002_E0015	0.04	0.777560623673174
gene-SYNPCC7002_RS14555	SYNPCC7002_E0015	4	-1.1131326736756102
gene-SYNPCC7002_RS14555	SYNPCC7002_E0015	8	-0.7243601302891908
gene-SYNPCC7002_RS14555	SYNPCC7002_E0015	30	1.059932180291624
gene-SYNPCC7002_RS14560	SYNPCC7002_E0016	0.04	1.0346663466687702
gene-SYNPCC7002_RS14560	SYNPCC7002_E0016	4	-1.213182534014082
gene-SYNPCC7002_RS14560	SYNPCC7002_E0016	8	-0.48346529807976124
gene-SYNPCC7002_RS14560	SYNPCC7002_E0016	30	0.661981485425073
gene-SYNPCC7002_RS14570	SYNPCC7002_E0018	0.04	1.6513329036117925
gene-SYNPCC7002_RS14570	SYNPCC7002_E0018	4	-0.7372669316310272
gene-SYNPCC7002_RS14570	SYNPCC7002_E0018	8	-0.5475787691965543
gene-SYNPCC7002_RS14570	SYNPCC7002_E0018	30	-0.366487202784211
gene-SYNPCC7002_RS14575	SYNPCC7002_E0019	0.04	1.6207518413247566
gene-SYNPCC7002_RS14575	SYNPCC7002_E0019	4	-0.7426245069894076
gene-SYNPCC7002_RS14575	SYNPCC7002_E0019	8	-0.6241665788024625
gene-SYNPCC7002_RS14575	SYNPCC7002_E0019	30	-0.2539607555328871
gene-SYNPCC7002_RS14580	SYNPCC7002_E0020	0.04	0.8083228126722859
gene-SYNPCC7002_RS14580	SYNPCC7002_E0020	4	-0.7917694703637997
gene-SYNPCC7002_RS14580	SYNPCC7002_E0020	8	-0.9398679887921257
gene-SYNPCC7002_RS14580	SYNPCC7002_E0020	30	0.9233146464836387
gene-SYNPCC7002_RS14585	SYNPCC7002_E0021	0.04	0.71629647782079
gene-SYNPCC7002_RS14585	SYNPCC7002_E0021	4	-0.9277696814146255
gene-SYNPCC7002_RS14585	SYNPCC7002_E0021	8	-0.9484095653923194
gene-SYNPCC7002_RS14585	SYNPCC7002_E0021	30	1.1598827689861535
gene-SYNPCC7002_RS14605	SYNPCC7002_E0025	0.04	0.11076585151387529
gene-SYNPCC7002_RS14605	SYNPCC7002_E0025	4	-0.8056028059212695
gene-SYNPCC7002_RS14605	SYNPCC7002_E0025	8	0.37295401138936113
gene-SYNPCC7002_RS14605	SYNPCC7002_E0025	30	0.3218829430180294
gene-SYNPCC7002_RS14610	SYNPCC7002_E0026	0.04	1.6164368886657956
gene-SYNPCC7002_RS14610	SYNPCC7002_E0026	4	-0.7879576114154043
gene-SYNPCC7002_RS14610	SYNPCC7002_E0026	8	-0.5899675153489419
gene-SYNPCC7002_RS14610	SYNPCC7002_E0026	30	-0.23851176190144524
gene-SYNPCC7002_RS14615	SYNPCC7002_E0027	0.04	1.611162033203577
