Geneid	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	length
gene-SYNPCC7002_RS11555	108	71	97	99	94	97	194	112	103	84	145	123	122	233	122	143	255
gene-SYNPCC7002_RS11560	161	121	185	126	70	45	68	79	50	33	57	57	88	136	101	120	372
gene-SYNPCC7002_RS11565	478	298	368	322	459	556	708	702	437	414	564	416	507	647	420	541	519
gene-SYNPCC7002_RS11570	357	233	273	269	434	365	630	457	334	265	414	455	394	539	394	399	423
gene-SYNPCC7002_RS11575	1438	1255	1029	1044	2215	2612	3200	2805	1833	1600	2138	2426	2351	3068	2243	2713	1491
gene-SYNPCC7002_RS11585	1941	1556	1487	1401	2940	2811	4014	3581	2090	1869	2565	3022	2118	2721	1844	2374	1350
gene-SYNPCC7002_RS11590	428	410	394	392	726	960	1165	815	582	536	833	785	753	994	737	715	1227
gene-SYNPCC7002_RS16190	1611	1487	1596	1842	1341	1796	2287	1625	1213	1343	1735	1583	1704	2530	1889	1737	1593
gene-SYNPCC7002_RS11605	1817	1536	1591	1746	2524	2899	3907	2964	2432	2047	2726	3159	2896	3908	2775	3008	843
gene-SYNPCC7002_RS11610	786	598	586	587	1664	1670	2371	2060	1319	1267	1680	1673	1663	2176	1594	1708	1323
gene-SYNPCC7002_RS11615	1954	1681	2153	1922	1437	1886	2346	1920	1236	1129	1537	1697	1477	1819	1366	1425	1419
gene-SYNPCC7002_RS11620	2023	1582	1931	1657	1588	1703	2198	1781	1327	1092	1538	1546	985	1351	961	1153	354
gene-SYNPCC7002_RS11625	547	395	392	350	453	534	501	432	428	309	425	564	198	308	148	258	861
gene-SYNPCC7002_RS17240	153	157	116	152	210	183	323	273	175	152	235	250	258	323	241	276	123
gene-SYNPCC7002_RS11630	7388	7451	7662	7664	8936	9049	11915	10195	8152	6860	9597	10061	11195	16556	11037	12115	564
gene-SYNPCC7002_RS11635	110	53	143	130	59	96	189	124	65	34	56	59	100	134	85	79	405
gene-SYNPCC7002_RS11640	2066	1872	1673	1682	1519	1456	2178	2182	1267	899	1260	1829	2516	3319	2335	2701	975
gene-SYNPCC7002_RS11645	603	640	582	580	894	1020	1509	947	866	684	1016	1099	899	1375	875	1019	834
gene-SYNPCC7002_RS11650	467	417	385	396	633	636	934	648	487	435	688	654	440	638	428	559	1377
gene-SYNPCC7002_RS11655	2898	2453	3084	2559	3964	3853	5873	4986	3130	2998	3952	4219	18272	27003	18390	19936	2595
gene-SYNPCC7002_RS11660	792	580	456	431	2540	2784	3885	2880	2070	1879	2694	2858	2110	2566	1870	2209	1086
gene-SYNPCC7002_RS11665	350	376	402	374	288	427	496	450	235	256	373	311	851	1084	726	768	270
gene-SYNPCC7002_RS11670	449	384	308	282	546	584	1015	885	460	354	455	588	1419	2404	1522	1810	1233
gene-SYNPCC7002_RS11675	888	895	868	911	1084	1231	1725	1578	858	787	1064	1232	1993	2902	2223	2302	1485
gene-SYNPCC7002_RS11680	1328	1208	894	1066	2025	1988	2976	3181	1435	1566	1968	2104	2116	3054	2166	2262	780
gene-SYNPCC7002_RS11685	1493	1392	1222	1307	2441	2906	4024	3307	1711	2082	2881	2326	2669	3683	2820	2720	834
gene-SYNPCC7002_RS11690	152	100	118	151	270	336	430	314	219	198	240	273	193	338	236	248	846
gene-SYNPCC7002_RS11695	412	339	338	270	645	772	1021	734	515	457	663	725	653	792	584	714	1104
gene-SYNPCC7002_RS11700	988	865	934	916	1436	1581	2179	1534	1290	1066	1549	1586	1456	1939	1366	1620	927
gene-SYNPCC7002_RS11705	680	458	705	571	594	555	742	597	481	467	556	516	829	1156	680	897	345
gene-SYNPCC7002_RS11710	1144	1038	1130	995	1160	1377	1493	1315	1001	918	1265	1281	1278	1575	1198	1304	891
gene-SYNPCC7002_RS11715	1302	1126	1349	1302	876	1009	1349	976	660	607	800	899	811	1052	708	873	1809
gene-SYNPCC7002_RS11720	1345	1283	1677	1525	601	696	953	824	525	439	699	652	624	881	601	639	1119
gene-SYNPCC7002_RS11725	438	497	358	440	376	469	770	578	381	260	415	398	626	1008	618	588	594
gene-SYNPCC7002_RS11730	875	651	472	496	2442	2759	3677	2599	1852	1749	2498	2588	1658	2167	1514	1792	765
gene-SYNPCC7002_RS11735	2303	2342	2881	2872	1710	1979	2276	2026	1324	1376	1793	1830	2381	3163	2526	2331	324
gene-SYNPCC7002_RS11740	5962	5130	6102	6081	3731	4291	5203	4464	2919	2716	3628	3897	5337	7393	5200	5978	564
gene-SYNPCC7002_RS11745	1796	1750	1863	2025	1185	1518	1889	1313	1001	929	1260	1421	1187	1852	1190	1443	1149
gene-SYNPCC7002_RS11750	47384	37141	24541	27793	2140	2123	3255	2947	1725	1523	2000	2449	2521	2870	2060	2753	1701
gene-SYNPCC7002_RS11755	30421	23821	15488	17908	1350	1314	2264	1920	1049	915	1274	1414	1667	1793	1288	1686	1419
gene-SYNPCC7002_RS11760	3047	2396	1698	1869	145	128	231	188	110	101	130	116	213	179	130	164	345
gene-SYNPCC7002_RS11765	6315	5087	3927	4118	351	325	583	443	241	260	354	357	412	445	345	410	1434
gene-SYNPCC7002_RS11770	6376	6078	5716	5975	406	553	687	511	345	348	410	411	451	621	490	529	1437
gene-SYNPCC7002_RS11775	1207	1029	886	917	85	73	101	82	80	43	88	71	96	103	86	111	390
gene-SYNPCC7002_RS11780	1054	849	894	774	125	82	177	114	105	72	80	135	96	156	115	119	252
gene-SYNPCC7002_RS11785	608	428	375	277	72	53	98	64	40	25	24	59	62	73	34	46	285
gene-SYNPCC7002_RS11790	2624	1942	1396	1348	200	248	370	339	168	111	189	221	220	286	204	256	597
gene-SYNPCC7002_RS11795	2187	1755	1413	1421	173	180	345	298	133	146	199	207	180	312	185	303	663
gene-SYNPCC7002_RS11800	392	397	342	318	528	638	850	617	480	380	580	683	558	842	584	713	1470
gene-SYNPCC7002_RS11805	879	872	747	697	949	1126	1610	1133	719	739	994	1102	868	1153	719	875	780
gene-SYNPCC7002_RS11810	3574	2929	2954	2638	2574	2929	3879	3252	2240	1770	2490	2867	2151	2845	1945	2527	693
gene-SYNPCC7002_RS11815	4357	3870	4112	3886	3598	4020	4753	3679	3193	2522	3495	4119	3312	4722	3477	3747	1341
gene-SYNPCC7002_RS11820	1170	952	805	890	1466	1598	1991	1419	1203	924	1430	1664	1090	1530	1017	1242	315
gene-SYNPCC7002_RS11825	456	367	345	466	305	360	417	335	247	207	334	370	324	473	296	352	672
gene-SYNPCC7002_RS11830	5685	5137	6166	5525	4897	5901	6938	6744	3978	3915	5615	5282	6362	9248	6066	6884	201
gene-SYNPCC7002_RS11835	1665	1533	1552	1348	2357	2927	3727	2864	1998	1843	2854	2993	2307	2975	2045	2311	1080
gene-SYNPCC7002_RS11840	7138	6061	5559	5373	1990	2293	3123	2493	1717	1530	2282	2251	3350	4819	3419	3744	831
gene-SYNPCC7002_RS11845	345	246	219	193	470	601	805	650	433	346	498	581	678	1033	691	771	1503
gene-SYNPCC7002_RS11850	296	267	230	259	391	479	623	449	370	303	482	509	433	518	328	508	348
gene-SYNPCC7002_RS11855	1282	1035	940	943	831	1104	1482	1214	683	667	832	863	1151	1741	1091	1273	1788
gene-SYNPCC7002_RS11860	19119	17586	15177	15436	32372	38546	53973	39366	26161	25199	33864	35064	32052	40581	29686	33747	4635
gene-SYNPCC7002_RS11865	1862	1711	1594	1709	2788	3624	4995	3225	2372	2414	3245	3388	2696	3744	2555	2724	1371
gene-SYNPCC7002_RS11870	1754	1499	1439	1258	2871	2696	3310	4314	2007	2216	2708	2409	1835	2362	1552	1768	339
gene-SYNPCC7002_RS11875	242	154	150	115	375	424	593	388	267	242	296	360	296	395	284	402	654
gene-SYNPCC7002_RS11880	326	318	341	280	273	291	456	354	193	205	249	289	473	665	458	513	912
gene-SYNPCC7002_RS11885	1044	1116	969	967	1454	1909	2267	1999	1215	1245	1647	1516	2177	2755	2244	2258	996
gene-SYNPCC7002_RS11890	1648	1321	1274	1215	1853	2237	2795	2319	1610	1353	1929	2018	2379	3202	2175	2426	945
gene-SYNPCC7002_RS11895	758	742	577	575	1273	1154	1537	1602	1088	872	1166	1409	1763	2484	1448	2121	546
gene-SYNPCC7002_RS11900	30630	26671	26240	26697	23021	25326	28727	24617	19700	14837	20446	26299	14305	16849	11416	16243	264
gene-SYNPCC7002_RS11905	1464	1280	1237	1310	1236	1313	1879	1502	983	906	1306	1428	1319	1864	1356	1630	1221
gene-SYNPCC7002_RS11910	583	537	546	597	495	587	683	682	439	450	562	572	481	811	513	535	288
gene-SYNPCC7002_RS11915	1571	1528	1426	1531	1453	2124	2583	1896	1457	1290	1977	1978	1815	2760	1865	1867	879
gene-SYNPCC7002_RS11920	4485	3466	3239	3173	8254	9220	13567	12913	5889	6667	8493	8398	7218	9912	7085	7906	2694
gene-SYNPCC7002_RS11925	768	689	481	474	2129	2341	3211	2662	1593	1388	2128	2123	1520	2054	1441	1675	840
gene-SYNPCC7002_RS11930	278	230	179	154	475	456	605	565	359	297	423	427	348	449	344	428	711
gene-SYNPCC7002_RS11935	276	206	216	208	549	575	859	596	389	402	571	504	379	507	367	462	798
gene-SYNPCC7002_RS11940	2323	2109	2373	2284	2134	2773	3548	2658	1887	1935	2608	2380	2539	3690	2583	2781	2352
gene-SYNPCC7002_RS11945	717	639	664	677	646	871	1062	1011	595	635	923	850	1875	2590	1926	2041	756
gene-SYNPCC7002_RS11950	1976	1845	1827	1934	3447	3713	5004	3121	3038	2466	3741	3472	2520	3538	2292	2519	231
gene-SYNPCC7002_RS11955	1490	1296	1149	1054	2388	2560	3479	2402	1950	1491	2634	2316	1353	1922	1251	1506	1689
gene-SYNPCC7002_RS11960	363	393	518	529	430	565	588	450	377	299	480	461	361	502	351	425	927
gene-SYNPCC7002_RS11965	1117	1017	1116	1122	1090	1211	1688	1246	1020	868	1140	1217	967	1479	1054	1115	1023
gene-SYNPCC7002_RS11970	1692	1698	1793	1730	1571	2231	2994	1833	1474	1513	1981	1899	1806	2197	1689	1715	1410
gene-SYNPCC7002_RS11975	207	189	150	183	577	708	1055	704	531	480	658	668	415	747	461	525	951
gene-SYNPCC7002_RS11985	720	741	770	752	1430	1373	2019	1374	1178	848	1520	1485	977	1294	896	1021	1911
gene-SYNPCC7002_RS11990	30679	26225	27264	24823	44835	45281	62813	56067	37691	35002	47695	50082	81277	116239	82460	89925	1929
gene-SYNPCC7002_RS11995	1626	1521	1572	1588	1679	1921	2720	1859	1405	1289	1968	1699	1701	2284	1691	1644	1578
gene-SYNPCC7002_RS12000	173	129	111	57	265	369	442	327	282	211	311	369	256	351	236	224	453
gene-SYNPCC7002_RS12005	4438	4307	4246	4186	5556	6208	8072	6914	4947	4335	6015	6315	7550	10721	7203	8020	1809
gene-SYNPCC7002_RS12010	1024	887	802	612	6053	6707	8484	7557	4871	4350	5645	7146	7461	9187	6766	7974	2166
gene-SYNPCC7002_RS12015	342	304	310	248	1243	1418	1924	1243	1059	907	1271	1561	1164	1499	1030	1452	864
gene-SYNPCC7002_RS12020	549	415	312	328	3057	3532	4655	3231	2633	2278	3243	3548	3115	3674	2853	3485	1494
gene-SYNPCC7002_RS12025	1988	1572	1550	1534	1992	2483	3386	2469	1837	1658	2097	2405	2180	2852	1849	2200	2157
gene-SYNPCC7002_RS12030	1128	878	891	990	996	1415	1663	1154	847	885	1183	1185	1215	2015	1335	1417	1131
gene-SYNPCC7002_RS12035	579	486	638	537	628	733	897	754	525	436	594	644	785	891	661	703	1122
gene-SYNPCC7002_RS12040	1163	1196	1296	1307	738	976	1213	794	734	678	953	708	931	1281	910	1045	756
gene-SYNPCC7002_RS12045	1521	1253	1532	1543	732	889	1048	858	589	541	770	781	1065	1348	919	1032	201
gene-SYNPCC7002_RS12050	9448	8606	7256	7728	13072	14627	19163	14862	10236	9734	12942	14137	13289	18014	12598	15278	1284
gene-SYNPCC7002_RS12055	1625	1386	1036	1153	1386	1535	2155	1812	1104	1037	1353	1378	1299	1893	1356	1470	1062
gene-SYNPCC7002_RS12060	300	258	190	183	295	361	565	392	238	282	298	309	284	359	239	268	762
gene-SYNPCC7002_RS12065	1790	1544	1741	1788	1203	1657	2125	1654	1100	895	1455	1478	1200	1718	1202	1350	735
gene-SYNPCC7002_RS12070	195	136	121	140	366	402	533	406	297	219	333	451	299	404	234	354	1158
gene-SYNPCC7002_RS12075	4449	3600	3407	3751	4527	4822	6460	5431	4003	3543	5020	4965	5262	6631	4659	5544	786
gene-SYNPCC7002_RS16725	3716	4197	6533	6446	1359	1846	2091	1268	1149	1046	1581	1399	2534	3280	1658	2680	147
gene-SYNPCC7002_RS12080	336	276	370	336	219	256	279	258	183	177	139	205	178	216	142	204	849
gene-SYNPCC7002_RS12085	623	533	508	498	692	796	1011	934	562	602	686	748	620	874	462	638	309
gene-SYNPCC7002_RS12090	942	736	575	486	1173	1260	1742	1470	881	781	912	1295	999	1198	754	1229	900
gene-SYNPCC7002_RS17010	1341	1115	1066	997	1658	1772	2515	1927	1314	1133	1599	1723	403	650	414	450	705
gene-SYNPCC7002_RS16195	585	423	406	402	649	734	995	815	543	526	701	738	251	300	247	285	897
gene-SYNPCC7002_RS12105	611	508	587	513	511	570	806	704	428	383	532	593	468	674	535	562	588
gene-SYNPCC7002_RS12110	12157	11887	13539	13686	11931	14326	19507	15983	10304	10913	15517	13374	30060	49148	35385	31555	729
gene-SYNPCC7002_RS12115	2380	2035	1635	1531	3840	4468	5778	4632	3350	3059	4088	4710	6605	8946	6247	7681	978
gene-SYNPCC7002_RS16730	537	532	401	463	1105	1172	1743	1359	1035	829	1239	1355	1260	1775	1387	1322	252
gene-SYNPCC7002_RS12120	3210	2720	2065	2037	8730	8483	10690	9354	7554	5961	8640	9681	7320	10290	7186	8455	675
gene-SYNPCC7002_RS12125	1481	1203	1406	1301	2890	3257	4362	3393	2375	2077	2907	3135	2850	3601	2623	2879	1101
gene-SYNPCC7002_RS12130	865	712	872	746	919	1167	1321	1141	791	725	1006	970	880	1085	753	938	1668
gene-SYNPCC7002_RS12135	4253	3695	3331	3619	3696	4467	5675	4806	3211	2713	4036	4393	3769	5230	3621	4094	2007
gene-SYNPCC7002_RS12140	8381	7312	5851	6538	17413	17092	20887	19997	14231	10892	15828	18891	11196	14484	9790	12177	408
gene-SYNPCC7002_RS12145	769	700	565	522	1077	1016	1367	1148	866	578	878	1061	497	772	436	637	852
gene-SYNPCC7002_RS12150	337	350	314	303	519	439	683	414	401	287	542	631	327	532	332	399	1083
gene-SYNPCC7002_RS12155	276	229	266	254	398	345	491	305	381	235	338	421	336	429	337	381	1221
gene-SYNPCC7002_RS12160	3594	2797	2796	2768	5825	6318	8497	6849	5072	4061	5984	6612	5205	7260	5142	5939	2610
gene-SYNPCC7002_RS12165	234	215	167	202	1688	1798	2260	1913	1359	1204	1756	1682	1247	1654	1119	1287	393
gene-SYNPCC7002_RS12170	1026	969	1071	1057	663	617	909	657	511	392	610	597	767	1064	736	915	189
gene-SYNPCC7002_RS12175	165	178	113	89	341	393	530	392	361	288	407	468	260	428	246	289	663
gene-SYNPCC7002_RS12180	1459	1174	972	891	4920	5350	7108	5744	4064	3573	4764	5775	4009	5027	3517	4409	2142
gene-SYNPCC7002_RS12185	3921	3345	2700	2880	10454	11130	16292	9324	9617	7827	12347	12277	4981	6631	5221	6032	312
gene-SYNPCC7002_RS12190	20343	16769	14692	13789	55222	65283	83896	52302	48529	46005	64978	64238	28837	40339	28244	30244	1626
gene-SYNPCC7002_RS12195	268	242	311	237	268	222	340	281	206	141	254	262	193	249	150	215	381
gene-SYNPCC7002_RS12200	2057	1576	1649	1339	2120	2044	2354	2352	1726	1245	1727	2463	2106	2757	1670	2296	465
gene-SYNPCC7002_RS12205	2921	2464	1972	2235	4244	4752	6412	4929	3354	3211	4178	4476	3896	4876	3381	4534	1476
gene-SYNPCC7002_RS12210	2913	2443	2507	2456	2063	2085	3000	2958	1840	1438	2122	2205	1955	2734	1854	2252	2607
gene-SYNPCC7002_RS12215	12429	9868	9797	9349	12662	12413	15274	13872	9515	7153	10657	12697	9533	12457	7799	10565	438
gene-SYNPCC7002_RS12220	693	653	523	573	490	549	750	618	357	324	404	498	524	652	423	497	960
gene-SYNPCC7002_RS12225	1703	1348	1333	1405	1300	1281	2046	1929	1126	913	1323	1387	1578	2164	1319	1685	2043
gene-SYNPCC7002_RS12230	2099	2092	2033	1908	2937	3513	4509	3545	2361	2602	3305	3376	2988	4143	2903	3302	1284
gene-SYNPCC7002_RS12235	4544	4181	4740	4155	6693	7459	9668	7426	5898	5124	7110	7567	7558	10848	7426	8425	3543
gene-SYNPCC7002_RS12240	469	387	529	484	634	729	1089	627	476	520	740	699	645	859	622	534	402
gene-SYNPCC7002_RS12245	1556	1384	1238	1177	2716	2903	3838	3172	2353	2003	2701	3046	2719	3552	2522	2984	1383
gene-SYNPCC7002_RS12250	617	569	504	572	514	420	660	581	547	375	548	575	766	830	547	649	528
gene-SYNPCC7002_RS12255	249	203	186	214	179	217	271	235	175	145	188	244	172	387	206	261	1215
gene-SYNPCC7002_RS12260	2919	2933	3617	3716	1697	2079	3079	2155	1558	1443	2079	2088	2899	4227	3257	2990	879
gene-SYNPCC7002_RS12265	649	555	597	680	504	728	977	695	399	413	571	634	894	1197	853	987	603
gene-SYNPCC7002_RS12270	184	187	194	192	192	222	282	274	164	169	186	239	205	236	197	239	495
gene-SYNPCC7002_RS12275	1524	1227	982	1131	2376	3184	3970	2797	2099	1985	2696	2769	2432	3209	2228	2586	1140
gene-SYNPCC7002_RS12280	871	654	655	751	916	1077	1446	1068	817	724	967	960	814	1023	861	920	732
gene-SYNPCC7002_RS16735	17	15	15	9	6	8	8	17	10	2	12	10	8	5	7	8	177
gene-SYNPCC7002_RS12285	73443	64317	57456	59889	58522	71132	85783	64227	52928	47727	63172	70533	39728	49446	34796	43137	1224
gene-SYNPCC7002_RS12290	1951	1555	1447	1618	1709	2250	2627	2032	1386	1254	1646	1787	1912	2328	1840	2064	1671
gene-SYNPCC7002_RS12295	645	713	677	710	422	526	608	477	366	315	479	512	432	627	405	473	324
gene-SYNPCC7002_RS12300	4181	3320	3477	3576	3291	3808	4675	3760	2865	2280	3224	3617	3278	4689	3314	4221	879
gene-SYNPCC7002_RS12305	2991	2670	3077	2953	3112	3271	4056	3835	2474	2065	3063	3136	3820	5149	3612	4222	363
gene-SYNPCC7002_RS12310	624	592	631	576	686	767	985	805	525	463	738	736	723	1076	748	777	399
gene-SYNPCC7002_RS12315	459	404	372	399	412	447	571	498	328	304	448	495	535	778	470	572	345
gene-SYNPCC7002_RS12320	1048	806	827	858	987	976	1298	1246	818	619	903	1088	1037	1377	878	1231	1395
gene-SYNPCC7002_RS12325	174	140	182	195	121	143	177	160	110	92	144	147	151	218	133	163	231
gene-SYNPCC7002_RS12330	182	133	136	144	114	120	182	166	112	79	109	156	123	180	134	166	429
gene-SYNPCC7002_RS12335	702	646	600	589	281	419	546	345	234	309	363	362	460	594	403	503	198
gene-SYNPCC7002_RS12340	1000	831	636	659	2494	2497	3252	2797	1924	1607	2196	2586	1433	1971	1262	1685	1392
gene-SYNPCC7002_RS12345	7224	6494	5854	6368	12402	15283	19793	15465	10155	10134	13910	13647	8709	11264	8447	9019	3273
gene-SYNPCC7002_RS12350	375	288	301	257	382	592	683	576	341	381	502	540	391	568	339	393	1155
gene-SYNPCC7002_RS12355	1612	1489	1572	1393	1364	1678	1992	2011	1079	1033	1401	1292	1074	1252	934	999	1707
gene-SYNPCC7002_RS12360	59	40	37	36	77	85	128	83	60	51	93	68	115	140	107	110	600
gene-SYNPCC7002_RS12365	57063	57426	54245	57308	4504	4902	5625	4989	3682	2930	3991	5024	4296	4925	3332	4372	519
gene-SYNPCC7002_RS12370	68839	75590	80426	95687	4781	6094	7287	5012	4348	3677	5723	5136	4906	6835	4542	4763	330
gene-SYNPCC7002_RS12375	1581	1409	1788	1802	765	832	1130	868	767	579	776	841	1137	1711	1223	1433	1260
gene-SYNPCC7002_RS12380	354	366	459	508	160	161	247	165	107	132	196	163	248	348	263	270	543
gene-SYNPCC7002_RS12385	510	422	467	388	500	535	566	510	397	270	446	457	405	554	365	447	426
gene-SYNPCC7002_RS12390	631	507	472	516	465	495	687	595	375	326	399	463	635	825	554	637	513
gene-SYNPCC7002_RS12395	286	248	185	149	397	409	525	523	310	305	406	402	248	369	215	302	423
gene-SYNPCC7002_RS12400	519	334	405	397	912	1046	1547	1301	871	848	997	1041	548	831	571	612	873
gene-SYNPCC7002_RS12405	374	281	236	272	887	979	1507	1162	893	897	1082	988	496	806	498	568	804
gene-SYNPCC7002_RS12410	520	416	285	447	1390	1725	2599	1984	1534	1438	2016	2110	758	1150	753	761	972
gene-SYNPCC7002_RS12415	370	307	244	294	350	377	452	458	262	234	342	394	370	618	362	421	615
gene-SYNPCC7002_RS16200	1948	1763	1936	1850	1495	1769	2206	1881	1278	1068	1627	1609	1875	2535	1725	1960	669
gene-SYNPCC7002_RS16205	2799	2389	2842	2591	1918	2249	2761	2357	1562	1365	2052	2239	2269	3053	1927	2230	4284
gene-SYNPCC7002_RS12430	2529	2310	2035	2239	3342	3903	5739	4578	2526	2688	3593	3280	2384	3356	2551	2646	1143
gene-SYNPCC7002_RS12435	271	223	145	172	332	418	509	424	300	239	403	384	359	438	272	432	1146
gene-SYNPCC7002_RS12440	4073	3302	2605	2824	15097	20521	25633	14449	13232	12670	17860	17008	5932	8349	5730	6370	1092
gene-SYNPCC7002_RS12445	12967	10161	8832	9224	22549	25411	30934	21521	21655	17260	24002	27095	14940	18665	12075	16294	723
gene-SYNPCC7002_RS12450	537	467	393	382	1179	1412	1654	1438	1033	1008	1359	1344	1141	1719	1052	1220	1206
gene-SYNPCC7002_RS12460	1478	1328	1553	1295	2433	2957	3897	2327	2344	2059	2881	2817	1858	2512	1628	1847	210
gene-SYNPCC7002_RS16485	31	32	29	28	51	49	66	88	37	19	46	33	38	68	35	41	201
gene-SYNPCC7002_RS12465	1009	819	841	809	1147	1559	2156	1506	1040	966	1309	1179	1332	1820	1181	1501	3633
gene-SYNPCC7002_RS12470	1577	1182	1673	1439	404	498	679	544	385	347	438	394	401	541	322	433	1542
gene-SYNPCC7002_RS12475	1529	1196	1357	1281	1038	1088	1389	1249	801	709	955	1112	1302	2040	1412	1570	1182
gene-SYNPCC7002_RS12480	972	646	446	487	2113	2276	2912	2837	1509	1608	2049	1970	1216	1611	1204	1350	912
gene-SYNPCC7002_RS12485	741	498	475	470	1186	1358	1699	1349	1122	843	1267	1417	967	1347	884	1079	561
gene-SYNPCC7002_RS12490	226	190	148	209	334	321	452	358	283	250	316	301	293	412	253	312	210
gene-SYNPCC7002_RS12495	1898	1527	1248	1197	2734	3132	4172	3420	2341	1950	2769	3031	2759	3656	2676	2987	1227
gene-SYNPCC7002_RS12500	403	401	484	394	121	148	219	148	91	88	132	87	740	971	644	749	189
gene-SYNPCC7002_RS12505	5117	3431	2758	2254	7552	6384	7893	10360	6138	4588	5499	9256	4670	5997	3909	6592	741
gene-SYNPCC7002_RS12510	385	340	356	348	644	796	1055	630	601	599	832	731	395	619	410	421	417
gene-SYNPCC7002_RS12515	3465	2974	3068	2844	2214	2505	2872	2814	1800	1513	2282	2359	1766	2496	1682	2195	645
gene-SYNPCC7002_RS12520	10	8	12	10	10	8	16	2	14	4	18	2	4	8	6	8	73
gene-SYNPCC7002_RS12525	332	223	261	231	565	777	970	699	538	532	779	743	519	782	550	533	1260
gene-SYNPCC7002_RS16740	8570	9081	10400	10599	6270	7893	10124	7017	6107	5518	8108	7744	11292	16876	11148	11447	144
gene-SYNPCC7002_RS12530	3251	3379	3149	3511	3482	3869	5234	4213	3101	2805	3743	4227	6455	9118	7132	6688	444
gene-SYNPCC7002_RS12535	433	428	352	317	564	579	780	695	470	417	554	661	1784	3056	2336	2409	552
gene-SYNPCC7002_RS12540	1307	1126	1001	1163	1295	1518	2332	1680	1257	1071	1751	1723	1782	2869	2230	2175	627
gene-SYNPCC7002_RS12550	48564	41757	40670	40622	79615	90308	118688	79377	76165	63131	94308	95955	43573	58155	41268	44470	1437
gene-SYNPCC7002_RS12555	632	562	645	588	965	1091	1425	978	947	802	1162	1123	691	960	676	870	435
gene-SYNPCC7002_RS12560	3661	3273	2939	2511	6317	6801	8420	6415	5435	4464	6133	7478	4622	6495	3938	5208	414
gene-SYNPCC7002_RS12565	633	505	704	619	715	605	946	710	469	448	659	708	534	790	568	568	1194
gene-SYNPCC7002_RS12570	186	188	194	242	167	134	228	157	107	113	147	140	185	237	195	179	318
gene-SYNPCC7002_RS12575	4801	4413	4580	4282	6904	7733	10366	7849	6198	5552	7981	8722	6272	8436	5717	6731	1491
gene-SYNPCC7002_RS12580	497	446	409	351	1308	1510	2062	1512	1126	1043	1520	1715	1180	1610	1077	1214	414
gene-SYNPCC7002_RS12585	1546	1475	1514	1387	3194	3354	4554	3654	2594	2444	3465	3402	3178	4883	3374	3718	819
gene-SYNPCC7002_RS12590	97	97	91	104	542	575	646	877	381	363	484	566	778	1137	739	1003	1020
gene-SYNPCC7002_RS12595	888	692	671	632	422	493	715	559	366	339	456	495	331	423	295	342	702
gene-SYNPCC7002_RS12600	29872	26737	25241	24467	12700	13185	17090	15473	10381	9454	12886	13752	11146	14670	10230	12320	1185
gene-SYNPCC7002_RS12605	1129	945	901	856	1153	1114	1592	1280	867	814	1073	1126	884	1149	760	940	777
gene-SYNPCC7002_RS12610	8169	8254	7647	7928	7328	8409	10862	9533	6464	5794	8210	8080	9560	13702	9965	10418	1722
gene-SYNPCC7002_RS12615	2847	2733	2189	2620	3235	3162	4051	3628	2647	2025	3391	3156	2993	4290	2823	2938	390
gene-SYNPCC7002_RS12620	707	738	732	598	1616	1802	2376	1832	1283	1020	1478	1720	1277	1537	1148	1388	1569
gene-SYNPCC7002_RS12625	4686	4066	4901	4297	8124	9569	11773	9371	6681	6191	8587	8769	7012	9467	6706	7666	2643
gene-SYNPCC7002_RS12630	44174	36228	31053	33201	18697	20690	30894	24159	15295	14496	19651	20400	19407	24636	18133	21356	1581
gene-SYNPCC7002_RS12635	391	264	250	244	185	220	269	228	148	112	183	220	275	411	232	298	375
gene-SYNPCC7002_RS12640	977	855	814	764	1727	2010	2694	2127	1195	1307	1728	1606	1386	1998	1393	1515	519
gene-SYNPCC7002_RS12645	1631	1274	1326	1400	2385	2664	3970	2943	1888	1885	2658	2390	2233	3029	2268	2381	1020
gene-SYNPCC7002_RS12650	997	919	1152	1103	422	474	556	452	364	302	469	426	386	566	376	404	1230
gene-SYNPCC7002_RS12655	1154	746	691	636	1936	2199	2783	2551	1456	1526	1842	2028	1538	2095	1558	1770	1425
gene-SYNPCC7002_RS12660	4501	3816	4209	3908	4007	4932	6551	5478	3362	3421	4673	4707	4908	6948	4902	5595	885
gene-SYNPCC7002_RS12665	1212	1072	1028	1054	2274	2950	3756	2892	1931	1987	2656	2782	2353	3310	2336	2464	1227
gene-SYNPCC7002_RS12670	284	241	236	237	355	380	557	411	291	244	310	396	412	546	376	353	888
gene-SYNPCC7002_RS12675	12940	12510	13890	14493	10118	12613	16229	12840	8264	8264	12093	10937	8928	12972	9264	9457	660
gene-SYNPCC7002_RS12680	1366	1448	1069	1280	1544	1510	2155	1988	1221	1127	1508	1649	3728	5545	3766	4378	1425
gene-SYNPCC7002_RS12685	543	487	421	392	1140	1598	1878	1318	961	922	1265	1262	987	1254	889	1057	633
gene-SYNPCC7002_RS12690	1062	832	581	582	3156	3994	5395	3390	2833	2595	3485	3956	2246	3101	2320	2475	879
gene-SYNPCC7002_RS12695	1136	981	534	532	4212	5105	6367	4801	3607	3309	4315	5201	2811	3420	2408	2998	1335
