database	geneset	geneset.name	cluster	genes	locus	Geneid	type	name	locus_tag	product
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACA99259.1	SYNPCC7002_A1261	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACA99350.1	SYNPCC7002_A1354	gene-SYNPCC7002_RS06770	protein_coding	SYNPCC7002_RS06770	SYNPCC7002_RS06770	hybrid sensor histidine kinase/response regulator
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACA99359.1	SYNPCC7002_A1363	gene-SYNPCC7002_RS06815	protein_coding	SYNPCC7002_RS06815	SYNPCC7002_RS06815	HAMP domain-containing histidine kinase
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACA99442.1	SYNPCC7002_A1451	gene-SYNPCC7002_RS07265	protein_coding	SYNPCC7002_RS07265	SYNPCC7002_RS07265	sensor histidine kinase
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACA99941.1	SYNPCC7002_A1954	gene-SYNPCC7002_RS09765	protein_coding	SYNPCC7002_RS09765	SYNPCC7002_RS09765	HAMP domain-containing histidine kinase
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACB00250.1	SYNPCC7002_A2271	gene-SYNPCC7002_RS11260	protein_coding	SYNPCC7002_RS11260	SYNPCC7002_RS11260	MASE1 domain-containing protein
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACB00552.1	SYNPCC7002_A2575	gene-SYNPCC7002_RS12770	protein_coding	SYNPCC7002_RS12770	SYNPCC7002_RS12770	GAF domain-containing sensor histidine kinase
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACB00621.1	SYNPCC7002_A2644	gene-SYNPCC7002_RS16220	protein_coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	PAS domain-containing protein
SMART Domains	SM00388	His Kinase A (phosphoacceptor) domain	cluster_2	ACB00804.1	SYNPCC7002_A2835	gene-SYNPCC7002_RS14005	protein_coding	SYNPCC7002_RS14005	SYNPCC7002_RS14005	response regulator
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA98305.1	SYNPCC7002_A0295	gene-SYNPCC7002_RS01460	protein_coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	ATP-binding protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA98450.1	SYNPCC7002_A0442	gene-SYNPCC7002_RS02190	protein_coding	SYNPCC7002_RS02190	SYNPCC7002_RS02190	HAMP domain-containing histidine kinase
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA98694.1	SYNPCC7002_A0689	gene-SYNPCC7002_RS03450	protein_coding	SYNPCC7002_RS03450	SYNPCC7002_RS03450	ATP-binding protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA98838.1	SYNPCC7002_A0834	gene-SYNPCC7002_RS04165	protein_coding	SYNPCC7002_RS04165	SYNPCC7002_RS04165	HAMP domain-containing histidine kinase
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA98871.1	SYNPCC7002_A0867	gene-SYNPCC7002_RS04330	protein_coding	SYNPCC7002_RS04330	SYNPCC7002_RS04330	MASE1 domain-containing protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA98904.1	SYNPCC7002_A0900	gene-SYNPCC7002_RS04495	protein_coding	SYNPCC7002_RS04495	SYNPCC7002_RS04495	ATP-binding protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA99259.1	SYNPCC7002_A1261	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA99350.1	SYNPCC7002_A1354	gene-SYNPCC7002_RS06770	protein_coding	SYNPCC7002_RS06770	SYNPCC7002_RS06770	hybrid sensor histidine kinase/response regulator
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA99359.1	SYNPCC7002_A1363	gene-SYNPCC7002_RS06815	protein_coding	SYNPCC7002_RS06815	SYNPCC7002_RS06815	HAMP domain-containing histidine kinase
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA99442.1	SYNPCC7002_A1451	gene-SYNPCC7002_RS07265	protein_coding	SYNPCC7002_RS07265	SYNPCC7002_RS07265	sensor histidine kinase
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACA99941.1	SYNPCC7002_A1954	gene-SYNPCC7002_RS09765	protein_coding	SYNPCC7002_RS09765	SYNPCC7002_RS09765	HAMP domain-containing histidine kinase
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACB00250.1	SYNPCC7002_A2271	gene-SYNPCC7002_RS11260	protein_coding	SYNPCC7002_RS11260	SYNPCC7002_RS11260	MASE1 domain-containing protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACB00552.1	SYNPCC7002_A2575	gene-SYNPCC7002_RS12770	protein_coding	SYNPCC7002_RS12770	SYNPCC7002_RS12770	GAF domain-containing sensor histidine kinase
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACB00621.1	SYNPCC7002_A2644	gene-SYNPCC7002_RS16220	protein_coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	PAS domain-containing protein
InterPro Domains	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cluster_2	ACB00804.1	SYNPCC7002_A2835	gene-SYNPCC7002_RS14005	protein_coding	SYNPCC7002_RS14005	SYNPCC7002_RS14005	response regulator
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA98066.1	SYNPCC7002_A0049	gene-SYNPCC7002_RS00250	protein_coding	SYNPCC7002_RS00250	SYNPCC7002_RS00250	hybrid sensor histidine kinase/response regulator
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA98305.1	SYNPCC7002_A0295	gene-SYNPCC7002_RS01460	protein_coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	ATP-binding protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA98694.1	SYNPCC7002_A0689	gene-SYNPCC7002_RS03450	protein_coding	SYNPCC7002_RS03450	SYNPCC7002_RS03450	ATP-binding protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA98871.1	SYNPCC7002_A0867	gene-SYNPCC7002_RS04330	protein_coding	SYNPCC7002_RS04330	SYNPCC7002_RS04330	MASE1 domain-containing protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA98904.1	SYNPCC7002_A0900	gene-SYNPCC7002_RS04495	protein_coding	SYNPCC7002_RS04495	SYNPCC7002_RS04495	ATP-binding protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA99259.1	SYNPCC7002_A1261	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA99350.1	SYNPCC7002_A1354	gene-SYNPCC7002_RS06770	protein_coding	SYNPCC7002_RS06770	SYNPCC7002_RS06770	hybrid sensor histidine kinase/response regulator
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA99359.1	SYNPCC7002_A1363	gene-SYNPCC7002_RS06815	protein_coding	SYNPCC7002_RS06815	SYNPCC7002_RS06815	HAMP domain-containing histidine kinase
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA99442.1	SYNPCC7002_A1451	gene-SYNPCC7002_RS07265	protein_coding	SYNPCC7002_RS07265	SYNPCC7002_RS07265	sensor histidine kinase
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA99629.1	SYNPCC7002_A1639	gene-SYNPCC7002_RS08205	protein_coding	SYNPCC7002_RS08205	SYNPCC7002_RS08205	response regulator
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACA99941.1	SYNPCC7002_A1954	gene-SYNPCC7002_RS09765	protein_coding	SYNPCC7002_RS09765	SYNPCC7002_RS09765	HAMP domain-containing histidine kinase
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACB00250.1	SYNPCC7002_A2271	gene-SYNPCC7002_RS11260	protein_coding	SYNPCC7002_RS11260	SYNPCC7002_RS11260	MASE1 domain-containing protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACB00552.1	SYNPCC7002_A2575	gene-SYNPCC7002_RS12770	protein_coding	SYNPCC7002_RS12770	SYNPCC7002_RS12770	GAF domain-containing sensor histidine kinase
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACB00621.1	SYNPCC7002_A2644	gene-SYNPCC7002_RS16220	protein_coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	PAS domain-containing protein
InterPro Domains	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	cluster_2	ACB00804.1	SYNPCC7002_A2835	gene-SYNPCC7002_RS14005	protein_coding	SYNPCC7002_RS14005	SYNPCC7002_RS14005	response regulator
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98063.1	SYNPCC7002_A0046	gene-SYNPCC7002_RS00235	protein_coding	SYNPCC7002_RS00235	SYNPCC7002_RS00235	response regulator
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98305.1	SYNPCC7002_A0295	gene-SYNPCC7002_RS01460	protein_coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	ATP-binding protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98694.1	SYNPCC7002_A0689	gene-SYNPCC7002_RS03450	protein_coding	SYNPCC7002_RS03450	SYNPCC7002_RS03450	ATP-binding protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98838.1	SYNPCC7002_A0834	gene-SYNPCC7002_RS04165	protein_coding	SYNPCC7002_RS04165	SYNPCC7002_RS04165	HAMP domain-containing histidine kinase
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98871.1	SYNPCC7002_A0867	gene-SYNPCC7002_RS04330	protein_coding	SYNPCC7002_RS04330	SYNPCC7002_RS04330	MASE1 domain-containing protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98904.1	SYNPCC7002_A0900	gene-SYNPCC7002_RS04495	protein_coding	SYNPCC7002_RS04495	SYNPCC7002_RS04495	ATP-binding protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA99350.1	SYNPCC7002_A1354	gene-SYNPCC7002_RS06770	protein_coding	SYNPCC7002_RS06770	SYNPCC7002_RS06770	hybrid sensor histidine kinase/response regulator
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA99924.1	SYNPCC7002_A1937	gene-SYNPCC7002_RS09685	protein_coding	SYNPCC7002_RS09685	SYNPCC7002_RS09685	response regulator
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00097.1	SYNPCC7002_A2115	gene-SYNPCC7002_RS10545	protein_coding	SYNPCC7002_RS10545	SYNPCC7002_RS10545	SpoIIE family protein phosphatase
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00250.1	SYNPCC7002_A2271	gene-SYNPCC7002_RS11260	protein_coding	SYNPCC7002_RS11260	SYNPCC7002_RS11260	MASE1 domain-containing protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00501.1	SYNPCC7002_A2523	gene-SYNPCC7002_RS12515	protein_coding	SYNPCC7002_RS12515	SYNPCC7002_RS12515	response regulator transcription factor
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00552.1	SYNPCC7002_A2575	gene-SYNPCC7002_RS12770	protein_coding	SYNPCC7002_RS12770	SYNPCC7002_RS12770	GAF domain-containing sensor histidine kinase
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00621.1	SYNPCC7002_A2644	gene-SYNPCC7002_RS16220	protein_coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	PAS domain-containing protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00645.1	SYNPCC7002_A2669	gene-SYNPCC7002_RS13215	protein_coding	SYNPCC7002_RS13215	SYNPCC7002_RS13215	GAF domain-containing protein
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00784.1	SYNPCC7002_A2815	gene-SYNPCC7002_RS13910	protein_coding	SYNPCC7002_RS13910	SYNPCC7002_RS13910	PleD family two-component system response regulator
STRING Clusters	CL:1676	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00804.1	SYNPCC7002_A2835	gene-SYNPCC7002_RS14005	protein_coding	SYNPCC7002_RS14005	SYNPCC7002_RS14005	response regulator
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98066.1	SYNPCC7002_A0049	gene-SYNPCC7002_RS00250	protein_coding	SYNPCC7002_RS00250	SYNPCC7002_RS00250	hybrid sensor histidine kinase/response regulator
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98305.1	SYNPCC7002_A0295	gene-SYNPCC7002_RS01460	protein_coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	ATP-binding protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98450.1	SYNPCC7002_A0442	gene-SYNPCC7002_RS02190	protein_coding	SYNPCC7002_RS02190	SYNPCC7002_RS02190	HAMP domain-containing histidine kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	pmgA	SYNPCC7002_A0556	gene-SYNPCC7002_RS02765	protein_coding	SYNPCC7002_RS02765	SYNPCC7002_RS02765	ATP-binding protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98694.1	SYNPCC7002_A0689	gene-SYNPCC7002_RS03450	protein_coding	SYNPCC7002_RS03450	SYNPCC7002_RS03450	ATP-binding protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	pknC	SYNPCC7002_A0807	gene-SYNPCC7002_RS04030	protein_coding	SYNPCC7002_RS04030	SYNPCC7002_RS04030	serine/threonine-protein kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98838.1	SYNPCC7002_A0834	gene-SYNPCC7002_RS04165	protein_coding	SYNPCC7002_RS04165	SYNPCC7002_RS04165	HAMP domain-containing histidine kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98871.1	SYNPCC7002_A0867	gene-SYNPCC7002_RS04330	protein_coding	SYNPCC7002_RS04330	SYNPCC7002_RS04330	MASE1 domain-containing protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98904.1	SYNPCC7002_A0900	gene-SYNPCC7002_RS04495	protein_coding	SYNPCC7002_RS04495	SYNPCC7002_RS04495	ATP-binding protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA99259.1	SYNPCC7002_A1261	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA99350.1	SYNPCC7002_A1354	gene-SYNPCC7002_RS06770	protein_coding	SYNPCC7002_RS06770	SYNPCC7002_RS06770	hybrid sensor histidine kinase/response regulator
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA99359.1	SYNPCC7002_A1363	gene-SYNPCC7002_RS06815	protein_coding	SYNPCC7002_RS06815	SYNPCC7002_RS06815	HAMP domain-containing histidine kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA99442.1	SYNPCC7002_A1451	gene-SYNPCC7002_RS07265	protein_coding	SYNPCC7002_RS07265	SYNPCC7002_RS07265	sensor histidine kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA99629.1	SYNPCC7002_A1639	gene-SYNPCC7002_RS08205	protein_coding	SYNPCC7002_RS08205	SYNPCC7002_RS08205	response regulator
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACA99941.1	SYNPCC7002_A1954	gene-SYNPCC7002_RS09765	protein_coding	SYNPCC7002_RS09765	SYNPCC7002_RS09765	HAMP domain-containing histidine kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACB00250.1	SYNPCC7002_A2271	gene-SYNPCC7002_RS11260	protein_coding	SYNPCC7002_RS11260	SYNPCC7002_RS11260	MASE1 domain-containing protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACB00552.1	SYNPCC7002_A2575	gene-SYNPCC7002_RS12770	protein_coding	SYNPCC7002_RS12770	SYNPCC7002_RS12770	GAF domain-containing sensor histidine kinase
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACB00645.1	SYNPCC7002_A2669	gene-SYNPCC7002_RS13215	protein_coding	SYNPCC7002_RS13215	SYNPCC7002_RS13215	GAF domain-containing protein
GO Biological Process	GO:0016310	Phosphorylation	cluster_2	ACB00804.1	SYNPCC7002_A2835	gene-SYNPCC7002_RS14005	protein_coding	SYNPCC7002_RS14005	SYNPCC7002_RS14005	response regulator
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98063.1	SYNPCC7002_A0046	gene-SYNPCC7002_RS00235	protein_coding	SYNPCC7002_RS00235	SYNPCC7002_RS00235	response regulator
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98694.1	SYNPCC7002_A0689	gene-SYNPCC7002_RS03450	protein_coding	SYNPCC7002_RS03450	SYNPCC7002_RS03450	ATP-binding protein
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98838.1	SYNPCC7002_A0834	gene-SYNPCC7002_RS04165	protein_coding	SYNPCC7002_RS04165	SYNPCC7002_RS04165	HAMP domain-containing histidine kinase
