Geneid	alanine	arginine	asparagine	aspartic.acid	cysteine	glutamine	glutamic.acid	glycine	histidine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine
gene-SYNPCC7002_RS12135	90	47	33	36	3	67	50	28	1	51	61	14	6	10	24	46	34	16	18	32
gene-SYNPCC7002_RS12140	11	2	5	4	0	8	12	7	0	9	17	8	1	8	11	6	12	2	4	7
gene-SYNPCC7002_RS12145	14	15	16	17	3	12	12	17	8	19	33	19	2	14	10	19	16	10	14	12
gene-SYNPCC7002_RS12150	16	13	22	18	4	17	14	10	6	25	48	31	10	20	23	30	15	4	17	16
gene-SYNPCC7002_RS12155	30	5	16	4	1	10	15	22	3	54	61	27	6	30	14	38	18	10	16	25
gene-SYNPCC7002_RS12160	63	63	31	51	12	34	69	54	14	49	98	39	14	35	47	45	49	17	25	59
gene-SYNPCC7002_RS12165	10	6	5	6	3	11	8	8	2	6	15	6	4	6	4	11	8	1	0	9
gene-SYNPCC7002_RS12170	6	5	2	3	0	2	7	2	1	6	8	2	3	3	2	3	2	0	1	3
gene-SYNPCC7002_RS12175	27	15	11	7	8	10	12	8	5	12	19	14	4	6	15	8	12	2	5	19
gene-SYNPCC7002_RS12180	82	43	18	51	2	35	60	52	8	39	81	29	11	28	33	24	39	5	16	56
gene-SYNPCC7002_RS12185	9	3	2	10	0	1	7	10	0	6	9	11	0	1	3	10	4	0	3	13
gene-SYNPCC7002_RS12190	72	27	22	37	2	16	48	45	3	39	44	41	11	10	15	15	41	1	5	46
gene-SYNPCC7002_RS12195	5	9	9	4	0	12	11	6	0	12	12	15	0	7	2	8	5	0	1	7
gene-SYNPCC7002_RS12200	21	3	6	2	1	5	7	12	2	23	18	5	3	9	4	7	3	3	4	15
gene-SYNPCC7002_RS12205	70	13	16	23	4	7	40	49	4	33	48	29	11	15	22	29	31	7	9	30
gene-SYNPCC7002_RS12210	51	49	40	54	8	60	58	49	16	73	108	34	10	40	30	52	34	14	35	52
gene-SYNPCC7002_RS12215	25	7	9	6	0	7	7	7	0	15	14	5	4	10	7	6	2	1	1	11
gene-SYNPCC7002_RS12220	34	13	8	14	2	12	17	22	16	25	39	10	7	13	13	22	11	9	3	28
gene-SYNPCC7002_RS12225	63	31	27	38	10	44	46	45	12	30	86	25	11	34	39	32	41	16	24	25
gene-SYNPCC7002_RS12230	41	25	41	17	2	22	19	24	1	11	30	7	4	15	60	47	34	2	9	15
gene-SYNPCC7002_RS12235	110	43	41	79	17	50	104	89	23	76	108	69	30	48	52	53	59	8	46	74
gene-SYNPCC7002_RS12240	10	8	6	10	5	9	3	7	0	5	16	5	2	10	13	2	7	4	7	3
gene-SYNPCC7002_RS12245	45	27	21	24	4	14	43	31	8	33	34	24	14	31	17	15	30	6	12	26
gene-SYNPCC7002_RS12250	18	8	8	7	3	9	13	9	2	10	22	7	4	8	7	12	9	2	6	10
gene-SYNPCC7002_RS12255	32	16	13	21	3	30	26	18	10	29	51	27	8	18	27	19	20	5	15	15
gene-SYNPCC7002_RS12260	46	18	9	18	10	22	17	16	4	9	30	5	1	7	15	7	13	15	23	6
gene-SYNPCC7002_RS12265	22	8	5	9	1	22	11	11	4	16	20	13	1	4	11	7	10	2	5	17
gene-SYNPCC7002_RS12270	18	9	2	8	0	12	15	8	4	9	27	5	1	6	8	10	10	1	5	5
gene-SYNPCC7002_RS12275	41	16	8	17	3	21	25	33	14	15	49	17	9	14	23	17	16	4	11	25
gene-SYNPCC7002_RS12280	22	17	14	12	2	16	13	14	2	19	24	6	2	16	15	5	13	3	4	23
gene-SYNPCC7002_RS16735	3	4	5	3	0	1	2	2	0	4	7	5	1	1	3	5	2	1	1	7
gene-SYNPCC7002_RS12285	45	26	16	27	5	11	26	31	5	26	28	28	13	11	19	16	17	2	18	36
gene-SYNPCC7002_RS12290	51	44	15	26	1	36	38	45	10	34	73	16	7	23	31	27	22	13	12	31
gene-SYNPCC7002_RS12295	18	3	2	3	1	9	10	2	4	8	10	3	2	2	3	5	7	2	7	5
gene-SYNPCC7002_RS12300	27	7	2	9	2	6	6	30	1	21	44	11	8	18	13	20	21	10	12	23
gene-SYNPCC7002_RS12305	9	8	4	5	2	6	13	5	2	6	17	4	5	5	2	10	5	1	5	5
gene-SYNPCC7002_RS12310	15	3	2	6	1	7	2	12	3	8	18	3	3	7	8	8	8	5	2	10
gene-SYNPCC7002_RS12315	12	6	5	7	1	4	8	5	4	6	11	7	0	3	6	6	9	4	4	5
gene-SYNPCC7002_RS12320	40	13	19	17	3	22	24	28	13	25	46	18	5	24	37	35	32	14	19	29
gene-SYNPCC7002_RS12325	9	6	0	5	0	6	7	1	0	4	10	6	2	1	4	4	4	0	1	5
gene-SYNPCC7002_RS12330	11	8	6	11	1	13	9	5	1	12	15	1	2	9	4	9	8	0	2	14
gene-SYNPCC7002_RS12335	6	1	2	6	0	5	3	3	1	3	11	4	1	2	0	4	6	1	2	3
gene-SYNPCC7002_RS12340	42	25	16	31	3	26	32	33	15	26	49	24	9	22	14	25	25	3	13	29
gene-SYNPCC7002_RS12345	93	50	36	62	13	34	96	81	15	88	85	57	28	33	60	61	72	6	36	83
gene-SYNPCC7002_RS12350	46	18	11	21	3	23	13	24	18	27	43	16	5	8	20	16	28	6	8	29
gene-SYNPCC7002_RS12355	40	30	29	30	7	22	43	41	13	36	58	16	9	23	40	26	30	11	33	30
gene-SYNPCC7002_RS12360	19	12	5	14	3	17	7	12	12	17	25	10	4	4	8	9	7	2	2	9
gene-SYNPCC7002_RS12365	3	12	2	4	2	11	10	6	4	14	31	2	2	8	9	11	9	4	3	24
gene-SYNPCC7002_RS12370	6	9	5	2	8	7	6	3	1	7	17	4	0	8	11	6	1	1	3	3
gene-SYNPCC7002_RS12375	25	20	13	24	8	31	32	25	13	24	48	4	8	17	23	26	25	7	17	28
gene-SYNPCC7002_RS12380	18	10	3	15	2	16	6	7	1	8	22	6	2	6	9	16	11	5	7	9
gene-SYNPCC7002_RS12385	10	8	3	6	1	8	10	9	10	12	13	6	3	2	5	9	7	2	5	11
gene-SYNPCC7002_RS12390	22	5	4	9	2	7	7	20	6	14	14	6	1	2	4	14	7	2	4	19
gene-SYNPCC7002_RS12395	8	3	7	4	7	13	10	7	7	7	13	12	2	6	3	7	12	1	5	5
gene-SYNPCC7002_RS12400	30	8	5	8	2	12	5	30	2	34	41	6	12	15	9	16	18	6	9	21
gene-SYNPCC7002_RS12405	11	21	8	17	3	13	13	21	13	20	29	11	6	4	15	16	13	1	9	22
gene-SYNPCC7002_RS12410	30	11	10	20	2	26	32	17	10	19	33	8	3	12	22	18	19	5	8	17
gene-SYNPCC7002_RS12415	14	16	7	5	5	14	12	20	7	8	27	6	6	8	11	5	11	2	6	13
gene-SYNPCC7002_RS16200	19	12	8	10	0	15	19	7	8	11	27	18	2	11	19	8	16	3	3	5
gene-SYNPCC7002_RS16205	118	84	48	79	17	128	89	65	45	83	179	55	22	48	67	66	94	20	32	87
gene-SYNPCC7002_RS12430	34	19	14	19	2	15	26	32	11	21	33	18	5	15	21	22	31	3	11	27
gene-SYNPCC7002_RS12435	36	23	8	12	3	26	24	34	10	25	44	9	8	9	31	26	17	8	11	16
gene-SYNPCC7002_RS12440	43	15	26	22	4	14	37	25	2	18	27	6	3	11	16	26	25	6	9	27
gene-SYNPCC7002_RS12445	23	11	14	12	1	9	22	14	4	8	21	17	10	10	7	13	14	1	12	16
gene-SYNPCC7002_RS12450	49	19	19	29	1	33	21	19	1	17	37	8	0	18	27	24	40	7	9	22
gene-SYNPCC7002_RS12460	5	6	3	3	0	1	6	4	2	9	3	5	1	2	4	1	5	0	2	6
gene-SYNPCC7002_RS16485	2	2	1	5	5	6	5	8	0	3	6	1	1	1	2	4	10	0	2	1
gene-SYNPCC7002_RS12465	104	51	44	57	17	87	75	116	29	78	103	42	25	47	71	61	76	5	34	87
gene-SYNPCC7002_RS12470	57	18	48	24	7	49	26	34	6	24	56	25	4	21	11	32	37	3	17	13
gene-SYNPCC7002_RS12475	36	13	14	23	8	17	22	34	15	21	34	37	11	12	16	16	14	6	10	33
gene-SYNPCC7002_RS12480	26	13	11	17	4	12	19	29	7	27	27	13	9	7	12	15	16	1	6	31
gene-SYNPCC7002_RS12485	13	15	5	10	0	12	13	11	1	18	23	7	4	3	10	11	10	2	5	12
gene-SYNPCC7002_RS12490	5	5	1	0	0	3	1	7	0	8	15	0	2	2	2	6	1	1	0	9
gene-SYNPCC7002_RS12495	34	23	13	16	2	11	19	31	15	23	57	16	3	19	18	24	25	11	12	35
gene-SYNPCC7002_RS12500	10	0	2	2	1	4	1	1	3	2	13	0	5	5	1	2	1	1	1	6
gene-SYNPCC7002_RS12505	49	9	6	17	2	8	13	19	2	15	24	7	4	6	9	12	13	0	1	29
gene-SYNPCC7002_RS12510	12	7	5	11	7	7	4	5	5	10	11	9	1	3	14	7	3	2	4	10
gene-SYNPCC7002_RS12515	12	11	13	12	2	12	16	10	3	13	24	5	7	7	10	18	15	2	4	17
gene-SYNPCC7002_RS12525	49	19	13	21	4	18	22	41	6	33	40	17	7	12	20	26	27	4	13	26
gene-SYNPCC7002_RS16740	3	5	0	1	0	1	7	3	1	4	5	3	1	0	5	0	1	1	2	3
gene-SYNPCC7002_RS12530	17	7	9	4	2	5	8	12	9	11	21	3	0	4	5	9	7	0	5	8
gene-SYNPCC7002_RS12535	18	8	8	4	0	13	16	11	1	10	25	4	0	6	10	13	13	5	4	13
gene-SYNPCC7002_RS12540	21	4	7	12	2	15	10	15	9	15	16	10	5	9	15	9	11	3	3	16
gene-SYNPCC7002_RS12550	49	8	72	39	2	10	9	67	1	20	33	4	1	15	8	23	63	0	1	52
gene-SYNPCC7002_RS12555	14	10	11	5	0	9	10	5	0	6	20	1	2	6	10	8	12	0	5	9
gene-SYNPCC7002_RS12560	16	10	5	4	1	4	7	8	0	3	17	7	4	5	5	12	12	0	5	11
gene-SYNPCC7002_RS12565	25	28	14	22	1	34	15	12	10	25	57	18	7	16	23	23	31	7	10	18
gene-SYNPCC7002_RS12570	5	4	5	7	1	9	7	3	5	8	14	3	3	4	7	8	4	0	5	2
gene-SYNPCC7002_RS12575	41	24	16	27	6	23	46	33	8	31	45	37	7	14	29	30	26	3	17	32
gene-SYNPCC7002_RS12580	18	11	7	10	1	8	10	2	4	12	13	3	1	2	7	4	8	3	2	10
gene-SYNPCC7002_RS12585	24	16	9	12	1	10	25	23	1	20	27	19	2	8	13	13	16	4	7	21
gene-SYNPCC7002_RS12590	31	7	8	8	0	14	10	40	3	25	58	7	8	23	13	28	14	15	5	21
gene-SYNPCC7002_RS12595	23	10	8	8	4	17	14	16	10	9	29	4	5	19	19	10	10	3	6	8
gene-SYNPCC7002_RS12600	25	29	21	28	5	7	28	29	8	31	29	20	15	16	18	11	13	11	18	31
gene-SYNPCC7002_RS12605	32	13	9	10	0	24	20	15	4	9	32	13	1	12	18	13	13	2	5	12
gene-SYNPCC7002_RS12610	48	40	16	35	0	25	43	28	10	36	78	27	9	33	31	26	32	11	19	25
gene-SYNPCC7002_RS12615	9	3	3	4	0	5	6	12	1	11	21	5	2	12	6	9	5	2	6	6
gene-SYNPCC7002_RS12620	43	25	8	17	6	22	15	47	9	30	92	12	10	33	37	23	22	23	22	25
gene-SYNPCC7002_RS12625	74	48	22	42	4	38	78	55	14	40	88	88	8	20	51	46	74	7	27	55
gene-SYNPCC7002_RS12630	54	12	11	14	3	15	15	47	5	43	75	11	16	28	20	48	28	7	22	51
gene-SYNPCC7002_RS12635	14	5	3	3	6	10	4	9	7	6	12	5	0	10	7	3	5	2	2	10
gene-SYNPCC7002_RS12640	12	7	4	15	2	3	9	15	4	14	24	9	3	7	10	4	11	0	5	13
gene-SYNPCC7002_RS12645	25	18	9	16	0	17	9	21	3	29	65	9	10	20	16	19	20	6	9	17
gene-SYNPCC7002_RS12650	22	25	19	18	10	36	22	15	5	33	54	20	2	25	16	22	23	8	12	21
gene-SYNPCC7002_RS12655	65	34	21	21	0	38	45	25	0	31	42	9	4	15	22	18	35	0	3	45
gene-SYNPCC7002_RS12660	35	16	9	17	1	25	20	18	2	14	36	11	4	11	12	10	20	7	10	15
gene-SYNPCC7002_RS12665	33	26	16	14	1	34	23	25	11	21	52	14	9	15	30	18	22	4	7	32
gene-SYNPCC7002_RS12670	23	14	12	15	4	28	12	13	12	17	44	12	5	16	17	10	13	3	7	17
gene-SYNPCC7002_RS12675	14	13	10	7	2	17	3	24	5	11	24	4	4	7	11	19	15	7	9	12
gene-SYNPCC7002_RS12680	51	16	12	16	2	14	20	30	6	26	77	14	7	30	21	34	38	13	7	39
gene-SYNPCC7002_RS12685	34	6	6	5	3	8	13	15	4	16	25	10	3	4	10	11	20	2	6	8
gene-SYNPCC7002_RS12690	46	10	6	14	4	18	21	22	3	14	27	15	11	9	10	14	16	3	6	22
gene-SYNPCC7002_RS12695	41	15	19	20	8	36	31	34	17	29	44	21	9	10	23	18	22	9	9	28
gene-SYNPCC7002_RS12700	15	12	5	6	2	11	14	9	6	11	25	3	1	2	13	6	9	3	4	9
gene-SYNPCC7002_RS12705	43	11	10	24	2	12	25	23	3	12	39	1	2	5	8	8	7	6	16	12
gene-SYNPCC7002_RS16490	5	0	1	2	9	4	3	7	3	2	2	3	1	0	1	5	3	0	1	3
gene-SYNPCC7002_RS12720	28	25	12	26	2	16	22	27	8	20	32	15	6	14	17	14	22	5	24	23
gene-SYNPCC7002_RS12725	25	12	10	9	0	7	5	32	2	28	47	6	11	10	10	14	19	8	9	31
gene-SYNPCC7002_RS12730	5	3	2	0	0	1	3	4	0	5	12	3	2	9	2	3	4	1	3	5
gene-SYNPCC7002_RS12735	35	25	12	23	4	37	31	34	12	30	63	21	5	21	32	38	30	6	17	22
gene-SYNPCC7002_RS12740	50	35	28	35	8	21	44	53	26	35	47	23	14	23	20	23	29	4	17	39
gene-SYNPCC7002_RS12745	35	14	11	19	12	23	14	23	15	25	43	13	6	14	26	18	15	5	6	16
gene-SYNPCC7002_RS12750	43	55	21	36	2	33	48	37	15	47	58	23	12	10	40	30	28	3	6	43
gene-SYNPCC7002_RS12755	161	76	91	122	7	151	108	134	19	96	178	81	13	74	110	107	160	26	75	120
gene-SYNPCC7002_RS12760	28	18	14	24	7	40	27	16	13	28	56	10	2	14	33	27	21	10	5	17
gene-SYNPCC7002_RS12765	26	14	10	12	1	19	13	17	4	24	35	12	4	14	13	10	16	5	12	20
gene-SYNPCC7002_RS12770	48	31	16	23	9	70	32	25	16	29	90	22	8	18	37	40	40	11	9	25
gene-SYNPCC7002_RS12775	8	9	4	8	0	6	18	5	1	7	16	2	2	3	6	7	2	1	5	2
gene-SYNPCC7002_RS12780	48	29	17	29	1	27	49	27	5	22	51	17	9	27	29	26	36	5	20	40
gene-SYNPCC7002_RS12785	58	48	43	84	3	32	69	68	5	47	69	17	1	46	47	74	53	6	28	68
gene-SYNPCC7002_RS12790	23	0	5	10	0	1	7	13	0	8	5	2	0	11	3	11	7	0	2	10
gene-SYNPCC7002_RS12795	43	39	27	25	3	37	35	35	5	59	74	16	4	26	20	30	24	11	10	44
gene-SYNPCC7002_RS12800	84	48	16	36	2	65	73	52	14	57	89	48	9	14	32	35	54	7	14	51
gene-SYNPCC7002_RS12805	12	3	2	8	0	6	6	7	2	20	24	9	5	9	8	10	6	1	5	8
gene-SYNPCC7002_RS12810	23	11	8	19	0	17	18	22	3	11	34	8	3	10	13	15	24	6	7	15
gene-SYNPCC7002_RS12815	48	19	10	11	2	19	20	27	7	23	49	13	5	9	22	11	24	2	9	22
gene-SYNPCC7002_RS12820	61	25	18	42	5	43	38	33	11	31	91	10	9	16	46	30	39	11	11	30
gene-SYNPCC7002_RS12825	14	9	3	5	2	2	8	7	2	13	18	1	4	8	9	8	12	3	3	13
gene-SYNPCC7002_RS16210	85	47	23	38	15	64	55	52	27	51	122	23	13	46	20	54	42	11	29	42
gene-SYNPCC7002_RS12835	25	17	12	20	2	22	36	26	8	25	46	14	10	15	25	20	16	8	14	24
gene-SYNPCC7002_RS12840	74	30	25	36	7	33	41	44	12	49	69	33	9	17	36	26	46	7	19	43
gene-SYNPCC7002_RS12845	18	16	6	14	0	15	17	12	4	7	19	10	3	11	13	13	11	7	5	13
gene-SYNPCC7002_RS12850	5	2	1	2	0	6	8	6	2	5	8	1	1	4	6	6	6	2	2	11
gene-SYNPCC7002_RS12855	17	19	3	8	3	23	10	7	7	9	26	9	1	2	11	6	5	4	8	6
gene-SYNPCC7002_RS12865	30	2	10	15	2	3	5	16	1	7	8	6	3	8	7	17	26	1	5	21
gene-SYNPCC7002_RS12870	25	5	26	19	4	16	11	30	2	13	24	6	0	16	17	34	58	3	8	21
gene-SYNPCC7002_RS12875	21	18	10	10	1	18	13	18	1	7	29	5	4	9	19	24	24	4	8	23
gene-SYNPCC7002_RS12880	64	73	46	61	0	48	60	89	4	48	105	16	1	61	49	69	61	14	30	50
gene-SYNPCC7002_RS12885	94	51	26	53	10	84	62	48	21	44	129	35	14	27	60	46	50	5	16	45
gene-SYNPCC7002_RS12890	135	42	41	58	0	81	74	61	1	72	82	35	15	28	30	76	75	2	14	78
gene-SYNPCC7002_RS12895	14	9	4	7	2	14	5	18	3	4	19	2	3	6	16	5	12	2	3	17
gene-SYNPCC7002_RS12900	6	6	5	10	2	4	10	6	1	5	17	8	4	5	5	8	4	2	4	8
gene-SYNPCC7002_RS12905	19	26	6	19	3	32	20	18	4	25	45	18	13	18	23	27	18	4	11	24
gene-SYNPCC7002_RS12910	38	41	12	29	0	41	34	28	10	37	72	30	17	36	25	26	24	6	19	29
gene-SYNPCC7002_RS12915	29	5	6	5	7	12	5	41	6	18	55	4	7	16	13	7	10	8	5	15
gene-SYNPCC7002_RS12920	54	20	31	20	0	30	14	29	0	30	43	6	4	16	22	20	29	2	13	31
gene-SYNPCC7002_RS12925	34	13	7	16	0	20	20	14	1	19	25	20	3	13	9	11	13	1	3	24
gene-SYNPCC7002_RS12930	35	25	8	21	9	26	28	29	18	18	40	19	4	28	37	18	33	15	13	27
gene-SYNPCC7002_RS12935	18	16	18	8	1	13	8	20	2	9	11	4	2	7	19	15	19	7	18	24
gene-SYNPCC7002_RS12940	27	11	27	17	2	28	25	20	7	23	42	9	2	16	20	29	29	6	24	18
gene-SYNPCC7002_RS12945	91	25	23	23	7	60	41	59	14	54	101	25	15	21	35	36	60	14	10	55
gene-SYNPCC7002_RS12950	21	19	8	11	5	22	7	20	6	11	39	8	7	7	16	12	9	4	4	15
gene-SYNPCC7002_RS12955	13	7	3	3	0	3	8	9	1	5	6	3	3	5	6	4	6	0	2	14
gene-SYNPCC7002_RS12960	17	7	3	4	1	1	8	11	2	7	5	4	2	2	7	5	4	1	3	16
gene-SYNPCC7002_RS12965	61	15	12	24	6	29	19	29	11	34	46	20	1	8	20	14	33	1	12	32
gene-SYNPCC7002_RS12970	23	28	16	18	2	23	27	25	2	21	26	6	2	15	32	20	20	2	6	23
gene-SYNPCC7002_RS12975	22	20	35	13	3	8	14	38	13	28	19	6	3	10	17	43	31	9	19	21
gene-SYNPCC7002_RS12980	40	28	26	16	0	31	29	31	2	17	59	13	5	24	20	20	26	9	17	26
gene-SYNPCC7002_RS12985	13	7	2	2	2	3	3	14	1	15	25	3	3	9	8	7	13	9	4	13
gene-SYNPCC7002_RS12990	25	8	9	12	0	9	17	15	1	19	19	7	3	9	12	13	22	8	7	16
gene-SYNPCC7002_RS12995	17	4	7	3	2	4	4	24	2	8	22	2	3	7	10	8	10	1	6	7
gene-SYNPCC7002_RS13000	7	0	2	1	0	0	1	3	0	2	6	0	1	3	3	2	0	0	2	4
gene-SYNPCC7002_RS13005	23	11	2	7	0	9	11	16	7	7	26	6	0	7	9	4	9	4	2	4
gene-SYNPCC7002_RS13010	34	21	13	17	4	11	30	27	10	26	38	20	11	16	19	17	17	3	20	25
gene-SYNPCC7002_RS13015	14	9	7	9	2	19	16	16	0	5	27	1	1	6	11	10	22	6	5	12
gene-SYNPCC7002_RS13020	28	15	15	17	8	11	19	20	7	19	29	11	7	9	18	17	15	7	11	22
gene-SYNPCC7002_RS13025	41	18	15	17	4	16	8	18	1	9	38	4	1	10	5	17	12	1	8	9
gene-SYNPCC7002_RS13030	97	66	38	52	10	174	84	33	25	52	130	46	11	22	16	35	65	6	22	30
gene-SYNPCC7002_RS13035	98	46	44	49	4	48	46	76	3	76	128	22	21	46	52	72	79	5	13	83
gene-SYNPCC7002_RS13040	66	46	24	52	13	34	57	58	17	41	64	48	15	50	32	35	47	10	17	48
gene-SYNPCC7002_RS13045	18	8	8	10	2	9	15	16	3	13	15	8	4	8	8	9	9	2	8	14
gene-SYNPCC7002_RS13050	17	6	6	2	1	7	8	18	3	16	37	2	2	8	9	15	6	8	5	16
gene-SYNPCC7002_RS13055	46	15	10	16	5	15	19	30	5	26	40	10	4	10	24	20	21	4	9	27
gene-SYNPCC7002_RS13060	36	20	26	29	9	23	24	36	12	34	39	24	8	7	16	18	32	3	10	42
gene-SYNPCC7002_RS13065	22	11	7	6	1	7	8	22	2	27	43	8	7	17	8	18	9	4	9	29
gene-SYNPCC7002_RS13070	39	12	8	17	0	44	26	13	11	14	35	9	2	6	14	9	18	4	7	18
gene-SYNPCC7002_RS16750	7	10	6	4	5	8	1	4	1	8	9	2	1	2	3	8	6	0	4	7
gene-SYNPCC7002_RS13075	6	9	3	13	0	9	8	8	4	12	15	7	3	5	6	13	5	8	3	14
gene-SYNPCC7002_RS13080	30	16	10	21	10	23	26	28	9	18	34	32	11	19	22	17	22	4	13	33
gene-SYNPCC7002_RS16215	19	9	11	4	3	22	17	12	7	19	24	10	2	8	8	8	15	3	5	10
gene-SYNPCC7002_RS13090	6	6	3	2	1	4	5	4	1	14	4	10	2	0	4	7	1	1	6	4
gene-SYNPCC7002_RS13095	3	2	2	4	0	5	10	3	2	6	9	3	0	2	3	2	5	0	1	4
gene-SYNPCC7002_RS13100	28	17	8	11	6	28	19	20	4	18	40	9	1	21	15	14	21	6	3	13
gene-SYNPCC7002_RS13105	25	15	8	18	4	16	11	24	3	7	34	11	6	14	14	8	13	5	9	14
gene-SYNPCC7002_RS16220	118	74	50	92	14	114	95	74	53	83	177	49	19	52	56	70	76	30	46	87
gene-SYNPCC7002_RS13115	16	17	9	20	1	15	14	16	13	21	17	20	2	6	27	19	10	2	7	13
gene-SYNPCC7002_RS13120	40	9	10	20	0	18	23	14	3	15	40	20	8	6	16	6	21	3	10	15
gene-SYNPCC7002_RS13125	69	38	32	31	6	47	49	43	10	38	77	32	5	22	35	30	43	7	18	45
gene-SYNPCC7002_RS13130	6	4	2	1	0	4	11	1	0	4	2	5	1	3	4	1	5	1	3	2
gene-SYNPCC7002_RS13135	19	7	3	27	1	4	9	28	3	14	33	7	4	14	8	16	7	8	6	19
gene-SYNPCC7002_RS13140	7	0	0	2	0	3	1	3	0	11	5	2	0	3	1	3	5	1	2	9
gene-SYNPCC7002_RS13145	10	7	5	10	0	2	8	3	3	7	12	6	3	2	3	5	11	0	1	9
gene-SYNPCC7002_RS13150	45	32	19	18	6	21	39	25	13	24	44	15	13	11	10	19	19	5	13	39
gene-SYNPCC7002_RS13155	23	12	10	10	3	16	18	13	4	24	25	6	1	15	7	10	15	0	7	12
gene-SYNPCC7002_RS13160	18	13	19	38	8	12	24	23	29	21	42	17	3	18	13	25	24	2	5	26
gene-SYNPCC7002_RS13165	22	13	5	8	1	19	7	7	7	3	26	3	0	7	6	6	15	3	2	10
gene-SYNPCC7002_RS16755	6	2	0	4	1	7	2	2	4	2	6	1	0	0	3	5	5	0	2	1
gene-SYNPCC7002_RS13170	21	12	7	9	0	12	15	13	3	7	25	12	3	10	8	16	19	4	6	16
gene-SYNPCC7002_RS13175	35	4	12	11	1	13	35	26	6	12	27	6	5	5	14	20	15	1	6	19
gene-SYNPCC7002_RS13180	24	20	15	20	2	12	18	29	20	24	23	8	9	21	23	10	20	3	14	21
gene-SYNPCC7002_RS13185	5	2	0	2	7	8	5	5	2	3	5	3	3	0	1	6	3	0	2	4
gene-SYNPCC7002_RS13190	11	4	10	6	1	13	17	8	1	11	24	7	6	4	2	9	8	3	4	4
gene-SYNPCC7002_RS13195	7	8	7	12	1	15	15	9	6	10	23	7	5	2	2	5	8	2	7	3
gene-SYNPCC7002_RS13200	17	18	13	26	4	9	28	29	6	20	29	23	7	12	14	13	18	2	18	26
gene-SYNPCC7002_RS13210	34	40	19	29	6	38	32	39	8	26	50	26	4	24	35	19	22	18	19	25
gene-SYNPCC7002_RS13215	19	15	2	13	5	10	10	7	9	11	22	6	0	8	11	10	13	3	6	11
gene-SYNPCC7002_RS13220	27	11	8	18	2	16	12	8	12	13	36	11	3	13	12	22	14	3	9	16
gene-SYNPCC7002_RS13225	21	11	6	6	2	11	17	18	6	12	24	10	7	13	13	7	17	6	7	10
gene-SYNPCC7002_RS13230	8	10	6	9	2	15	16	3	1	10	24	8	4	2	5	5	9	2	8	8
gene-SYNPCC7002_RS13235	14	11	2	18	0	7	11	8	0	3	24	4	0	9	15	8	11	3	2	9
gene-SYNPCC7002_RS13240	24	11	2	14	4	13	15	20	5	8	22	11	2	22	4	17	13	10	6	11
gene-SYNPCC7002_RS13245	15	7	10	8	5	10	11	12	2	13	19	7	6	3	6	12	9	0	3	11
gene-SYNPCC7002_RS13250	26	16	8	13	5	23	13	9	8	13	36	8	2	11	16	14	16	6	6	21
gene-SYNPCC7002_RS13255	10	10	6	10	5	11	7	9	3	9	25	10	1	3	9	8	15	0	5	12
gene-SYNPCC7002_RS13260	50	21	16	39	6	33	40	40	7	30	56	8	1	23	37	33	45	20	11	28
gene-SYNPCC7002_RS13265	17	1	20	3	0	16	0	19	0	5	7	2	2	15	2	27	12	0	0	10
gene-SYNPCC7002_RS13270	9	1	8	4	2	10	1	13	3	10	9	1	4	6	15	17	13	2	3	10
gene-SYNPCC7002_RS13275	12	3	9	8	2	10	8	7	4	4	11	3	6	5	4	10	15	3	4	8
gene-SYNPCC7002_RS13280	40	32	17	26	8	54	28	18	12	14	70	22	2	19	22	27	21	7	22	10
gene-SYNPCC7002_RS13285	27	14	12	22	4	24	27	19	4	13	50	13	1	14	16	16	17	6	11	23
gene-SYNPCC7002_RS13290	98	73	29	60	8	122	75	62	19	50	163	22	7	41	67	50	63	25	23	49
gene-SYNPCC7002_RS13295	32	21	33	13	6	30	24	28	3	17	39	12	1	16	40	28	27	5	11	18
gene-SYNPCC7002_RS13300	31	23	27	20	4	34	17	28	3	16	47	9	2	12	29	27	20	4	11	21
gene-SYNPCC7002_RS16225	35	8	10	9	0	22	6	19	3	14	31	7	5	7	23	24	25	1	2	20
gene-SYNPCC7002_RS13310	12	9	6	7	0	7	12	7	1	4	13	7	3	8	9	12	10	3	7	12
gene-SYNPCC7002_RS13315	49	31	16	39	3	34	32	45	9	42	57	22	7	24	26	40	39	3	16	37
gene-SYNPCC7002_RS13320	19	5	3	6	3	18	8	10	11	14	17	8	2	6	14	11	15	1	3	10
gene-SYNPCC7002_RS13325	18	26	11	19	4	39	27	12	17	21	61	25	9	19	21	32	23	3	20	25
gene-SYNPCC7002_RS13330	46	17	17	25	2	27	26	41	9	27	57	15	11	11	22	22	29	5	8	32
gene-SYNPCC7002_RS13335	28	29	1	8	3	21	15	25	2	21	52	2	9	13	14	16	15	7	6	20
gene-SYNPCC7002_RS13340	10	9	9	13	1	8	10	10	2	15	20	12	2	9	11	17	6	1	10	13
gene-SYNPCC7002_RS13345	35	18	13	16	1	21	30	16	1	22	33	20	13	7	9	24	14	2	8	28
gene-SYNPCC7002_RS13350	40	17	19	20	6	4	19	26	9	20	26	13	10	14	17	20	25	3	10	28
