Geneid	signal	type	name	locus_tag	old_locus_tag	product	is.de
gene-SYNPCC7002_RS11440	No SP	protein_coding	SYNPCC7002_RS11440	SYNPCC7002_RS11440	SYNPCC7002_A2310	16S rRNA (uracil(1498)-N(3))-methyltransferase	TRUE
gene-SYNPCC7002_RS11445	No SP	protein_coding	SYNPCC7002_RS11445	SYNPCC7002_RS11445	SYNPCC7002_A2311	NAD(P)/FAD-dependent oxidoreductase	TRUE
gene-SYNPCC7002_RS11450	No SP	protein_coding	SYNPCC7002_RS11450	SYNPCC7002_RS11450	SYNPCC7002_A2312	PIN domain-containing protein	TRUE
gene-SYNPCC7002_RS11455	No SP	protein_coding	SYNPCC7002_RS11455	SYNPCC7002_RS11455	SYNPCC7002_A2313	hypothetical protein	FALSE
gene-SYNPCC7002_RS11460	No SP	protein_coding	SYNPCC7002_RS11460	SYNPCC7002_RS11460	SYNPCC7002_A2314	N-6 DNA methylase	TRUE
gene-SYNPCC7002_RS11465	No SP	protein_coding	SYNPCC7002_RS11465	SYNPCC7002_RS11465	SYNPCC7002_A2315	DUF2281 domain-containing protein	TRUE
gene-SYNPCC7002_RS11470	No SP	protein_coding	SYNPCC7002_RS11470	SYNPCC7002_RS11470	SYNPCC7002_A2316	hypothetical protein	TRUE
gene-SYNPCC7002_RS11475	No SP	protein_coding	SYNPCC7002_RS11475	SYNPCC7002_RS11475	SYNPCC7002_A2317	PIN domain-containing protein	TRUE
gene-SYNPCC7002_RS11480	No SP	protein_coding	SYNPCC7002_RS11480	SYNPCC7002_RS11480	SYNPCC7002_A2318	heavy metal translocating P-type ATPase	TRUE
gene-SYNPCC7002_RS11485	Tat/SPI	protein_coding	SYNPCC7002_RS11485	SYNPCC7002_RS11485	SYNPCC7002_A2319	multicopper oxidase family protein	TRUE
gene-SYNPCC7002_RS11490	Sec/SPI	protein_coding	SYNPCC7002_RS11490	SYNPCC7002_RS11490	SYNPCC7002_A2320	DUF411 domain-containing protein	TRUE
gene-SYNPCC7002_RS11495	No SP	protein_coding	SYNPCC7002_RS11495	SYNPCC7002_RS11495	SYNPCC7002_A2321	TIGR00297 family protein	FALSE
gene-SYNPCC7002_RS11500	No SP	protein_coding	SYNPCC7002_RS11500	SYNPCC7002_RS11500	SYNPCC7002_A2322	hypothetical protein	TRUE
gene-SYNPCC7002_RS11505	Sec/SPII	protein_coding	SYNPCC7002_RS11505	SYNPCC7002_RS11505	SYNPCC7002_A2323	hypothetical protein	TRUE
gene-SYNPCC7002_RS11510	No SP	protein_coding	SYNPCC7002_RS11510	SYNPCC7002_RS11510	SYNPCC7002_A2324	Gfo/Idh/MocA family oxidoreductase	TRUE
gene-SYNPCC7002_RS11515	No SP	protein_coding	SYNPCC7002_RS11515	SYNPCC7002_RS11515	SYNPCC7002_A2325	ferredoxin	TRUE
gene-SYNPCC7002_RS11520	No SP	protein_coding	petF1	SYNPCC7002_RS11520	SYNPCC7002_A2326	ferredoxin PetF1	TRUE
gene-SYNPCC7002_RS11525	No SP	protein_coding	SYNPCC7002_RS11525	SYNPCC7002_RS11525	SYNPCC7002_A2327	NAD(P)H-quinone oxidoreductase subunit 4	TRUE
gene-SYNPCC7002_RS11530	No SP	protein_coding	serS	SYNPCC7002_RS11530	SYNPCC7002_A2328	serine--tRNA ligase	TRUE
gene-SYNPCC7002_RS11535	No SP	protein_coding	SYNPCC7002_RS11535	SYNPCC7002_RS11535	SYNPCC7002_A2329	urease accessory protein UreF	TRUE
gene-SYNPCC7002_RS11540	No SP	protein_coding	SYNPCC7002_RS11540	SYNPCC7002_RS11540	SYNPCC7002_A2330	type 1 glutamine amidotransferase	TRUE
gene-SYNPCC7002_RS11545	No SP	protein_coding	SYNPCC7002_RS11545	SYNPCC7002_RS11545	SYNPCC7002_A2331	hypothetical protein	TRUE
gene-SYNPCC7002_RS11550	No SP	protein_coding	SYNPCC7002_RS11550	SYNPCC7002_RS11550	SYNPCC7002_A2332	aminotransferase class V-fold PLP-dependent enzyme	FALSE
gene-SYNPCC7002_RS11555	No SP	protein_coding	SYNPCC7002_RS11555	SYNPCC7002_RS11555	SYNPCC7002_A2334	penicillin-binding transpeptidase domain-containing protein	FALSE
gene-SYNPCC7002_RS11560	No SP	protein_coding	SYNPCC7002_RS11560	SYNPCC7002_RS11560	SYNPCC7002_A2335	hypothetical protein	TRUE
gene-SYNPCC7002_RS11565	No SP	protein_coding	SYNPCC7002_RS11565	SYNPCC7002_RS11565	SYNPCC7002_A2336	hypothetical protein	FALSE
gene-SYNPCC7002_RS11570	No SP	protein_coding	SYNPCC7002_RS11570	SYNPCC7002_RS11570	SYNPCC7002_A2337	YraN family protein	FALSE
gene-SYNPCC7002_RS11575	No SP	protein_coding	SYNPCC7002_RS11575	SYNPCC7002_RS11575	SYNPCC7002_A2338	BCD family MFS transporter	TRUE
gene-SYNPCC7002_RS11585	No SP	protein_coding	SYNPCC7002_RS11585	SYNPCC7002_RS11585	SYNPCC7002_A2340	UDP-glucose/GDP-mannose dehydrogenase family protein	TRUE
gene-SYNPCC7002_RS11590	No SP	protein_coding	sbcD	SYNPCC7002_RS11590	SYNPCC7002_A2342	exonuclease subunit SbcD	TRUE
gene-SYNPCC7002_RS16190	No SP	protein_coding	SYNPCC7002_RS16190	SYNPCC7002_RS16190	SYNPCC7002_A2341	peptidoglycan-binding protein	TRUE
gene-SYNPCC7002_RS11605	No SP	protein_coding	map	SYNPCC7002_RS11605	SYNPCC7002_A2343	type I methionyl aminopeptidase	TRUE
gene-SYNPCC7002_RS11610	No SP	protein_coding	SYNPCC7002_RS11610	SYNPCC7002_RS11610	SYNPCC7002_A2344	DUF3370 domain-containing protein	TRUE
gene-SYNPCC7002_RS11615	No SP	protein_coding	SYNPCC7002_RS11615	SYNPCC7002_RS11615	SYNPCC7002_A2345	ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N	TRUE
gene-SYNPCC7002_RS11620	No SP	protein_coding	SYNPCC7002_RS11620	SYNPCC7002_RS11620	SYNPCC7002_A2346	DUF5331 domain-containing protein	TRUE
gene-SYNPCC7002_RS11625	No SP	protein_coding	bchL	SYNPCC7002_RS11625	SYNPCC7002_A2347	ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein	TRUE
gene-SYNPCC7002_RS17240	No SP	protein_coding	SYNPCC7002_RS17240	SYNPCC7002_RS17240	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS11630	No SP	protein_coding	def	SYNPCC7002_RS11630	SYNPCC7002_A2348	peptide deformylase	TRUE
gene-SYNPCC7002_RS11635	No SP	protein_coding	SYNPCC7002_RS11635	SYNPCC7002_RS11635	SYNPCC7002_A2349	DUF4332 domain-containing protein	TRUE
gene-SYNPCC7002_RS11640	No SP	protein_coding	SYNPCC7002_RS11640	SYNPCC7002_RS11640	SYNPCC7002_A2350	CHAD domain-containing protein	TRUE
gene-SYNPCC7002_RS11645	No SP	protein_coding	SYNPCC7002_RS11645	SYNPCC7002_RS11645	SYNPCC7002_A2351	DUF3598 family protein	TRUE
gene-SYNPCC7002_RS11650	No SP	protein_coding	SYNPCC7002_RS11650	SYNPCC7002_RS11650	SYNPCC7002_A2352	hypothetical protein	TRUE
gene-SYNPCC7002_RS11655	No SP	protein_coding	clpB	SYNPCC7002_RS11655	SYNPCC7002_A2353	ATP-dependent chaperone ClpB	TRUE
gene-SYNPCC7002_RS11660	No SP	protein_coding	leuB	SYNPCC7002_RS11660	SYNPCC7002_A2354	3-isopropylmalate dehydrogenase	TRUE
gene-SYNPCC7002_RS11665	No SP	protein_coding	SYNPCC7002_RS11665	SYNPCC7002_RS11665	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS11670	No SP	protein_coding	SYNPCC7002_RS11670	SYNPCC7002_RS11670	SYNPCC7002_A2355	NAD(P)/FAD-dependent oxidoreductase	TRUE
gene-SYNPCC7002_RS11675	No SP	protein_coding	SYNPCC7002_RS11675	SYNPCC7002_RS11675	SYNPCC7002_A2356	TldD/PmbA family protein	TRUE
gene-SYNPCC7002_RS11680	No SP	protein_coding	SYNPCC7002_RS11680	SYNPCC7002_RS11680	SYNPCC7002_A2357	rRNA pseudouridine synthase	TRUE
gene-SYNPCC7002_RS11685	No SP	protein_coding	SYNPCC7002_RS11685	SYNPCC7002_RS11685	SYNPCC7002_A2358	DUF4115 domain-containing protein	TRUE
gene-SYNPCC7002_RS11690	No SP	protein_coding	rsmI	SYNPCC7002_RS11690	SYNPCC7002_A2359	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	TRUE
gene-SYNPCC7002_RS11695	No SP	protein_coding	SYNPCC7002_RS11695	SYNPCC7002_RS11695	SYNPCC7002_A2360	FAD-binding oxidoreductase	TRUE
gene-SYNPCC7002_RS11700	No SP	protein_coding	SYNPCC7002_RS11700	SYNPCC7002_RS11700	SYNPCC7002_A2361	class I SAM-dependent methyltransferase	TRUE
gene-SYNPCC7002_RS11705	No SP	protein_coding	SYNPCC7002_RS11705	SYNPCC7002_RS11705	SYNPCC7002_A2362	DUF760 domain-containing protein	TRUE
gene-SYNPCC7002_RS11710	No SP	protein_coding	SYNPCC7002_RS11710	SYNPCC7002_RS11710	SYNPCC7002_A2363	S1 RNA-binding domain-containing protein	TRUE
gene-SYNPCC7002_RS11715	No SP	protein_coding	SYNPCC7002_RS11715	SYNPCC7002_RS11715	SYNPCC7002_A2364	EAL domain-containing protein	TRUE
gene-SYNPCC7002_RS11720	No SP	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	SYNPCC7002_A2365	HAMP domain-containing histidine kinase	TRUE
gene-SYNPCC7002_RS11725	No SP	protein_coding	SYNPCC7002_RS11725	SYNPCC7002_RS11725	SYNPCC7002_A2366	methyltransferase domain-containing protein	TRUE
gene-SYNPCC7002_RS11730	No SP	protein_coding	fabG	SYNPCC7002_RS11730	SYNPCC7002_A2367	3-oxoacyl-[acyl-carrier-protein] reductase	TRUE
gene-SYNPCC7002_RS11735	No SP	protein_coding	SYNPCC7002_RS11735	SYNPCC7002_RS11735	SYNPCC7002_A2368	thioredoxin domain-containing protein	TRUE
gene-SYNPCC7002_RS11740	Sec/SPI	protein_coding	SYNPCC7002_RS11740	SYNPCC7002_RS11740	SYNPCC7002_A2369	hypothetical protein	TRUE
gene-SYNPCC7002_RS11745	Sec/SPI	protein_coding	SYNPCC7002_RS11745	SYNPCC7002_RS11745	SYNPCC7002_A2370	MltA domain-containing protein	TRUE
gene-SYNPCC7002_RS11750	No SP	protein_coding	SYNPCC7002_RS11750	SYNPCC7002_RS11750	SYNPCC7002_A2371	SulP family inorganic anion transporter	TRUE
gene-SYNPCC7002_RS11755	No SP	protein_coding	SYNPCC7002_RS11755	SYNPCC7002_RS11755	SYNPCC7002_A2372	cation:proton antiporter	TRUE
gene-SYNPCC7002_RS11760	No SP	protein_coding	SYNPCC7002_RS11760	SYNPCC7002_RS11760	SYNPCC7002_A2373	cation:proton antiporter subunit C	TRUE
gene-SYNPCC7002_RS11765	No SP	protein_coding	SYNPCC7002_RS11765	SYNPCC7002_RS11765	SYNPCC7002_A2374	cation:proton antiporter	TRUE
gene-SYNPCC7002_RS11770	No SP	protein_coding	SYNPCC7002_RS11770	SYNPCC7002_RS11770	SYNPCC7002_A2375	cation:proton antiporter	TRUE
gene-SYNPCC7002_RS11775	No SP	protein_coding	SYNPCC7002_RS11775	SYNPCC7002_RS11775	SYNPCC7002_A2376	cation:proton antiporter	TRUE
gene-SYNPCC7002_RS11780	No SP	protein_coding	SYNPCC7002_RS11780	SYNPCC7002_RS11780	SYNPCC7002_A2377	hypothetical protein	TRUE
gene-SYNPCC7002_RS11785	No SP	protein_coding	SYNPCC7002_RS11785	SYNPCC7002_RS11785	SYNPCC7002_A2378	monovalent cation/H(+) antiporter subunit G	TRUE
gene-SYNPCC7002_RS11790	No SP	protein_coding	SYNPCC7002_RS11790	SYNPCC7002_RS11790	SYNPCC7002_A2379	DUF4040 domain-containing protein	TRUE
gene-SYNPCC7002_RS11795	No SP	protein_coding	SYNPCC7002_RS11795	SYNPCC7002_RS11795	SYNPCC7002_A2380	Na(+)/H(+) antiporter subunit B	TRUE
gene-SYNPCC7002_RS11800	No SP	protein_coding	SYNPCC7002_RS11800	SYNPCC7002_RS11800	SYNPCC7002_A2381	TM0106 family RecB-like putative nuclease	TRUE
gene-SYNPCC7002_RS11805	No SP	protein_coding	SYNPCC7002_RS11805	SYNPCC7002_RS11805	SYNPCC7002_A2382	ABC transporter permease	TRUE
gene-SYNPCC7002_RS11810	No SP	protein_coding	SYNPCC7002_RS11810	SYNPCC7002_RS11810	SYNPCC7002_A2383	NUDIX hydrolase	TRUE
gene-SYNPCC7002_RS11815	No SP	protein_coding	SYNPCC7002_RS11815	SYNPCC7002_RS11815	SYNPCC7002_A2384	OB-fold nucleic acid binding domain-containing protein	TRUE
gene-SYNPCC7002_RS11820	No SP	protein_coding	SYNPCC7002_RS11820	SYNPCC7002_RS11820	SYNPCC7002_A2386	hypothetical protein	TRUE
gene-SYNPCC7002_RS11825	No SP	protein_coding	SYNPCC7002_RS11825	SYNPCC7002_RS11825	SYNPCC7002_A2385	pseudouridine synthase	TRUE
gene-SYNPCC7002_RS11830	No SP	protein_coding	SYNPCC7002_RS11830	SYNPCC7002_RS11830	SYNPCC7002_A2387	hypothetical protein	TRUE
gene-SYNPCC7002_RS11835	No SP	protein_coding	SYNPCC7002_RS11835	SYNPCC7002_RS11835	SYNPCC7002_A2388	hypothetical protein	TRUE
gene-SYNPCC7002_RS11840	No SP	protein_coding	SYNPCC7002_RS11840	SYNPCC7002_RS11840	SYNPCC7002_A2389	carbon dioxide-concentrating mechanism protein	TRUE
gene-SYNPCC7002_RS11845	No SP	protein_coding	SYNPCC7002_RS11845	SYNPCC7002_RS11845	SYNPCC7002_A2390	MBOAT family protein	TRUE
gene-SYNPCC7002_RS11850	Sec/SPI	protein_coding	SYNPCC7002_RS11850	SYNPCC7002_RS11850	SYNPCC7002_A2391	c-type cytochrome	TRUE
gene-SYNPCC7002_RS11855	Sec/SPII	protein_coding	SYNPCC7002_RS11855	SYNPCC7002_RS11855	SYNPCC7002_A2392	phosphodiester glycosidase family protein	TRUE
gene-SYNPCC7002_RS11860	No SP	protein_coding	gltB	SYNPCC7002_RS11860	SYNPCC7002_A2393	glutamate synthase large subunit	TRUE
gene-SYNPCC7002_RS11865	No SP	protein_coding	trmFO	SYNPCC7002_RS11865	SYNPCC7002_A2394	FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO	TRUE
gene-SYNPCC7002_RS11870	No SP	protein_coding	SYNPCC7002_RS11870	SYNPCC7002_RS11870	SYNPCC7002_A2395	DUF1830 domain-containing protein	TRUE
gene-SYNPCC7002_RS11875	No SP	protein_coding	SYNPCC7002_RS11875	SYNPCC7002_RS11875	SYNPCC7002_A2396	1-acyl-sn-glycerol-3-phosphate acyltransferase	TRUE
gene-SYNPCC7002_RS11880	No SP	protein_coding	SYNPCC7002_RS11880	SYNPCC7002_RS11880	SYNPCC7002_A2397	MBL fold metallo-hydrolase	TRUE
gene-SYNPCC7002_RS11885	No SP	protein_coding	SYNPCC7002_RS11885	SYNPCC7002_RS11885	SYNPCC7002_A2398	bifunctional riboflavin kinase/FAD synthetase	TRUE
gene-SYNPCC7002_RS11890	No SP	protein_coding	SYNPCC7002_RS11890	SYNPCC7002_RS11890	SYNPCC7002_A2399	MoxR family ATPase	TRUE
gene-SYNPCC7002_RS11895	No SP	protein_coding	SYNPCC7002_RS11895	SYNPCC7002_RS11895	SYNPCC7002_A2400	DUF2854 domain-containing protein	TRUE
gene-SYNPCC7002_RS11900	No SP	protein_coding	psaK	SYNPCC7002_RS11900	SYNPCC7002_A2401	photosystem I reaction center subunit PsaK	TRUE
gene-SYNPCC7002_RS11905	No SP	protein_coding	SYNPCC7002_RS11905	SYNPCC7002_RS11905	SYNPCC7002_A2402	M20 family metallopeptidase	TRUE
gene-SYNPCC7002_RS11910	No SP	protein_coding	SYNPCC7002_RS11910	SYNPCC7002_RS11910	SYNPCC7002_A2403	hypothetical protein	TRUE
gene-SYNPCC7002_RS11915	No SP	protein_coding	pheA	SYNPCC7002_RS11915	SYNPCC7002_A2404	prephenate dehydratase	FALSE
gene-SYNPCC7002_RS11920	No SP	protein_coding	cphA	SYNPCC7002_RS11920	SYNPCC7002_A2405	cyanophycin synthetase	TRUE
gene-SYNPCC7002_RS11925	No SP	protein_coding	SYNPCC7002_RS11925	SYNPCC7002_RS11925	SYNPCC7002_A2406	cyanophycinase	TRUE
gene-SYNPCC7002_RS11930	No SP	protein_coding	trmD	SYNPCC7002_RS11930	SYNPCC7002_A2407	tRNA (guanosine(37)-N1)-methyltransferase TrmD	TRUE
gene-SYNPCC7002_RS11935	No SP	protein_coding	SYNPCC7002_RS11935	SYNPCC7002_RS11935	SYNPCC7002_A2408	hypothetical protein	TRUE
gene-SYNPCC7002_RS11940	No SP	protein_coding	SYNPCC7002_RS11940	SYNPCC7002_RS11940	SYNPCC7002_A2409	HDIG domain-containing protein	TRUE
gene-SYNPCC7002_RS11945	No SP	protein_coding	SYNPCC7002_RS11945	SYNPCC7002_RS11945	SYNPCC7002_A2410	MBL fold metallo-hydrolase	TRUE
gene-SYNPCC7002_RS11950	No SP	protein_coding	SYNPCC7002_RS11950	SYNPCC7002_RS11950	SYNPCC7002_A2411	DUF3134 domain-containing protein	TRUE
gene-SYNPCC7002_RS11955	No SP	protein_coding	SYNPCC7002_RS11955	SYNPCC7002_RS11955	SYNPCC7002_A2412	DUF2079 domain-containing protein	TRUE
gene-SYNPCC7002_RS11960	No SP	protein_coding	SYNPCC7002_RS11960	SYNPCC7002_RS11960	SYNPCC7002_A2413	glutathione S-transferase C-terminal domain-containing protein	TRUE
gene-SYNPCC7002_RS11965	No SP	protein_coding	SYNPCC7002_RS11965	SYNPCC7002_RS11965	SYNPCC7002_A2414	DUF2325 domain-containing protein	TRUE
gene-SYNPCC7002_RS11970	No SP	protein_coding	SYNPCC7002_RS11970	SYNPCC7002_RS11970	SYNPCC7002_A2415	DUF697 domain-containing protein	TRUE
gene-SYNPCC7002_RS11975	No SP	protein_coding	ispE	SYNPCC7002_RS11975	SYNPCC7002_A2416	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	TRUE
gene-SYNPCC7002_RS11985	No SP	protein_coding	SYNPCC7002_RS11985	SYNPCC7002_RS11985	SYNPCC7002_A2417	hypothetical protein	TRUE
gene-SYNPCC7002_RS11990	No SP	protein_coding	dnaK	SYNPCC7002_RS11990	SYNPCC7002_A2418	molecular chaperone DnaK	TRUE
gene-SYNPCC7002_RS11995	No SP	protein_coding	SYNPCC7002_RS11995	SYNPCC7002_RS11995	SYNPCC7002_A2419	hypothetical protein	TRUE
gene-SYNPCC7002_RS12000	No SP	protein_coding	SYNPCC7002_RS12000	SYNPCC7002_RS12000	SYNPCC7002_A2420	helix-turn-helix domain-containing protein	TRUE
gene-SYNPCC7002_RS12005	No SP	protein_coding	lepA	SYNPCC7002_RS12005	SYNPCC7002_A2421	translation elongation factor 4	TRUE
gene-SYNPCC7002_RS12010	No SP	protein_coding	katG	SYNPCC7002_RS12010	SYNPCC7002_A2422	catalase/peroxidase HPI	TRUE
gene-SYNPCC7002_RS12015	No SP	protein_coding	SYNPCC7002_RS12015	SYNPCC7002_RS12015	SYNPCC7002_A2423	universal stress protein	TRUE
gene-SYNPCC7002_RS12020	No SP	protein_coding	SYNPCC7002_RS12020	SYNPCC7002_RS12020	SYNPCC7002_A2424	SulP family inorganic anion transporter	TRUE
gene-SYNPCC7002_RS12025	No SP	protein_coding	ppk1	SYNPCC7002_RS12025	SYNPCC7002_A2425	polyphosphate kinase 1	FALSE
gene-SYNPCC7002_RS12030	Sec/SPI	protein_coding	SYNPCC7002_RS12030	SYNPCC7002_RS12030	SYNPCC7002_A2426	tetratricopeptide repeat protein	TRUE
gene-SYNPCC7002_RS12035	No SP	protein_coding	SYNPCC7002_RS12035	SYNPCC7002_RS12035	SYNPCC7002_A2427	LptF/LptG family permease	TRUE
gene-SYNPCC7002_RS12040	No SP	protein_coding	aqpZ	SYNPCC7002_RS12040	SYNPCC7002_A2428	aquaporin Z	TRUE
gene-SYNPCC7002_RS12045	No SP	protein_coding	SYNPCC7002_RS12045	SYNPCC7002_RS12045	SYNPCC7002_A2429	hypothetical protein	TRUE
gene-SYNPCC7002_RS12050	No SP	protein_coding	SYNPCC7002_RS12050	SYNPCC7002_RS12050	SYNPCC7002_A2430	serine hydroxymethyltransferase	TRUE
gene-SYNPCC7002_RS12055	No SP	protein_coding	SYNPCC7002_RS12055	SYNPCC7002_RS12055	SYNPCC7002_A2431	undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	TRUE
gene-SYNPCC7002_RS12060	No SP	protein_coding	SYNPCC7002_RS12060	SYNPCC7002_RS12060	SYNPCC7002_A2432	5-formyltetrahydrofolate cyclo-ligase	FALSE
gene-SYNPCC7002_RS12065	No SP	protein_coding	SYNPCC7002_RS12065	SYNPCC7002_RS12065	SYNPCC7002_A2433	sugar transferase	TRUE
gene-SYNPCC7002_RS12070	No SP	protein_coding	SYNPCC7002_RS12070	SYNPCC7002_RS12070	SYNPCC7002_A2434	glycosyltransferase	TRUE
gene-SYNPCC7002_RS12075	Sec/SPI	protein_coding	SYNPCC7002_RS12075	SYNPCC7002_RS12075	SYNPCC7002_A2435	CsgG/HfaB family protein	TRUE
gene-SYNPCC7002_RS16725	No SP	protein_coding	SYNPCC7002_RS16725	SYNPCC7002_RS16725	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS12080	No SP	protein_coding	SYNPCC7002_RS12080	SYNPCC7002_RS12080	SYNPCC7002_A2436	GNAT family N-acetyltransferase	TRUE
gene-SYNPCC7002_RS12085	No SP	protein_coding	SYNPCC7002_RS12085	SYNPCC7002_RS12085	SYNPCC7002_A2437	urease subunit beta	TRUE
gene-SYNPCC7002_RS12090	No SP	protein_coding	SYNPCC7002_RS12090	SYNPCC7002_RS12090	SYNPCC7002_A2438	ROK family protein	TRUE
gene-SYNPCC7002_RS17010	Sec/SPI	protein_coding	SYNPCC7002_RS17010	SYNPCC7002_RS17010	SYNPCC7002_A2439	hypothetical protein	TRUE
gene-SYNPCC7002_RS16195	Sec/SPI	protein_coding	SYNPCC7002_RS16195	SYNPCC7002_RS16195	SYNPCC7002_A2440	hypothetical protein	TRUE
gene-SYNPCC7002_RS12105	No SP	protein_coding	SYNPCC7002_RS12105	SYNPCC7002_RS12105	SYNPCC7002_A2441	TetR/AcrR family transcriptional regulator	TRUE
gene-SYNPCC7002_RS12110	No SP	protein_coding	SYNPCC7002_RS12110	SYNPCC7002_RS12110	SYNPCC7002_A2442	Bax inhibitor-1 family protein	TRUE
gene-SYNPCC7002_RS12115	No SP	protein_coding	accA	SYNPCC7002_RS12115	SYNPCC7002_A2443	acetyl-CoA carboxylase carboxyl transferase subunit alpha	TRUE
gene-SYNPCC7002_RS16730	No SP	protein_coding	SYNPCC7002_RS16730	SYNPCC7002_RS16730	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS12120	No SP	protein_coding	folE	SYNPCC7002_RS12120	SYNPCC7002_A2444	GTP cyclohydrolase I FolE	TRUE
gene-SYNPCC7002_RS12125	No SP	protein_coding	SYNPCC7002_RS12125	SYNPCC7002_RS12125	SYNPCC7002_A2445	alkene reductase	TRUE
gene-SYNPCC7002_RS12130	No SP	protein_coding	SYNPCC7002_RS12130	SYNPCC7002_RS12130	SYNPCC7002_A2446	ATP-binding protein	TRUE
gene-SYNPCC7002_RS12135	No SP	protein_coding	SYNPCC7002_RS12135	SYNPCC7002_RS12135	SYNPCC7002_A2447	hypothetical protein	TRUE
gene-SYNPCC7002_RS12140	No SP	protein_coding	SYNPCC7002_RS12140	SYNPCC7002_RS12140	SYNPCC7002_A2448	CAAD domain-containing protein	TRUE
gene-SYNPCC7002_RS12145	No SP	protein_coding	SYNPCC7002_RS12145	SYNPCC7002_RS12145	SYNPCC7002_A2449	glycosyltransferase	TRUE
gene-SYNPCC7002_RS12150	No SP	protein_coding	SYNPCC7002_RS12150	SYNPCC7002_RS12150	SYNPCC7002_A2450	glycosyltransferase family 4 protein	TRUE
gene-SYNPCC7002_RS12155	No SP	protein_coding	SYNPCC7002_RS12155	SYNPCC7002_RS12155	SYNPCC7002_A2451	flippase	FALSE
gene-SYNPCC7002_RS12160	No SP	protein_coding	SYNPCC7002_RS12160	SYNPCC7002_RS12160	SYNPCC7002_A2452	TIGR03960 family B12-binding radical SAM protein	TRUE
gene-SYNPCC7002_RS12165	No SP	protein_coding	SYNPCC7002_RS12165	SYNPCC7002_RS12165	SYNPCC7002_A2453	STAS domain-containing protein	TRUE
gene-SYNPCC7002_RS12170	No SP	protein_coding	SYNPCC7002_RS12170	SYNPCC7002_RS12170	SYNPCC7002_A2454	hypothetical protein	TRUE
gene-SYNPCC7002_RS12175	No SP	protein_coding	nth	SYNPCC7002_RS12175	SYNPCC7002_A2455	endonuclease III	TRUE
gene-SYNPCC7002_RS12180	No SP	protein_coding	glyS	SYNPCC7002_RS12180	SYNPCC7002_A2456	glycine--tRNA ligase subunit beta	TRUE
gene-SYNPCC7002_RS12185	No SP	protein_coding	groES	SYNPCC7002_RS12185	SYNPCC7002_A2457	co-chaperone GroES	TRUE
gene-SYNPCC7002_RS12190	No SP	protein_coding	groL	SYNPCC7002_RS12190	SYNPCC7002_A2458	chaperonin GroEL	TRUE
gene-SYNPCC7002_RS12195	No SP	protein_coding	SYNPCC7002_RS12195	SYNPCC7002_RS12195	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS12200	No SP	protein_coding	SYNPCC7002_RS12200	SYNPCC7002_RS12200	SYNPCC7002_A2459	DUF4870 domain-containing protein	FALSE
gene-SYNPCC7002_RS12205	No SP	protein_coding	SYNPCC7002_RS12205	SYNPCC7002_RS12205	SYNPCC7002_A2460	leucyl aminopeptidase	TRUE
gene-SYNPCC7002_RS12210	Sec/SPI	protein_coding	SYNPCC7002_RS12210	SYNPCC7002_RS12210	SYNPCC7002_A2461	EAL domain-containing protein	TRUE
gene-SYNPCC7002_RS12215	No SP	protein_coding	mscL	SYNPCC7002_RS12215	SYNPCC7002_A2462	large conductance mechanosensitive channel protein MscL	TRUE
gene-SYNPCC7002_RS12220	No SP	protein_coding	SYNPCC7002_RS12220	SYNPCC7002_RS12220	SYNPCC7002_A2463	cation diffusion facilitator family transporter	TRUE
gene-SYNPCC7002_RS12225	No SP	protein_coding	SYNPCC7002_RS12225	SYNPCC7002_RS12225	SYNPCC7002_A2464	thioredoxin domain-containing protein	TRUE
gene-SYNPCC7002_RS12230	No SP	protein_coding	SYNPCC7002_RS12230	SYNPCC7002_RS12230	SYNPCC7002_A2465	TonB family protein	TRUE
gene-SYNPCC7002_RS12235	No SP	protein_coding	metH	SYNPCC7002_RS12235	SYNPCC7002_A2466	methionine synthase	TRUE
gene-SYNPCC7002_RS12240	No SP	protein_coding	SYNPCC7002_RS12240	SYNPCC7002_RS12240	SYNPCC7002_A2467	DCC1-like thiol-disulfide oxidoreductase family protein	FALSE
gene-SYNPCC7002_RS12245	No SP	protein_coding	asnS	SYNPCC7002_RS12245	SYNPCC7002_A2468	asparagine--tRNA ligase	TRUE
gene-SYNPCC7002_RS12250	No SP	protein_coding	SYNPCC7002_RS12250	SYNPCC7002_RS12250	SYNPCC7002_A2469	NAD(P)H-dependent oxidoreductase	TRUE
gene-SYNPCC7002_RS12255	No SP	protein_coding	SYNPCC7002_RS12255	SYNPCC7002_RS12255	SYNPCC7002_A2470	DUF790 family protein	TRUE
