locus	string.name	cluster	Geneid	type	name	locus_tag	product
SYNPCC7002_A0428	ACA98438.1	2	gene-SYNPCC7002_RS02120	protein_coding	SYNPCC7002_RS02120	SYNPCC7002_RS02120	ATP-binding protein
SYNPCC7002_A2469	ssuE	110	gene-SYNPCC7002_RS12250	protein_coding	SYNPCC7002_RS12250	SYNPCC7002_RS12250	NAD(P)H-dependent oxidoreductase
SYNPCC7002_A2604	hofD	126	gene-SYNPCC7002_RS12915	protein_coding	SYNPCC7002_RS12915	SYNPCC7002_RS12915	A24 family peptidase
SYNPCC7002_A0289	kaiA	186	gene-SYNPCC7002_RS01430	protein_coding	SYNPCC7002_RS01430	SYNPCC7002_RS01430	circadian clock protein KaiA
SYNPCC7002_A1757	ACA99746.1	23	gene-SYNPCC7002_RS08800	protein_coding	SYNPCC7002_RS08800	SYNPCC7002_RS08800	SEC59/DGK1/VTE5 family protein
SYNPCC7002_A1139	ACA99139.1	39	gene-SYNPCC7002_RS05680	protein_coding	SYNPCC7002_RS05680	SYNPCC7002_RS05680	hypothetical protein
SYNPCC7002_A0427	ribAB	75	gene-SYNPCC7002_RS02115	protein_coding	ribBA	SYNPCC7002_RS02115	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
SYNPCC7002_A1136	ACA99136.1	39	gene-SYNPCC7002_RS05665	protein_coding	SYNPCC7002_RS05665	SYNPCC7002_RS05665	hypothetical protein
SYNPCC7002_A0422	aspS	4	gene-SYNPCC7002_RS02090	protein_coding	aspS	SYNPCC7002_RS02090	aspartate--tRNA ligase
SYNPCC7002_A2468	asnS	4	gene-SYNPCC7002_RS12245	protein_coding	asnS	SYNPCC7002_RS12245	asparagine--tRNA ligase
SYNPCC7002_A1754	ACA99743.1	221	gene-SYNPCC7002_RS16150	protein_coding	SYNPCC7002_RS16150	SYNPCC7002_RS16150	HNH endonuclease
SYNPCC7002_A1137	ACA99137.1	39	gene-SYNPCC7002_RS05670	protein_coding	SYNPCC7002_RS05670	SYNPCC7002_RS05670	glycosyltransferase family 61 protein
SYNPCC7002_A2601	ACB00578.1	2	gene-SYNPCC7002_RS12900	protein_coding	SYNPCC7002_RS12900	SYNPCC7002_RS12900	response regulator
SYNPCC7002_A0286	thrC-II	147	gene-SYNPCC7002_RS01415	protein_coding	thrC	SYNPCC7002_RS01415	threonine synthase
SYNPCC7002_A0421	ACA98431.1	220	gene-SYNPCC7002_RS02085	protein_coding	SYNPCC7002_RS02085	SYNPCC7002_RS02085	ABC transporter permease
SYNPCC7002_A1134	ACA99134.1	39	gene-SYNPCC7002_RS16655	protein_coding	SYNPCC7002_RS16655	SYNPCC7002_RS16655	AAA family ATPase
SYNPCC7002_A2602	ACB00579.1	2	gene-SYNPCC7002_RS12905	protein_coding	SYNPCC7002_RS12905	SYNPCC7002_RS12905	response regulator
SYNPCC7002_A1755	ACA99744.1	21	gene-SYNPCC7002_RS08790	protein_coding	SYNPCC7002_RS08790	SYNPCC7002_RS08790	Uma2 family endonuclease
SYNPCC7002_A0285	ACA98295.1	16	gene-SYNPCC7002_RS01410	protein_coding	SYNPCC7002_RS01410	SYNPCC7002_RS01410	MoaD/ThiS family protein
SYNPCC7002_A2466	metH	276	gene-SYNPCC7002_RS12235	protein_coding	metH	SYNPCC7002_RS12235	methionine synthase
SYNPCC7002_A0424	ACA98434.1	51	gene-SYNPCC7002_RS02100	protein_coding	SYNPCC7002_RS02100	SYNPCC7002_RS02100	aldo/keto reductase
SYNPCC7002_A1132	fni	185	gene-SYNPCC7002_RS05650	protein_coding	fni	SYNPCC7002_RS05650	type 2 isopentenyl-diphosphate Delta-isomerase
SYNPCC7002_A2600	ACB00577.1	2	gene-SYNPCC7002_RS12895	protein_coding	SYNPCC7002_RS12895	SYNPCC7002_RS12895	CheW domain-containing protein
SYNPCC7002_A2463	ACB00441.1	360	gene-SYNPCC7002_RS12220	protein_coding	SYNPCC7002_RS12220	SYNPCC7002_RS12220	cation diffusion facilitator family transporter
SYNPCC7002_A0288	kaiB	186	gene-SYNPCC7002_RS01425	protein_coding	kaiB	SYNPCC7002_RS01425	circadian clock protein KaiB
SYNPCC7002_A0423	hetR	15	gene-SYNPCC7002_RS02095	protein_coding	hetR	SYNPCC7002_RS02095	heterocyst differentiation master regulator HetR
SYNPCC7002_A1751	ACA99740.1	74	gene-SYNPCC7002_RS08770	protein_coding	SYNPCC7002_RS08770	SYNPCC7002_RS08770	agmatinase family protein
SYNPCC7002_A1133	ACA99133.1	185	gene-SYNPCC7002_RS05655	protein_coding	SYNPCC7002_RS05655	SYNPCC7002_RS05655	endonuclease NucS
SYNPCC7002_A0420	ACA98430.1	125	gene-SYNPCC7002_RS02080	protein_coding	SYNPCC7002_RS02080	SYNPCC7002_RS02080	DUF2887 domain-containing protein
SYNPCC7002_A0287	kaiC	186	gene-SYNPCC7002_RS01420	protein_coding	kaiC	SYNPCC7002_RS01420	circadian clock protein KaiC
SYNPCC7002_A0419	ACA98429.1	220	gene-SYNPCC7002_RS02075	protein_coding	SYNPCC7002_RS02075	SYNPCC7002_RS02075	DUF29 domain-containing protein
SYNPCC7002_A0282	grxC	1	gene-SYNPCC7002_RS01395	protein_coding	grxC	SYNPCC7002_RS01395	glutaredoxin 3
SYNPCC7002_A0418	ACA98428.1	73	gene-SYNPCC7002_RS02070	protein_coding	SYNPCC7002_RS02070	SYNPCC7002_RS02070	ABC transporter ATP-binding protein
SYNPCC7002_A1130	argJ	31	gene-SYNPCC7002_RS05640	protein_coding	argJ	SYNPCC7002_RS05640	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
SYNPCC7002_A1749	ACA99738.1	43	gene-SYNPCC7002_RS08760	protein_coding	SYNPCC7002_RS08760	SYNPCC7002_RS08760	ABC transporter permease
SYNPCC7002_A2461	ACB00439.1	2	gene-SYNPCC7002_RS12210	protein_coding	SYNPCC7002_RS12210	SYNPCC7002_RS12210	EAL domain-containing protein
SYNPCC7002_A0415	ACA98425.1	73	gene-SYNPCC7002_RS02055	protein_coding	SYNPCC7002_RS02055	SYNPCC7002_RS02055	alpha-1,2-fucosyltransferase
SYNPCC7002_A0281	queC	47	gene-SYNPCC7002_RS01390	protein_coding	queC	SYNPCC7002_RS01390	7-cyano-7-deazaguanine synthase QueC
SYNPCC7002_A0899	pip	1	gene-SYNPCC7002_RS04490	protein_coding	pip	SYNPCC7002_RS04490	prolyl aminopeptidase
SYNPCC7002_A2462	mscL	308	gene-SYNPCC7002_RS12215	protein_coding	mscL	SYNPCC7002_RS12215	large conductance mechanosensitive channel protein MscL
SYNPCC7002_A1131	sppA	185	gene-SYNPCC7002_RS05645	protein_coding	sppA	SYNPCC7002_RS05645	signal peptide peptidase SppA
SYNPCC7002_A0284	ACA98294.1	4	gene-SYNPCC7002_RS01405	protein_coding	SYNPCC7002_RS01405	SYNPCC7002_RS01405	HPP family protein
SYNPCC7002_A2460	pepA	66	gene-SYNPCC7002_RS12205	protein_coding	SYNPCC7002_RS12205	SYNPCC7002_RS12205	leucyl aminopeptidase
SYNPCC7002_A1745	ACA99734.1	219	gene-SYNPCC7002_RS08740	protein_coding	SYNPCC7002_RS08740	SYNPCC7002_RS08740	TIGR00725 family protein
SYNPCC7002_A0417	ACA98427.1	73	gene-SYNPCC7002_RS02065	protein_coding	SYNPCC7002_RS02065	SYNPCC7002_RS02065	putative sugar O-methyltransferase
SYNPCC7002_A0280	queE	47	gene-SYNPCC7002_RS01385	protein_coding	SYNPCC7002_RS01385	SYNPCC7002_RS01385	7-carboxy-7-deazaguanine synthase QueE
SYNPCC7002_A1746	hypA-2	219	gene-SYNPCC7002_RS08745	protein_coding	hypA	SYNPCC7002_RS08745	hydrogenase maturation nickel metallochaperone HypA
SYNPCC7002_A1129	ACA99129.1	359	gene-SYNPCC7002_RS05635	protein_coding	SYNPCC7002_RS05635	SYNPCC7002_RS05635	DUF58 domain-containing protein
SYNPCC7002_A0416	ACA98426.1	73	gene-SYNPCC7002_RS02060	protein_coding	SYNPCC7002_RS02060	SYNPCC7002_RS02060	hypothetical protein
SYNPCC7002_A0279	thiE	86	gene-SYNPCC7002_RS01380	protein_coding	SYNPCC7002_RS01380	SYNPCC7002_RS01380	thiamine phosphate synthase
SYNPCC7002_A0411	ACA98421.1	42	gene-SYNPCC7002_RS02035	protein_coding	SYNPCC7002_RS02035	SYNPCC7002_RS02035	hypothetical protein
SYNPCC7002_A1127	ACA99127.1	63	gene-SYNPCC7002_RS05625	protein_coding	SYNPCC7002_RS05625	SYNPCC7002_RS05625	hypothetical protein
SYNPCC7002_A2458	groEL	315	gene-SYNPCC7002_RS12190	protein_coding	groL	SYNPCC7002_RS12190	chaperonin GroEL
SYNPCC7002_A1743	ACA99732.1	124	gene-SYNPCC7002_RS08730	protein_coding	SYNPCC7002_RS08730	SYNPCC7002_RS08730	diflavin flavoprotein
SYNPCC7002_A0278	thiS	86	gene-SYNPCC7002_RS01375	protein_coding	thiS	SYNPCC7002_RS01375	sulfur carrier protein ThiS
SYNPCC7002_A0410	ACA98420.1	42	gene-SYNPCC7002_RS02030	protein_coding	SYNPCC7002_RS02030	SYNPCC7002_RS02030	hypothetical protein
SYNPCC7002_A2456	glyS	19	gene-SYNPCC7002_RS12180	protein_coding	glyS	SYNPCC7002_RS12180	glycine--tRNA ligase subunit beta
SYNPCC7002_A1744	recR	218	gene-SYNPCC7002_RS08735	protein_coding	recR	SYNPCC7002_RS08735	recombination mediator RecR
SYNPCC7002_A2457	groES	1	gene-SYNPCC7002_RS12185	protein_coding	groES	SYNPCC7002_RS12185	co-chaperone GroES
SYNPCC7002_A1741	rpsU	1	gene-SYNPCC7002_RS08720	protein_coding	rpsU	SYNPCC7002_RS08720	30S ribosomal protein S21
SYNPCC7002_A1126	ipdA	358	gene-SYNPCC7002_RS05620	protein_coding	lpdA	SYNPCC7002_RS05620	dihydrolipoyl dehydrogenase
SYNPCC7002_A0413	ACA98423.1	42	gene-SYNPCC7002_RS02045	protein_coding	SYNPCC7002_RS02045	SYNPCC7002_RS02045	hypothetical protein
SYNPCC7002_A0671	pdxA	147	gene-SYNPCC7002_RS03360	protein_coding	pdxA	SYNPCC7002_RS03360	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
SYNPCC7002_A1742	ACA99731.1	72	gene-SYNPCC7002_RS08725	protein_coding	SYNPCC7002_RS08725	SYNPCC7002_RS08725	TIGR00303 family protein
SYNPCC7002_A2851	ggpS	355	gene-SYNPCC7002_RS14085	protein_coding	ggpS	SYNPCC7002_RS14085	glucosylglycerol-phosphate synthase
SYNPCC7002_A0412	ACA98422.1	42	gene-SYNPCC7002_RS02040	protein_coding	SYNPCC7002_RS02040	SYNPCC7002_RS02040	hypothetical protein
SYNPCC7002_A1520	ACA99511.1	11	gene-SYNPCC7002_RS07620	protein_coding	SYNPCC7002_RS07620	SYNPCC7002_RS07620	putative colanic acid biosynthesis acetyltransferase
SYNPCC7002_A0673	ACA98678.1	61	gene-SYNPCC7002_RS03370	protein_coding	SYNPCC7002_RS03370	SYNPCC7002_RS03370	hypothetical protein
SYNPCC7002_A0891	sucC	14	gene-SYNPCC7002_RS04450	protein_coding	SYNPCC7002_RS04450	SYNPCC7002_RS04450	acetate--CoA ligase family protein
SYNPCC7002_A0672	msrB	61	gene-SYNPCC7002_RS03365	protein_coding	msrB	SYNPCC7002_RS03365	peptide-methionine (R)-S-oxide reductase MsrB
SYNPCC7002_A0890	sucD	14	gene-SYNPCC7002_RS04445	protein_coding	SYNPCC7002_RS04445	SYNPCC7002_RS04445	succinyl-CoA synthetase subunit alpha
SYNPCC7002_A0893	ACA98897.1	217	gene-SYNPCC7002_RS04460	protein_coding	SYNPCC7002_RS04460	SYNPCC7002_RS04460	PhoX family phosphatase
SYNPCC7002_A0892	ACA98896.1	217	gene-SYNPCC7002_RS04455	protein_coding	SYNPCC7002_RS04455	SYNPCC7002_RS04455	hypothetical protein
SYNPCC7002_A1516	ACA99507.1	62	gene-SYNPCC7002_RS07600	protein_coding	SYNPCC7002_RS07600	SYNPCC7002_RS07600	glycosyltransferase family 4 protein
SYNPCC7002_A0408	ACA98418.1	42	gene-SYNPCC7002_RS02020	protein_coding	SYNPCC7002_RS02020	SYNPCC7002_RS02020	glycosyltransferase family 4 protein
SYNPCC7002_A2847	ACB00815.1	4	gene-SYNPCC7002_RS14065	protein_coding	SYNPCC7002_RS14065	SYNPCC7002_RS14065	PLAT/LH2 domain-containing protein
SYNPCC7002_A0407	ACA98417.1	216	gene-SYNPCC7002_RS02015	protein_coding	SYNPCC7002_RS02015	SYNPCC7002_RS02015	type II toxin-antitoxin system VapC family toxin
SYNPCC7002_A2848	sph	174	gene-SYNPCC7002_RS16240	protein_coding	SYNPCC7002_RS16240	SYNPCC7002_RS16240	endonuclease/exonuclease/phosphatase family protein
SYNPCC7002_A1738	ACA99727.1	1	gene-SYNPCC7002_RS08710	protein_coding	SYNPCC7002_RS08710	SYNPCC7002_RS08710	J domain-containing protein
SYNPCC7002_A1517	ACA99508.1	62	gene-SYNPCC7002_RS07605	protein_coding	SYNPCC7002_RS07605	SYNPCC7002_RS07605	glycosyltransferase
SYNPCC7002_A1739	ACA99728.1	1	gene-SYNPCC7002_RS08715	protein_coding	SYNPCC7002_RS08715	SYNPCC7002_RS08715	MgtC/SapB family protein
SYNPCC7002_A1514	ACA99505.1	62	gene-SYNPCC7002_RS07590	protein_coding	SYNPCC7002_RS07590	SYNPCC7002_RS07590	glycosyltransferase family 4 protein
SYNPCC7002_A0409	ACA98419.1	42	gene-SYNPCC7002_RS02025	protein_coding	SYNPCC7002_RS02025	SYNPCC7002_RS02025	type II toxin-antitoxin system VapC family toxin
SYNPCC7002_A1998	ACA99984.1	357	gene-SYNPCC7002_RS09975	protein_coding	SYNPCC7002_RS09975	SYNPCC7002_RS09975	PIN domain-containing protein
SYNPCC7002_A0404	ACA98414.1	11	gene-SYNPCC7002_RS02000	protein_coding	SYNPCC7002_RS02000	SYNPCC7002_RS02000	glycosyltransferase family 2 protein
SYNPCC7002_A2845	ACB00813.1	356	gene-SYNPCC7002_RS14055	protein_coding	SYNPCC7002_RS14055	SYNPCC7002_RS14055	MFS transporter
SYNPCC7002_A0888	spsA	71	gene-SYNPCC7002_RS04435	protein_coding	SYNPCC7002_RS04435	SYNPCC7002_RS04435	glycosyltransferase
SYNPCC7002_A1736	ACA99725.1	123	gene-SYNPCC7002_RS08700	protein_coding	SYNPCC7002_RS08700	SYNPCC7002_RS08700	tetratricopeptide repeat protein
SYNPCC7002_A1999	ACA99985.1	357	gene-SYNPCC7002_RS09980	protein_coding	SYNPCC7002_RS09980	SYNPCC7002_RS09980	type II toxin-antitoxin system VapB family antitoxin
SYNPCC7002_A0403	ACA98413.1	11	gene-SYNPCC7002_RS01995	protein_coding	SYNPCC7002_RS01995	SYNPCC7002_RS01995	glycosyltransferase family 4 protein
SYNPCC7002_A1515	ACA99506.1	62	gene-SYNPCC7002_RS07595	protein_coding	SYNPCC7002_RS07595	SYNPCC7002_RS07595	hypothetical protein
SYNPCC7002_A0887	sppA-3	71	gene-SYNPCC7002_RS04430	protein_coding	SYNPCC7002_RS04430	SYNPCC7002_RS04430	HAD-IIB family hydrolase
SYNPCC7002_A1737	recJ-2	13	gene-SYNPCC7002_RS08705	protein_coding	recJ	SYNPCC7002_RS08705	single-stranded-DNA-specific exonuclease RecJ
SYNPCC7002_A1512	ACA99503.1	354	gene-SYNPCC7002_RS16130	protein_coding	SYNPCC7002_RS16130	SYNPCC7002_RS16130	glycosyltransferase family 2 protein
SYNPCC7002_A1734	ACA99723.1	122	gene-SYNPCC7002_RS08690	protein_coding	SYNPCC7002_RS08690	SYNPCC7002_RS08690	metal ABC transporter ATP-binding protein
SYNPCC7002_A1996	ACA99982.1	7	gene-SYNPCC7002_RS09965	protein_coding	SYNPCC7002_RS09965	SYNPCC7002_RS09965	ABC transporter ATP-binding protein
SYNPCC7002_A0406	ACA98416.1	216	gene-SYNPCC7002_RS02010	protein_coding	SYNPCC7002_RS02010	SYNPCC7002_RS02010	AbrB/MazE/SpoVT family DNA-binding domain-containing protein
SYNPCC7002_A0663	ACA98668.1	184	gene-SYNPCC7002_RS03315	protein_coding	SYNPCC7002_RS03315	SYNPCC7002_RS03315	MSMEG_0572 family nitrogen starvation response protein
SYNPCC7002_A2844	ACB00812.1	356	gene-SYNPCC7002_RS14050	protein_coding	SYNPCC7002_RS14050	SYNPCC7002_RS14050	hypothetical protein
SYNPCC7002_A1513	ACA99504.1	62	gene-SYNPCC7002_RS07585	protein_coding	SYNPCC7002_RS07585	SYNPCC7002_RS07585	sulfotransferase domain-containing protein
SYNPCC7002_A1997	icfA	304	gene-SYNPCC7002_RS09970	protein_coding	SYNPCC7002_RS09970	SYNPCC7002_RS09970	carbonic anhydrase
SYNPCC7002_A1732	ACA99721.1	122	gene-SYNPCC7002_RS08680	protein_coding	SYNPCC7002_RS08680	SYNPCC7002_RS08680	Sua5/YciO/YrdC/YwlC family protein
SYNPCC7002_A0883	rplY	1	gene-SYNPCC7002_RS04410	protein_coding	rplY	SYNPCC7002_RS04410	50S ribosomal protein L25
SYNPCC7002_A1510	ACA99501.1	1	gene-SYNPCC7002_RS07570	protein_coding	SYNPCC7002_RS07570	SYNPCC7002_RS07570	glycosyltransferase
SYNPCC7002_A1733	ACA99722.1	122	gene-SYNPCC7002_RS08685	protein_coding	SYNPCC7002_RS08685	SYNPCC7002_RS08685	metal ABC transporter permease
SYNPCC7002_A2841	stpA	355	gene-SYNPCC7002_RS14035	protein_coding	stpA	SYNPCC7002_RS14035	glucosylglycerol 3-phosphatase
SYNPCC7002_A1730	aroE	121	gene-SYNPCC7002_RS08670	protein_coding	SYNPCC7002_RS08670	SYNPCC7002_RS08670	shikimate dehydrogenase
SYNPCC7002_A1511	ACA99502.1	354	gene-SYNPCC7002_RS07575	protein_coding	SYNPCC7002_RS07575	SYNPCC7002_RS07575	hypothetical protein
SYNPCC7002_A0402	ACA98412.1	120	gene-SYNPCC7002_RS01990	protein_coding	SYNPCC7002_RS01990	SYNPCC7002_RS01990	hypothetical protein
SYNPCC7002_A1995	ACA99981.1	7	gene-SYNPCC7002_RS09960	protein_coding	SYNPCC7002_RS09960	SYNPCC7002_RS09960	ABC transporter ATP-binding protein
SYNPCC7002_A0886	frk	71	gene-SYNPCC7002_RS04425	protein_coding	SYNPCC7002_RS04425	SYNPCC7002_RS04425	carbohydrate kinase
SYNPCC7002_A1992	acsF-2	183	gene-SYNPCC7002_RS09945	protein_coding	acsF	SYNPCC7002_RS09945	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
SYNPCC7002_A1731	ACA99720.1	121	gene-SYNPCC7002_RS08675	protein_coding	SYNPCC7002_RS08675	SYNPCC7002_RS08675	hypothetical protein
SYNPCC7002_A2840	ACB00809.1	21	gene-SYNPCC7002_RS14030	protein_coding	SYNPCC7002_RS14030	SYNPCC7002_RS14030	Uma2 family endonuclease
SYNPCC7002_A0401	folC	120	gene-SYNPCC7002_RS01985	protein_coding	SYNPCC7002_RS01985	SYNPCC7002_RS01985	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
SYNPCC7002_A1993	ACA99979.1	53	gene-SYNPCC7002_RS09950	protein_coding	SYNPCC7002_RS09950	SYNPCC7002_RS09950	helix-turn-helix transcriptional regulator
SYNPCC7002_A0885	ams	71	gene-SYNPCC7002_RS04420	protein_coding	SYNPCC7002_RS04420	SYNPCC7002_RS04420	alpha-amylase family glycosyl hydrolase
SYNPCC7002_A1990	hemN	329	gene-SYNPCC7002_RS09935	protein_coding	hemN	SYNPCC7002_RS09935	oxygen-independent coproporphyrinogen III oxidase
SYNPCC7002_A0662	ACA98667.1	184	gene-SYNPCC7002_RS03310	protein_coding	SYNPCC7002_RS03310	SYNPCC7002_RS03310	MSMEG_0569 family flavin-dependent oxidoreductase
SYNPCC7002_A1991	ho2	53	gene-SYNPCC7002_RS09940	protein_coding	SYNPCC7002_RS09940	SYNPCC7002_RS09940	heme oxygenase (biliverdin-producing)
SYNPCC7002_A0881	dapB	215	gene-SYNPCC7002_RS04400	protein_coding	dapB	SYNPCC7002_RS04400	4-hydroxy-tetrahydrodipicolinate reductase
SYNPCC7002_A0661	ACA98666.1	184	gene-SYNPCC7002_RS03305	protein_coding	SYNPCC7002_RS03305	SYNPCC7002_RS03305	hypothetical protein
SYNPCC7002_A1728	ychF	19	gene-SYNPCC7002_RS08660	protein_coding	ychF	SYNPCC7002_RS08660	redox-regulated ATPase YchF
SYNPCC7002_A1507	ACA99498.1	9	gene-SYNPCC7002_RS07555	protein_coding	SYNPCC7002_RS07555	SYNPCC7002_RS07555	polysaccharide pyruvyl transferase family protein
SYNPCC7002_A2838	glpQ	1	gene-SYNPCC7002_RS14020	protein_coding	SYNPCC7002_RS14020	SYNPCC7002_RS14020	glycerophosphodiester phosphodiesterase
SYNPCC7002_A1725	ACA99714.1	41	gene-SYNPCC7002_RS08645	protein_coding	SYNPCC7002_RS08645	SYNPCC7002_RS08645	hypothetical protein
SYNPCC7002_A0876	ACA98880.1	119	gene-SYNPCC7002_RS04375	protein_coding	SYNPCC7002_RS04375	SYNPCC7002_RS04375	O-antigen ligase family protein
SYNPCC7002_A1508	ACA99499.1	1	gene-SYNPCC7002_RS16125	protein_coding	SYNPCC7002_RS16125	SYNPCC7002_RS16125	sulfotransferase domain-containing protein
SYNPCC7002_A1723	ACA99712.1	41	gene-SYNPCC7002_RS08635	protein_coding	SYNPCC7002_RS08635	SYNPCC7002_RS08635	efflux RND transporter periplasmic adaptor subunit
SYNPCC7002_A0657	secF	175	gene-SYNPCC7002_RS03285	protein_coding	secF	SYNPCC7002_RS03285	protein translocase subunit SecF
SYNPCC7002_A1505	ACA99496.1	1	gene-SYNPCC7002_RS07545	protein_coding	SYNPCC7002_RS07545	SYNPCC7002_RS07545	ABC transporter ATP-binding protein/permease
SYNPCC7002_A1724	ACA99713.1	41	gene-SYNPCC7002_RS08640	protein_coding	SYNPCC7002_RS08640	SYNPCC7002_RS08640	hypothetical protein
SYNPCC7002_A1989	desF	183	gene-SYNPCC7002_RS09930	protein_coding	SYNPCC7002_RS09930	SYNPCC7002_RS09930	fatty acid desaturase
SYNPCC7002_A2836	ACB00805.1	1	gene-SYNPCC7002_RS14010	protein_coding	SYNPCC7002_RS14010	SYNPCC7002_RS14010	RluA family pseudouridine synthase
SYNPCC7002_A1721	ACA99710.1	41	gene-SYNPCC7002_RS08625	protein_coding	SYNPCC7002_RS08625	SYNPCC7002_RS08625	ABC transporter permease
SYNPCC7002_A0872	rsfS	1	gene-SYNPCC7002_RS04355	protein_coding	rsfS	SYNPCC7002_RS04355	ribosome silencing factor
SYNPCC7002_A2837	ACB00806.1	1	gene-SYNPCC7002_RS14015	protein_coding	SYNPCC7002_RS14015	SYNPCC7002_RS14015	hypothetical protein
SYNPCC7002_A1506	ACA99497.1	9	gene-SYNPCC7002_RS07550	protein_coding	SYNPCC7002_RS07550	SYNPCC7002_RS07550	sulfotransferase
SYNPCC7002_A0875	ACA98879.1	107	gene-SYNPCC7002_RS04370	protein_coding	SYNPCC7002_RS04370	SYNPCC7002_RS04370	hypothetical protein
SYNPCC7002_A1720	ACA99709.1	41	gene-SYNPCC7002_RS08620	protein_coding	SYNPCC7002_RS08620	SYNPCC7002_RS08620	ABC transporter permease
SYNPCC7002_A2834	ACB00803.1	59	gene-SYNPCC7002_RS14000	protein_coding	SYNPCC7002_RS14000	SYNPCC7002_RS14000	nitrogenase
SYNPCC7002_A0659	ACA98664.1	2	gene-SYNPCC7002_RS03295	protein_coding	SYNPCC7002_RS03295	SYNPCC7002_RS03295	LuxR C-terminal-related transcriptional regulator
SYNPCC7002_A2835	ACB00804.1	2	gene-SYNPCC7002_RS14005	protein_coding	SYNPCC7002_RS14005	SYNPCC7002_RS14005	response regulator
SYNPCC7002_A2653	purB	214	gene-SYNPCC7002_RS13150	protein_coding	purB	SYNPCC7002_RS13150	adenylosuccinate lyase
SYNPCC7002_A1504	ACA99495.1	21	gene-SYNPCC7002_RS07540	protein_coding	SYNPCC7002_RS07540	SYNPCC7002_RS07540	Uma2 family endonuclease
SYNPCC7002_A1322	ACA99319.1	118	gene-SYNPCC7002_RS06610	protein_coding	SYNPCC7002_RS06610	SYNPCC7002_RS06610	nucleotidyltransferase domain-containing protein
SYNPCC7002_A2650	ACB00627.1	212	gene-SYNPCC7002_RS13140	protein_coding	SYNPCC7002_RS13140	SYNPCC7002_RS13140	hypothetical protein
SYNPCC7002_A0653	ACA98658.1	15	gene-SYNPCC7002_RS03260	protein_coding	SYNPCC7002_RS03260	SYNPCC7002_RS03260	hypothetical protein
SYNPCC7002_A0475	ACA98483.1	49	gene-SYNPCC7002_RS02355	protein_coding	SYNPCC7002_RS02355	SYNPCC7002_RS02355	TlyA family RNA methyltransferase
SYNPCC7002_A1501	ACA99492.1	11	gene-SYNPCC7002_RS07525	protein_coding	SYNPCC7002_RS07525	SYNPCC7002_RS07525	SLBB domain-containing protein
SYNPCC7002_A2651	ACB00628.1	214	gene-SYNPCC7002_RS13145	protein_coding	SYNPCC7002_RS13145	SYNPCC7002_RS13145	hypothetical protein
SYNPCC7002_A1985	hisB-2	24	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
SYNPCC7002_A0474	ACA98482.1	213	gene-SYNPCC7002_RS02350	protein_coding	SYNPCC7002_RS02350	SYNPCC7002_RS02350	FHA domain-containing protein
SYNPCC7002_A2832	fcl	1	gene-SYNPCC7002_RS13990	protein_coding	SYNPCC7002_RS13990	SYNPCC7002_RS13990	GDP-L-fucose synthase
SYNPCC7002_A0652	ilvD	69	gene-SYNPCC7002_RS03255	protein_coding	ilvD	SYNPCC7002_RS03255	dihydroxy-acid dehydratase
SYNPCC7002_A2833	desE	53	gene-SYNPCC7002_RS13995	protein_coding	SYNPCC7002_RS13995	SYNPCC7002_RS13995	acyl-CoA desaturase
SYNPCC7002_A2649	ACB00626.1	212	gene-SYNPCC7002_RS13135	protein_coding	SYNPCC7002_RS13135	SYNPCC7002_RS13135	DUF1449 family protein
SYNPCC7002_A0469	ACA98477.1	116	gene-SYNPCC7002_RS02325	protein_coding	SYNPCC7002_RS02325	SYNPCC7002_RS02325	circularly permuted type 2 ATP-grasp protein
SYNPCC7002_A1983	ACA99969.1	352	gene-SYNPCC7002_RS09905	protein_coding	SYNPCC7002_RS09905	SYNPCC7002_RS09905	YajQ family cyclic di-GMP-binding protein
SYNPCC7002_A1319	ureA	117	gene-SYNPCC7002_RS06595	protein_coding	ureA	SYNPCC7002_RS06595	urease subunit gamma
SYNPCC7002_A0655	pdhB	14	gene-SYNPCC7002_RS03275	protein_coding	SYNPCC7002_RS03275	SYNPCC7002_RS03275	alpha-ketoacid dehydrogenase subunit beta
SYNPCC7002_A2647	ligA	22	gene-SYNPCC7002_RS13125	protein_coding	ligA	SYNPCC7002_RS13125	NAD-dependent DNA ligase LigA
SYNPCC7002_A1500	ACA99491.1	11	gene-SYNPCC7002_RS07520	protein_coding	SYNPCC7002_RS07520	SYNPCC7002_RS07520	polysaccharide biosynthesis tyrosine autokinase
SYNPCC7002_A0466	ACA98474.1	210	gene-SYNPCC7002_RS02310	protein_coding	SYNPCC7002_RS02310	SYNPCC7002_RS02310	mechanosensitive ion channel family protein
SYNPCC7002_A1314	narB	209	gene-SYNPCC7002_RS06570	protein_coding	SYNPCC7002_RS06570	SYNPCC7002_RS06570	nitrate reductase
SYNPCC7002_A0654	hspA	353	gene-SYNPCC7002_RS03270	protein_coding	SYNPCC7002_RS03270	SYNPCC7002_RS03270	Hsp20/alpha crystallin family protein
