cluster	database	geneset	geneset.name	no.genes	no.background	pvalue	FDR	cluster.size
cluster_3	STRING Clusters	CL:890	Mixed, incl. Protein-containing complex assembly, and Photosystem II oxygen evolving complex	18	29	2.68e-19	2.16e-17	63
cluster_3	COMPARTMENTS	GOCC:0009523	Photosystem II	17	27	2.57e-18	1.68e-16	63
cluster_3	GO Biological Process	GO:0019684	Photosynthesis, light reaction	18	32	1.01e-18	5.62e-16	63
cluster_3	STRING Clusters	CL:884	Mostly uncharacterized, incl. Protein-containing complex organization, and Metalloendopeptidase activity	21	66	9.7e-18	6.97e-16	63
cluster_3	GO Biological Process	GO:0006091	Generation of precursor metabolites and energy	26	122	2.34e-18	8.69e-16	63
cluster_3	GO Cellular Component	GO:0016020	Membrane	54	985	2.45e-16	2.06e-15	63
cluster_3	UniProt Keywords	KW-0604	Photosystem II	15	20	4.88e-17	3.48e-15	63
cluster_3	STRING Clusters	CL:1029	Photosystem II	14	15	7.37e-17	3.97e-15	63
cluster_3	GO Cellular Component	GO:0005886	Plasma membrane	39	457	1.08e-15	8.59e-15	63
cluster_3	COMPARTMENTS	GOCC:0016020	Membrane	40	476	5.34e-16	2.33e-14	63
cluster_3	GO Molecular Function	GO:0046906	Tetrapyrrole binding	17	34	4.96e-17	2.97e-14	63
cluster_3	GO Biological Process	GO:0022900	Electron transport chain	21	78	1.74e-16	4.83e-14	63
cluster_3	UniProt Keywords	KW-0472	Membrane	45	647	1.11e-15	5.94e-14	63
cluster_3	GO Cellular Component	GO:0009522	Photosystem I	12	13	1.64e-14	1.17e-13	63
cluster_3	GO Molecular Function	GO:0009055	Electron transfer activity	18	52	9.59e-16	2.87e-13	63
cluster_3	COMPARTMENTS	GOCC:0030075	Bacterial thylakoid	14	27	2.76e-14	1.03e-12	63
cluster_3	GO Biological Process	GO:0009767	Photosynthetic electron transport chain	12	14	3e-14	6.67e-12	63
cluster_3	STRING Clusters	CL:1076	Photosystem I	11	12	2.4e-13	1.19e-11	63
cluster_3	STRING Clusters	CL:893	Mixed, incl. Photosystem II assembly, and Photosystem II oxygen evolving complex	11	17	3.5e-12	1.62e-10	63
cluster_3	GO Molecular Function	GO:0016168	Chlorophyll binding	10	10	1.83e-12	3.66e-10	63
cluster_3	GO Cellular Component	GO:0016021	Integral component of membrane	40	689	1.04e-10	7.11e-10	63
cluster_3	COMPARTMENTS	GOCC:0009522	Photosystem I	9	10	4.88e-11	1.6e-9	63
cluster_3	UniProt Keywords	KW-0603	Photosystem I	9	10	4.88e-11	1.88e-9	63
cluster_3	UniProt Keywords	KW-1133	Transmembrane helix	38	602	4.39e-11	1.88e-9	63
cluster_3	STRING Clusters	CL:1033	Photosystem II	9	10	4.88e-11	2.1e-9	63
cluster_3	UniProt Keywords	KW-0249	Electron transport	12	38	2.53e-10	6.77e-9	63
cluster_3	UniProt Keywords	KW-0148	Chlorophyll	8	8	3.68e-10	8.74e-9	63
cluster_3	GO Molecular Function	GO:0005506	Iron ion binding	12	34	8.68e-11	1.3e-8	63
cluster_3	GO Molecular Function	GO:0045156	Electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	8	8	3.68e-10	4.4e-8	63
cluster_3	GO Cellular Component	GO:0005622	Intracellular anatomical structure	45	1063	7.88e-8	4.9e-7	63
cluster_3	UniProt Keywords	KW-0408	Iron	13	77	3.22e-8	6.89e-7	63
cluster_3	GO Cellular Component	GO:0009539	Photosystem II reaction center	6	7	1.3e-7	7.72e-7	63
cluster_3	GO Biological Process	GO:0009772	Photosynthetic electron transport in photosystem II	7	7	5.13e-9	9.5e-7	63
cluster_3	GO Cellular Component	GO:0005737	Cytoplasm	41	931	2.62e-7	1.5e-6	63
cluster_3	GO Molecular Function	GO:0016491	Oxidoreductase activity	23	274	1.75e-8	1.74e-6	63
cluster_3	COMPARTMENTS	GOCC:0032991	Protein-containing complex	27	406	6.82e-8	1.98e-6	63
cluster_3	GO Molecular Function	GO:0010242	Oxygen evolving activity	6	6	7.1e-8	6.07e-6	63
cluster_3	GO Biological Process	GO:0044237	Cellular metabolic process	48	1191	6.03e-8	9.58e-6	63
cluster_3	COMPARTMENTS	GOCC:0030096	Plasma membrane-derived thylakoid photosystem II	6	10	5.74e-7	1.5e-5	63
cluster_3	COMPARTMENTS	GOCC:0005622	Intracellular	42	1011	8.54e-7	2.03e-5	63
cluster_3	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle	15	146	9.71e-7	2.12e-5	63
cluster_3	COMPARTMENTS	GOCC:0043229	Intracellular organelle	21	298	1.53e-6	2.86e-5	63
cluster_3	STRING Clusters	CL:1043	Photosystem II cytochrome b559, N-terminal, and Photosynthetic electron transport in photosystem II	5	5	9.79e-7	3.96e-5	63
cluster_3	STRING Clusters	CL:1079	Photosystem I PsaA/PsaB, and Protein domain specific binding	5	5	9.79e-7	3.96e-5	63
cluster_3	GO Cellular Component	GO:0009538	Photosystem I reaction center	4	4	1.35e-5	7.44e-5	63
cluster_3	GO Molecular Function	GO:0046914	Transition metal ion binding	13	112	1.68e-6	1.3e-4	63
cluster_3	GO Cellular Component	GO:0031977	Thylakoid lumen	4	6	3.93e-5	2.1e-4	63
cluster_3	UniProt Keywords	KW-0349	Heme	6	20	1.39e-5	2.5e-4	63
cluster_3	GO Cellular Component	GO:0110165	Cellular anatomical entity	60	2158	7.04e-5	3.6e-4	63
cluster_3	UniProt Keywords	KW-0674	Reaction center	4	5	2.4e-5	3.9e-4	63
cluster_3	STRING Clusters	CL:896	Mixed, incl. Photosystem II assembly, and Tab2-like	5	10	1.07e-5	3.9e-4	63
cluster_3	GO Biological Process	GO:0065003	Protein-containing complex assembly	7	26	4.6e-6	6.4e-4	63
cluster_3	GO Molecular Function	GO:0020037	Heme binding	6	19	1.09e-5	7.2e-4	63
cluster_3	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex	8	55	4.93e-5	8.1e-4	63
cluster_3	STRING Clusters	CL:1034	Photosystem II stabilization, and Reaction center	4	5	2.4e-5	8.2e-4	63
cluster_3	STRING Clusters	CL:1112	Cytochrome c6, and Ferredoxin [2Fe-2S], plant	4	5	2.4e-5	8.2e-4	63
cluster_3	COMPARTMENTS	GOCC:0031977	Thylakoid lumen	4	7	6.07e-5	9.4e-4	63
cluster_3	GO Biological Process	GO:0008152	Metabolic process	50	1469	8.24e-6	0.001	63
cluster_3	UniProt Keywords	KW-0732	Signal	11	118	7.84e-5	0.0011	63
cluster_3	COMPARTMENTS	GOCC:0005886	Plasma membrane	17	276	1.1e-4	0.0016	63
cluster_3	GO Biological Process	GO:0010207	Photosystem II assembly	4	5	2.4e-5	0.0024	63
cluster_3	GO Cellular Component	GO:0031979	Plasma membrane-derived thylakoid lumen	3	5	5.1e-4	0.0025	63
cluster_3	STRING Clusters	CL:932	Mixed, incl. SnoaL-like domain, and Peptidase M41-like	4	8	8.96e-5	0.0028	63
cluster_3	GO Cellular Component	GO:0009654	Photosystem II oxygen evolving complex	3	6	7.6e-4	0.0031	63
cluster_3	COMPARTMENTS	GOCC:0009536	Plastid	6	36	2.4e-4	0.0033	63
cluster_3	GO Biological Process	GO:0009987	Cellular process	53	1705	4.88e-5	0.0045	63
cluster_3	Pfam	PF00124	Photosynthetic reaction centre protein	4	4	1.35e-5	0.0065	63
cluster_3	UniProt Keywords	KW-0479	Metal-binding	14	234	6.7e-4	0.0089	63
cluster_3	COMPARTMENTS	GOCC:0009507	Chloroplast	5	29	7.2e-4	0.009	63
cluster_3	COMPARTMENTS	GOCC:0031979	Plasma membrane-derived thylakoid lumen	3	6	7.6e-4	0.009	63
cluster_3	GO Cellular Component	GO:0043231	Intracellular membrane-bounded organelle	6	59	0.0026	0.0094	63
cluster_3	COMPARTMENTS	GOCC:0042651	Thylakoid membrane	5	31	9.4e-4	0.0099	63
cluster_3	COMPARTMENTS	GOCC:0031676	Plasma membrane-derived thylakoid membrane	3	7	0.0011	0.0108	63
cluster_3	GO Molecular Function	GO:0016682	Oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	3	3	1.9e-4	0.0113	63
cluster_3	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle	10	142	0.0014	0.013	63
cluster_3	GO Biological Process	GO:0009635	Response to herbicide	3	3	1.9e-4	0.015	63
cluster_3	STRING Clusters	CL:906	Mixed, incl. Protein of unknown function DUF4079, and Terpene metabolic process	3	5	5.1e-4	0.0151	63
cluster_3	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity	50	1726	0.0018	0.0156	63
cluster_3	STRING Clusters	CL:1058	Reaction center, and Photosystem II	3	6	7.6e-4	0.0213	63
cluster_3	UniProt Keywords	KW-0560	Oxidoreductase	8	101	0.0022	0.0276	63
cluster_3	UniProt Keywords	KW-0359	Herbicide resistance	2	2	0.0027	0.0325	63
cluster_3	GO Molecular Function	GO:0046872	Metal ion binding	19	387	6.7e-4	0.0337	63
cluster_3	Pfam	PF00421	Photosystem II protein	3	3	1.9e-4	0.0457	63
cluster_30	STRING Clusters	CL:3597	Sulfur metabolism	8	8	1.27e-19	8.22e-17	8
cluster_30	KEGG Pathways	syp00920	Sulfur metabolism	8	15	4.84e-18	4.69e-16	8
cluster_30	GO Biological Process	GO:1902358	Sulfate transmembrane transport	4	8	1.29e-8	1.43e-5	8
cluster_30	GO Molecular Function	GO:0015419	ABC-type sulfate transporter activity	3	3	2.95e-7	1.8e-4	8
cluster_30	KEGG Pathways	syp02010	ABC transporters	4	69	2.64e-5	0.0013	8
cluster_30	KEGG Pathways	syp00230	Purine metabolism	3	42	2e-4	0.005	8
cluster_30	KEGG Pathways	syp01120	Microbial metabolism in diverse environments	4	110	1.5e-4	0.005	8
cluster_30	GO Biological Process	GO:0070814	Hydrogen sulfide biosynthetic process	2	3	6.96e-5	0.0077	8
cluster_30	UniProt Keywords	KW-0764	Sulfate transport	2	2	4.18e-5	0.0089	8
cluster_30	GO Biological Process	GO:0000103	Sulfate assimilation	2	4	1e-4	0.0097	8
cluster_30	GO Molecular Function	GO:0070566	Adenylyltransferase activity	2	8	3.1e-4	0.0186	8
cluster_30	InterPro Domains	IPR005667	Sulphate ABC transporter permease protein 2	2	2	4.18e-5	0.0496	8
cluster_31	STRING Clusters	CL:3170	Amino-acid biosynthesis, and Aminotransferase	7	71	7.2e-11	4.66e-8	8
cluster_31	STRING Clusters	CL:3171	2-Oxocarboxylic acid metabolism, and Lysine biosynthesis	6	36	2.02e-10	6.54e-8	8
cluster_31	KEGG Pathways	syp00250	Alanine, aspartate and glutamate metabolism	5	22	2.94e-9	2.85e-7	8
cluster_31	KEGG Pathways	syp00220	Arginine biosynthesis	4	15	9.99e-8	4.84e-6	8
cluster_31	STRING Clusters	CL:3189	Arginine biosynthesis	3	6	1.24e-6	2e-4	8
cluster_31	UniProt Keywords	KW-0055	Arginine biosynthesis	3	8	2.42e-6	5.2e-4	8
cluster_31	KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	6	263	1.66e-5	5.4e-4	8
cluster_31	KEGG Pathways	syp01210	2-Oxocarboxylic acid metabolism	3	21	2.92e-5	7.1e-4	8
cluster_31	KEGG Pathways	syp01100	Metabolic pathways	7	550	7.35e-5	0.0014	8
cluster_31	KEGG Pathways	syp01230	Biosynthesis of amino acids	4	90	7.21e-5	0.0014	8
cluster_31	KEGG Pathways	syp00460	Cyanoamino acid metabolism	2	5	1.5e-4	0.002	8
cluster_31	GO Biological Process	GO:0006526	Arginine biosynthetic process	3	10	4.18e-6	0.0047	8
cluster_31	GO Biological Process	GO:1901605	Alpha-amino acid metabolic process	4	100	1.1e-4	0.0239	8
cluster_32	STRING Clusters	CL:93	Mostly uncharacterized, incl. Mo-dependent nitrogenase C-terminus, and Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	7	44	3.18e-12	2.06e-9	8
cluster_32	STRING Clusters	CL:94	Mostly uncharacterized, incl. Mo-dependent nitrogenase C-terminus, and Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	6	32	1.07e-10	2.3e-8	8
cluster_32	STRING Clusters	CL:130	Protein import, and DnaJ domain	4	5	3.28e-9	3.04e-7	8
cluster_32	STRING Clusters	CL:96	Mixed, incl. Mo-dependent nitrogenase C-terminus, and Protein import	5	24	4.31e-9	3.49e-7	8
cluster_33	STRING Clusters	CL:4638	Mixed, incl. Carbohydrate transport, and Glycerophospholipid metabolism	8	17	1.07e-17	6.91e-15	8
cluster_33	KEGG Pathways	syp02010	ABC transporters	8	69	2.08e-13	2.01e-11	8
cluster_33	COMPARTMENTS	GOCC:0043190	ATP-binding cassette (ABC) transporter complex	6	19	6.89e-12	1.81e-9	8
cluster_33	STRING Clusters	CL:4657	TOBE domain, and ABC-type maltose transporter activity	5	5	9.3e-12	3.01e-9	8
cluster_33	COMPARTMENTS	GOCC:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	4	4	1.83e-9	9.57e-8	8
cluster_33	GO Biological Process	GO:0006810	Transport	8	309	2.28e-8	2.54e-5	8
cluster_33	UniProt Keywords	KW-0813	Transport	6	134	3.4e-7	7.27e-5	8
cluster_33	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	4	19	2.27e-7	1.1e-4	8
cluster_33	GO Molecular Function	GO:0140359	ABC-type transporter activity	4	21	3.24e-7	1.9e-4	8
cluster_33	InterPro Domains	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	4	19	2.27e-7	2.7e-4	8
cluster_33	InterPro Domains	IPR035906	MetI-like superfamily	4	19	2.27e-7	2.7e-4	8
cluster_33	GO Biological Process	GO:0008643	Carbohydrate transport	3	9	3.22e-6	9e-4	8
cluster_33	GO Biological Process	GO:0055085	Transmembrane transport	6	235	8.68e-6	0.0019	8
cluster_33	GO Cellular Component	GO:0005886	Plasma membrane	7	457	2.1e-5	0.003	8
cluster_33	GO Cellular Component	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	2	2	4.18e-5	0.003	8
cluster_33	GO Molecular Function	GO:0015423	ABC-type maltose transporter activity	2	2	4.18e-5	0.0063	8
cluster_33	UniProt Keywords	KW-1003	Cell membrane	4	94	8.5e-5	0.0091	8
cluster_33	Pfam	PF08402	TOBE domain	2	2	4.18e-5	0.0101	8
cluster_33	Pfam	PF13416	Bacterial extracellular solute-binding protein	2	2	4.18e-5	0.0101	8
cluster_33	InterPro Domains	IPR015855	ABC transporter, maltose/maltodextrin import, MalK-like	2	2	4.18e-5	0.0165	8
cluster_33	InterPro Domains	IPR006059	Bacterial extracellular solute-binding protein	2	4	1e-4	0.0309	8
cluster_33	InterPro Domains	IPR008995	Molybdate/tungstate binding, C-terminal	2	4	1e-4	0.0309	8
cluster_34	COMPARTMENTS	GOCC:0031470	Carboxysome	7	13	2.71e-16	7.09e-14	7
cluster_34	STRING Clusters	CL:1596	Carbon fixation, and Iron-containing alcohol dehydrogenase	7	16	8.56e-16	5.54e-13	7
cluster_34	GO Cellular Component	GO:0031470	Carboxysome	7	21	4.14e-15	5.91e-13	7
cluster_34	GO Biological Process	GO:0015977	Carbon fixation	7	16	8.56e-16	9.52e-13	7
cluster_34	GO Molecular Function	GO:0043886	Structural constituent of carboxysome	7	19	2.3e-15	1.38e-12	7
cluster_34	SMART Domains	SM00877	Bacterial microcompartments are primitive organelles composed entirely of protein subunits. The prototypical bacterial microcompartment is the carboxysome, a protein shell for sequestering carbon fixation reactions. These proteins for hexameric ...	5	6	6.41e-12	6.8e-10	7
cluster_34	InterPro Domains	IPR000249	Bacterial microcompartment domain	5	6	6.41e-12	7.61e-9	7
cluster_34	InterPro Domains	IPR037233	CcmK-like superfamily	5	6	6.41e-12	7.61e-9	7
cluster_34	STRING Clusters	CL:1598	Carbon fixation	5	11	6.05e-11	9.78e-9	7
cluster_34	GO Biological Process	GO:0015979	Photosynthesis	7	111	1.84e-10	1.02e-7	7
cluster_34	STRING Clusters	CL:1610	CcmK-like superfamily	4	5	1.65e-9	1.78e-7	7
cluster_34	InterPro Domains	IPR046380	Carboxysome shell protein CcmK	4	4	9.16e-10	3.62e-7	7
cluster_34	InterPro Domains	IPR044872	CcmK/CsoS1, bacterial microcompartment domain	4	5	1.65e-9	4.88e-7	7
cluster_34	InterPro Domains	IPR020808	Bacterial microcompartments protein, conserved site	3	4	3.23e-7	7.67e-5	7
cluster_35	STRING Clusters	CL:89	Mixed, incl. Coiled coil, and Transmembrane helix	5	120	3.04e-6	0.002	7
cluster_35	STRING Clusters	CL:90	Mixed, incl. Coiled coil, and Transmembrane helix	4	109	7.69e-5	0.01	7
cluster_35	STRING Clusters	CL:281	Mixed, incl. Winged helix DNA-binding domain superfamily	2	5	1.1e-4	0.0118	7
cluster_36	STRING Clusters	CL:4680	Phosphate ion transport, and Polyphosphate metabolic process	7	12	1.76e-16	1.14e-13	7
cluster_36	GO Biological Process	GO:0006817	Phosphate ion transport	6	6	9.1e-15	1.01e-11	7
cluster_36	STRING Clusters	CL:4683	Phosphate ion transport	5	5	3.5e-12	4.53e-10	7
cluster_36	KEGG Pathways	syp02010	ABC transporters	5	69	2.15e-7	2.09e-5	7
cluster_36	UniProt Keywords	KW-0592	Phosphate transport	3	3	1.85e-7	3.96e-5	7
cluster_36	GO Molecular Function	GO:0005315	Inorganic phosphate transmembrane transporter activity	3	3	1.85e-7	1.1e-4	7
cluster_36	Reactome Pathways	MAP-9637628	Modulation by Mtb of host immune system	2	4	7.83e-5	0.0013	7
cluster_36	GO Biological Process	GO:0035435	Phosphate ion transmembrane transport	2	2	3.14e-5	0.0044	7
cluster_36	GO Molecular Function	GO:0042301	Phosphate ion binding	2	3	5.23e-5	0.0104	7
cluster_36	Pfam	PF12727	PBP superfamily domain	2	2	3.14e-5	0.0152	7
cluster_36	InterPro Domains	IPR024370	PBP domain	2	2	3.14e-5	0.0372	7
cluster_36	COMPARTMENTS	GOCC:0005886	Plasma membrane	5	276	1.7e-4	0.0434	7
cluster_37	STRING Clusters	CL:1917	Pilus organization, and Secretion	7	14	4.06e-16	2.63e-13	7
cluster_37	STRING Clusters	CL:1921	Type II/IV secretion system protein, and GspF/PilC family	4	5	1.65e-9	2.66e-7	7
cluster_37	InterPro Domains	IPR001482	Type II/IV secretion system protein	3	3	1.85e-7	2.2e-4	7
cluster_37	GO Biological Process	GO:0043711	Pilus organization	3	6	7.74e-7	8.6e-4	7
cluster_37	COMPARTMENTS	GOCC:0044096	Type IV pilus	2	3	5.23e-5	0.0137	7
cluster_37	Pfam	PF00482	Type II secretion system (T2SS), protein F	2	2	3.14e-5	0.0152	7
cluster_37	InterPro Domains	IPR003004	GspF/PilC family	2	2	3.14e-5	0.0186	7
cluster_37	InterPro Domains	IPR006321	Pilus retraction protein PilT/PilU	2	2	3.14e-5	0.0186	7
cluster_37	InterPro Domains	IPR018076	Type II secretion system protein GspF domain	2	2	3.14e-5	0.0186	7
cluster_37	InterPro Domains	IPR042094	Type II secretion system GspF domain superfamily	2	2	3.14e-5	0.0186	7
cluster_37	GO Biological Process	GO:0048870	Cell motility	2	5	1.1e-4	0.0406	7
cluster_38	STRING Clusters	CL:4465	Protein maturation, and CP12 domain	7	12	1.76e-16	1.14e-13	7
cluster_38	GO Biological Process	GO:0051604	Protein maturation	4	20	1.37e-7	1.5e-4	7
cluster_38	GO Molecular Function	GO:0016151	Nickel cation binding	3	13	5.12e-6	0.0031	7
cluster_38	STRING Clusters	CL:4467	ATPase complex, and Protein maturation	2	6	1.5e-4	0.0157	7
cluster_38	GO Molecular Function	GO:0046914	Transition metal ion binding	4	112	8.53e-5	0.0256	7
cluster_38	UniProt Keywords	KW-0533	Nickel	2	7	1.9e-4	0.0401	7
cluster_39	STRING Clusters	CL:4211	Mixed, incl. Radical SAM superfamily, and Phosphotransferase enzyme family	5	5	3.5e-12	2.26e-9	7
cluster_39	STRING Clusters	CL:4077	Mixed, incl. Polysaccharide metabolic process, and Glycosyl transferases group 1	7	74	1.21e-11	3.93e-9	7
cluster_4	KEGG Pathways	syp00230	Purine metabolism	10	42	6.68e-14	6.48e-12	18
cluster_4	GO Biological Process	GO:0009168	Purine ribonucleoside monophosphate biosynthetic process	9	22	2.8e-14	3.12e-11	18
cluster_4	GO Biological Process	GO:0006164	Purine nucleotide biosynthetic process	10	47	1.8e-13	4e-11	18
cluster_4	UniProt Keywords	KW-0658	Purine biosynthesis	8	17	4.3e-13	9.21e-11	18
cluster_4	STRING Clusters	CL:2994	Nucleoside monophosphate metabolic process, and Pyrimidine metabolism	10	54	6.2e-13	4.01e-10	18
cluster_4	GO Biological Process	GO:0009152	Purine ribonucleotide biosynthetic process	9	45	6.92e-12	5.92e-10	18
cluster_4	GO Biological Process	GO:0006189	De novo IMP biosynthetic process	7	17	3.53e-11	2.46e-9	18
cluster_4	UniProt Keywords	KW-0436	Ligase	9	68	1.96e-10	2.1e-8	18
cluster_4	STRING Clusters	CL:2996	Purine biosynthesis, and Glycine metabolic process	7	23	2.04e-10	4.39e-8	18
cluster_4	GO Biological Process	GO:0044271	Cellular nitrogen compound biosynthetic process	13	315	2.6e-9	9.96e-8	18
cluster_4	GO Biological Process	GO:0006139	Nucleobase-containing compound metabolic process	13	386	3.04e-8	1.09e-6	18
cluster_4	GO Biological Process	GO:1901566	Organonitrogen compound biosynthetic process	13	392	3.66e-8	1.27e-6	18
cluster_4	GO Molecular Function	GO:0016874	Ligase activity	9	105	7.08e-9	4.24e-6	18
cluster_4	GO Molecular Function	GO:0016879	Ligase activity, forming carbon-nitrogen bonds	7	44	1.08e-8	4.24e-6	18
cluster_4	GO Biological Process	GO:1901564	Organonitrogen compound metabolic process	15	663	1.6e-7	5.07e-6	18
cluster_4	GO Biological Process	GO:0034641	Cellular nitrogen compound metabolic process	14	581	3.61e-7	1.09e-5	18
cluster_4	GO Biological Process	GO:0044281	Small molecule metabolic process	12	416	9.28e-7	2.46e-5	18
cluster_4	GO Biological Process	GO:0006807	Nitrogen compound metabolic process	16	929	1.51e-6	3.72e-5	18
cluster_4	STRING Clusters	CL:3021	Phosphoribosylformylglycinamidine synthase activity, and Purine nucleobase metabolic process	4	7	3.63e-7	3.91e-5	18
cluster_4	GO Biological Process	GO:0044238	Primary metabolic process	16	972	2.96e-6	6.71e-5	18
cluster_4	UniProt Keywords	KW-0067	ATP-binding	9	213	2.42e-6	1.7e-4	18
cluster_4	GO Molecular Function	GO:0016884	Carbon-nitrogen ligase activity, with glutamine as amido-N-donor	4	12	1.96e-6	3.9e-4	18
cluster_4	GO Biological Process	GO:0071704	Organic substance metabolic process	16	1220	8.41e-5	0.0018	18
cluster_4	GO Biological Process	GO:0006541	Glutamine metabolic process	3	12	9.27e-5	0.002	18
cluster_4	UniProt Keywords	KW-0315	Glutamine amidotransferase	3	10	5.87e-5	0.0025	18
cluster_4	GO Molecular Function	GO:0005524	ATP binding	9	298	3.6e-5	0.0054	18
cluster_4	KEGG Pathways	syp01100	Metabolic pathways	11	550	1.3e-4	0.0056	18
cluster_4	KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	8	263	1.2e-4	0.0056	18
cluster_4	GO Biological Process	GO:0009113	Purine nucleobase biosynthetic process	2	3	3.7e-4	0.0079	18
cluster_4	STRING Clusters	CL:3066	Nucleoside phosphate catabolic process, and GMP metabolic process	3	12	9.27e-5	0.0086	18
cluster_4	KEGG Pathways	syp00970	Aminoacyl-tRNA biosynthesis	3	25	6.3e-4	0.0154	18
cluster_4	GO Molecular Function	GO:0004642	Phosphoribosylformylglycinamidine synthase activity	2	3	3.7e-4	0.0187	18
cluster_4	GO Biological Process	GO:0006520	Cellular amino acid metabolic process	5	139	0.0016	0.0305	18
cluster_4	GO Molecular Function	GO:0003824	Catalytic activity	16	1469	0.0012	0.0411	18
cluster_4	GO Molecular Function	GO:0043167	Ion binding	11	697	0.0012	0.0411	18
cluster_40	KEGG Pathways	syp00906	Carotenoid biosynthesis	2	9	2e-4	0.0198	6
cluster_41	STRING Clusters	CL:4418	Mixed, incl. ABC-2 transporter, and ABC-2 family transporter protein	6	21	4.18e-13	2.7e-10	6
cluster_41	STRING Clusters	CL:4445	Mixed, incl. ABC-2 family transporter protein, and Domain of unknown function DUF4162	5	7	3.15e-12	1.02e-9	6
cluster_41	Pfam	PF12698	ABC-2 family transporter protein	2	3	3.74e-5	0.0181	6
cluster_42	STRING Clusters	CL:4176	Mixed, incl. VapC-like Sll0205 protein, PIN domain, and Glycosyltransferase Family 4	6	6	1.3e-15	8.44e-13	6
cluster_43	STRING Clusters	CL:1571	Nitrogen metabolism, and NMT1/THI5 like	6	12	2.62e-14	1.7e-11	6
cluster_43	STRING Clusters	CL:1573	Mixed, incl. NMT1/THI5 like, and Nitrate import	5	6	1.84e-12	5.95e-10	6
cluster_43	KEGG Pathways	syp00910	Nitrogen metabolism	4	16	2.7e-8	2.62e-6	6
cluster_43	KEGG Pathways	syp02010	ABC transporters	4	69	5.89e-6	2.9e-4	6
cluster_44	STRING Clusters	CL:5107	Mixed, incl. Arc-type ribbon-helix-helix, and 1-deoxy-D-xylulose 5-phosphate metabolic process	3	5	2.96e-7	1.9e-4	6
cluster_44	STRING Clusters	CL:4850	Mixed, incl. Restriction endonuclease type II-like, and Nuclease activity	4	148	1.1e-4	0.0143	6
cluster_45	STRING Clusters	CL:4555	Mixed, incl. D-Ala-D-Ala carboxypeptidase 3 (S13) family, and Ammonia transport	5	10	1.19e-11	7.72e-9	6
cluster_45	STRING Clusters	CL:4557	D-Ala-D-Ala carboxypeptidase 3 (S13) family, and Peptidoglycan turnover	4	5	7.08e-10	1.53e-7	6
cluster_45	Pfam	PF02113	D-Ala-D-Ala carboxypeptidase 3 (S13) family	2	2	2.25e-5	0.0108	6
cluster_45	UniProt Keywords	KW-0121	Carboxypeptidase	2	4	5.6e-5	0.012	6
cluster_45	GO Molecular Function	GO:0004185	Serine-type carboxypeptidase activity	2	3	3.74e-5	0.0224	6
cluster_45	InterPro Domains	IPR000667	Peptidase S13, D-Ala-D-Ala carboxypeptidase C	2	2	2.25e-5	0.0266	6
cluster_46	STRING Clusters	CL:5145	Mixed, incl. S-adenosylmethionine metabolic process, and DNA alkylation	6	23	6.71e-13	4.34e-10	6
cluster_46	STRING Clusters	CL:5165	S-adenosylmethionine cycle	5	5	1e-12	4.34e-10	6
cluster_46	GO Biological Process	GO:0019284	L-methionine salvage from S-adenosylmethionine	5	5	1e-12	1.12e-9	6
cluster_46	GO Biological Process	GO:0019509	L-methionine salvage from methylthioadenosine	5	8	5.12e-12	1.42e-9	6
cluster_46	KEGG Pathways	syp00270	Cysteine and methionine metabolism	5	26	6.72e-10	6.52e-8	6
cluster_46	UniProt Keywords	KW-0486	Methionine biosynthesis	4	8	2.78e-9	5.94e-7	6
cluster_47	UniProt Keywords	KW-0671	Queuosine biosynthesis	6	7	2.42e-15	5.19e-13	6
cluster_47	GO Biological Process	GO:0008616	Queuosine biosynthetic process	6	8	4.24e-15	4.72e-12	6
cluster_47	STRING Clusters	CL:3643	Queuosine biosynthesis	5	6	1.84e-12	1.19e-9	6
cluster_47	KEGG Pathways	syp00790	Folate biosynthesis	3	20	9.25e-6	9e-4	6
cluster_48	STRING Clusters	CL:3101	Mixed, incl. Nicotinate and nicotinamide metabolism, and Pantothenate and CoA biosynthesis	5	35	2.6e-9	1.68e-6	6
cluster_48	STRING Clusters	CL:3156	Nicotinate and nicotinamide metabolism	3	6	4.44e-7	9.57e-5	6
cluster_48	KEGG Pathways	syp00760	Nicotinate and nicotinamide metabolism	3	16	5.08e-6	4.9e-4	6
cluster_48	COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane	3	25	1.7e-5	0.0045	6
cluster_48	GO Biological Process	GO:1902600	Proton transmembrane transport	3	21	1.06e-5	0.0117	6
