Geneid	Chr	Start	End	Strand	Length	15percent_7002-5_CO2-RNA-seq	15percent_7002-6_CO2-RNA-seq	15percent_7002-7_CO2-RNA-seq	15percent_7002-8_CO2-RNA-seq	1percent_7002-1_CO2-RNA-seq	1percent_7002-2_CO2-RNA-seq	1percent_7002-3_CO2-RNA-seq	1percent_7002-4_CO2-RNA-seq
gene-SYNPCC7002_RS12865	NC_010475.1	2715760	2716344	+	585	12906	13133	12948	26760	47022	48561	32960	71914
gene-SYNPCC7002_RS12870	NC_010475.1	2716489	2717508	+	1020	6815	7132	7023	14074	16316	21368	13985	29588
gene-SYNPCC7002_RS12875	NC_010475.1	2717605	2718408	+	804	1706	1679	1791	3677	3621	4668	2957	6316
gene-SYNPCC7002_RS12880	NC_010475.1	2718481	2721333	+	2853	1329	1148	1232	2697	3346	2812	2000	3477
gene-SYNPCC7002_RS12885	NC_010475.1	2721347	2724112	-	2766	5846	5066	6340	11492	7967	6507	4783	6337
gene-SYNPCC7002_RS12890	NC_010475.1	2724159	2727164	-	3006	16327	14259	17475	32466	19817	15660	11323	17993
gene-SYNPCC7002_RS12895	NC_010475.1	2727207	2727707	-	501	2750	2604	3046	6356	4669	3619	2618	3998
gene-SYNPCC7002_RS12900	NC_010475.1	2727747	2728112	-	366	1983	1932	2293	5065	3965	3183	2167	3510
gene-SYNPCC7002_RS12905	NC_010475.1	2728190	2729314	-	1125	4292	3781	5173	10633	7968	6265	4481	7166
gene-SYNPCC7002_RS12910	NC_010475.1	2729804	2731471	-	1668	1635	1333	1569	2987	3083	2119	1600	2361
gene-SYNPCC7002_RS12915	NC_010475.1	2731521	2732348	-	828	2097	1887	2056	4577	4346	2712	1873	3472
gene-SYNPCC7002_RS12920	NC_010475.1	2732437	2733684	-	1248	7572	6402	7450	16414	21232	12933	9234	16774
gene-SYNPCC7002_RS12925	NC_010475.1	2734031	2734834	-	804	5538	4495	5556	10280	12003	9182	5936	11595
gene-SYNPCC7002_RS12930	NC_010475.1	2735049	2736407	+	1359	1301	965	1132	2288	8141	3187	1827	3017
gene-SYNPCC7002_RS12935	NC_010475.1	2736631	2737353	+	723	5767	4608	5119	11559	15308	10778	7198	12395
gene-SYNPCC7002_RS12940	NC_010475.1	2737557	2738708	-	1152	814	814	915	1794	1256	1521	1183	1795
gene-SYNPCC7002_RS12945	NC_010475.1	2738845	2741157	-	2313	4035	3708	4088	8967	10552	10066	6296	11555
gene-SYNPCC7002_RS12950	NC_010475.1	2741227	2741985	-	759	99	128	141	222	234	197	135	143
gene-SYNPCC7002_RS12955	NC_010475.1	2742064	2742372	+	309	3278	2609	2876	6432	6761	4159	3284	4765
gene-SYNPCC7002_RS12960	NC_010475.1	2742481	2742816	+	336	7146	5591	6149	11575	10978	7201	5877	8195
gene-SYNPCC7002_RS12965	NC_010475.1	2742943	2744229	+	1287	5174	4101	5016	10218	8049	5351	3909	6630
gene-SYNPCC7002_RS12970	NC_010475.1	2744902	2745918	+	1017	262	283	281	668	230	296	185	439
gene-SYNPCC7002_RS12975	NC_010475.1	2745960	2747081	+	1122	431	491	497	1028	757	644	450	805
gene-SYNPCC7002_RS12980	NC_010475.1	2747089	2748411	-	1323	2944	2763	2988	5764	7069	5162	3751	6738
gene-SYNPCC7002_RS12985	NC_010475.1	2748493	2748966	+	474	588	545	557	1430	1652	1019	627	1149
gene-SYNPCC7002_RS12990	NC_010475.1	2748970	2749668	-	699	9481	8373	8958	19499	15734	12001	8625	14675
gene-SYNPCC7002_RS12995	NC_010475.1	2749996	2750454	-	459	101722	98475	99166	209764	129988	133109	91029	187349
gene-SYNPCC7002_RS13000	NC_010475.1	2750702	2750818	+	117	8066	8758	9796	21386	14911	14676	12806	14988
gene-SYNPCC7002_RS13005	NC_010475.1	2751035	2751532	+	498	1171	946	1176	2438	2042	2039	1247	2470
gene-SYNPCC7002_RS13010	NC_010475.1	2751615	2752757	+	1143	9629	8589	9783	21183	19295	15630	10141	18523
gene-SYNPCC7002_RS13015	NC_010475.1	2752774	2753373	+	600	2391	2024	2285	4226	4015	3207	2519	3838
gene-SYNPCC7002_RS13020	NC_010475.1	2753381	2754301	+	921	1531	1397	1578	3432	3980	3085	2069	3417
gene-SYNPCC7002_RS13025	NC_010475.1	2754441	2755202	-	762	3232	2871	3005	6965	10324	7422	4885	8163
gene-SYNPCC7002_RS13030	NC_010475.1	2755374	2758421	+	3048	1452	1227	1530	2974	3843	2850	1782	2936
gene-SYNPCC7002_RS13035	NC_010475.1	2758488	2761526	+	3039	3962	3119	3566	7082	21563	9339	5963	10660
gene-SYNPCC7002_RS13040	NC_010475.1	2761686	2764013	+	2328	61749	52247	62892	121769	77191	74922	50726	93903
gene-SYNPCC7002_RS13045	NC_010475.1	2764152	2764718	+	567	9118	7911	9469	19037	12849	11568	8201	13694
gene-SYNPCC7002_RS16495	NC_010475.1	2764755	2764937	+	183	31232	40083	37514	105921	80041	56450	51588	57358
gene-SYNPCC7002_RS13050	NC_010475.1	2764977	2765558	-	582	1191	1025	1129	2288	1982	1967	1416	2511
gene-SYNPCC7002_RS13055	NC_010475.1	2765572	2766645	-	1074	843	697	727	1563	1562	1150	747	1170
gene-SYNPCC7002_RS13060	NC_010475.1	2766821	2768170	+	1350	5823	4208	5096	9469	10698	7512	5901	8682
gene-SYNPCC7002_RS13065	NC_010475.1	2768206	2769006	-	801	3160	2729	3164	6629	5065	4023	3090	4909
gene-SYNPCC7002_RS13070	NC_010475.1	2769145	2770068	+	924	4701	4510	5293	9384	3841	6862	4748	8266
gene-SYNPCC7002_RS16750	NC_010475.1	2770440	2770733	+	294	99	118	98	178	100	110	81	137
gene-SYNPCC7002_RS13075	NC_010475.1	2770770	2771228	-	459	2473	2315	2386	5610	8988	5652	3727	6350
gene-SYNPCC7002_RS13080	NC_010475.1	2771313	2772512	-	1200	7011	6290	7047	14415	6910	8452	6336	10606
gene-SYNPCC7002_RS16215	NC_010475.1	2772639	2773292	+	654	69	58	94	141	204	126	109	181
gene-SYNPCC7002_RS13090	NC_010475.1	2773321	2773581	-	261	231	229	268	558	1039	704	468	863
gene-SYNPCC7002_RS13095	NC_010475.1	2773562	2773765	-	204	180	238	205	479	895	639	396	745
gene-SYNPCC7002_RS13100	NC_010475.1	2773808	2774719	-	912	449	361	417	925	956	830	596	887
gene-SYNPCC7002_RS13105	NC_010475.1	2774720	2775502	-	783	1435	1333	1458	3034	3411	2648	1874	2924
gene-SYNPCC7002_RS16220	NC_010475.1	2775614	2779906	+	4293	2565	2527	2538	5751	10159	7456	5135	8445
gene-SYNPCC7002_RS13115	NC_010475.1	2779925	2780725	-	801	9766	7822	9511	19380	20501	16850	11765	18214
gene-SYNPCC7002_RS13120	NC_010475.1	2781024	2781920	+	897	4037	3627	4182	6766	7498	5189	4433	6041
gene-SYNPCC7002_RS13125	NC_010475.1	2781975	2784011	+	2037	2109	1660	1921	3893	6015	4291	2937	4647
gene-SYNPCC7002_RS13130	NC_010475.1	2784219	2784404	+	186	484	552	563	1448	1142	853	564	908
gene-SYNPCC7002_RS13135	NC_010475.1	2784506	2785222	+	717	924	1005	1015	2137	2676	1792	1196	1933
gene-SYNPCC7002_RS13140	NC_010475.1	2785287	2785466	+	180	95	69	74	181	251	150	138	157
gene-SYNPCC7002_RS13145	NC_010475.1	2785548	2785874	-	327	178	147	117	341	220	253	191	338
gene-SYNPCC7002_RS13150	NC_010475.1	2786141	2787436	+	1296	17348	12930	14166	28162	24295	20492	15125	23300
gene-SYNPCC7002_RS13155	NC_010475.1	2787668	2788366	+	699	788	758	813	1637	1442	1228	928	1383
gene-SYNPCC7002_RS13160	NC_010475.1	2788546	2789691	+	1146	9658	7927	9442	19029	29202	23073	15868	30089
gene-SYNPCC7002_RS13165	NC_010475.1	2789866	2790381	+	516	1264	1205	1306	2683	3723	2389	1770	3011
gene-SYNPCC7002_RS16755	NC_010475.1	2790586	2790750	-	165	112	110	99	186	172	148	119	162
gene-SYNPCC7002_RS13170	NC_010475.1	2790864	2791523	-	660	719	631	784	1574	1630	1327	905	1549
gene-SYNPCC7002_RS13175	NC_010475.1	2791599	2792423	-	825	1778	1447	1605	2990	3199	2698	1922	2943
gene-SYNPCC7002_RS13180	NC_010475.1	2792496	2793509	-	1014	433	377	488	1014	1351	1072	698	1148
gene-SYNPCC7002_RS13185	NC_010475.1	2793687	2793890	-	204	701	790	749	1907	1892	1602	1114	1522
gene-SYNPCC7002_RS13190	NC_010475.1	2794116	2794580	+	465	6303	5683	7265	13436	14581	10902	9461	15466
gene-SYNPCC7002_RS13195	NC_010475.1	2794648	2795115	+	468	9981	8705	10093	21163	22852	17766	12518	22787
gene-SYNPCC7002_RS13200	NC_010475.1	2795202	2796203	-	1002	58310	45684	52264	109534	82783	64174	48492	79474
gene-SYNPCC7002_RS13205	NC_010475.1	2796584	2796655	-	72	2	0	6	0	0	0	0	0
gene-SYNPCC7002_RS13210	NC_010475.1	2796741	2798285	-	1545	1657	1153	1440	2721	2136	1756	1476	1870
gene-SYNPCC7002_RS13215	NC_010475.1	2798782	2799360	+	579	2258	1927	2079	4150	4150	3412	2652	4168
gene-SYNPCC7002_RS13220	NC_010475.1	2799409	2800212	-	804	3087	2287	2411	5223	4225	4535	3253	5625
gene-SYNPCC7002_RS13225	NC_010475.1	2800311	2800988	-	678	8986	7546	7644	14362	11461	12421	9856	15119
gene-SYNPCC7002_RS13230	NC_010475.1	2800991	2801461	-	471	6396	5145	5514	9457	6754	8077	6850	10402
gene-SYNPCC7002_RS13235	NC_010475.1	2801596	2802078	-	483	5411	4617	4861	9104	6555	7144	5392	9730
gene-SYNPCC7002_RS13240	NC_010475.1	2802108	2802815	-	708	11546	10501	10949	20163	13545	14689	11444	20289
gene-SYNPCC7002_RS13245	NC_010475.1	2802881	2803393	-	513	8352	7448	8174	14785	9866	11217	9131	16175
gene-SYNPCC7002_RS13250	NC_010475.1	2803417	2804232	-	816	6669	5883	5950	11342	8587	10987	7696	15004
gene-SYNPCC7002_RS13255	NC_010475.1	2804623	2805132	-	510	732	565	686	1128	1794	1216	1008	1467
gene-SYNPCC7002_RS13260	NC_010475.1	2805213	2806850	+	1638	1692	1515	1742	3550	2743	2152	1586	2703
gene-SYNPCC7002_RS13265	NC_010475.1	2806948	2807427	+	480	194	183	192	352	413	343	236	340
gene-SYNPCC7002_RS13270	NC_010475.1	2807513	2807941	+	429	156	147	192	308	318	310	245	305
gene-SYNPCC7002_RS13275	NC_010475.1	2807983	2808396	+	414	174	122	145	265	330	275	192	250
gene-SYNPCC7002_RS13280	NC_010475.1	2808504	2809922	+	1419	1379	1118	1347	2762	4164	3336	2194	3525
gene-SYNPCC7002_RS13285	NC_010475.1	2809957	2810961	+	1005	942	814	1011	1877	2506	1936	1408	2066
gene-SYNPCC7002_RS13290	NC_010475.1	2810927	2814250	+	3324	2291	2000	2221	4754	5158	4325	3208	4460
gene-SYNPCC7002_RS13295	NC_010475.1	2814243	2815460	+	1218	1023	963	1046	1754	2310	1885	1352	2044
gene-SYNPCC7002_RS13300	NC_010475.1	2815467	2816627	+	1161	1274	1034	1212	2100	2533	2267	1661	2526
gene-SYNPCC7002_RS16225	NC_010475.1	2816749	2817567	+	819	246	183	232	360	413	374	265	383
gene-SYNPCC7002_RS13310	NC_010475.1	2817668	2818120	-	453	905	937	983	1896	2426	1572	1131	1651
gene-SYNPCC7002_RS13315	NC_010475.1	2818301	2820019	+	1719	3671	3192	3432	6637	6282	4158	3288	4850
gene-SYNPCC7002_RS13320	NC_010475.1	2820114	2820671	+	558	780	831	798	1426	713	1045	819	1138
gene-SYNPCC7002_RS13325	NC_010475.1	2820684	2821985	-	1302	872	802	817	1805	3900	2550	1672	2611
gene-SYNPCC7002_RS13330	NC_010475.1	2822360	2823712	+	1353	3301	2717	2920	6764	7434	4759	3429	5508
gene-SYNPCC7002_RS13335	NC_010475.1	2823772	2824698	-	927	495	388	497	1127	961	707	478	789
gene-SYNPCC7002_RS13340	NC_010475.1	2824867	2825436	+	570	3546	3115	3592	7171	6468	3882	3010	4596
gene-SYNPCC7002_RS13345	NC_010475.1	2825628	2826626	+	999	9434	8925	10162	20735	18115	13982	10694	19771
gene-SYNPCC7002_RS13350	NC_010475.1	2826736	2827779	-	1044	2846	3305	3764	7215	9976	10297	6504	12555
gene-SYNPCC7002_RS16760	NC_010475.1	2827884	2828039	-	156	12	3	4	18	28	22	7	19
gene-SYNPCC7002_RS13355	NC_010475.1	2828294	2829478	+	1185	2328	2180	2474	4953	5981	5690	4223	6516
gene-SYNPCC7002_RS13360	NC_010475.1	2829489	2830175	-	687	930	762	836	1892	2096	1220	901	1638
gene-SYNPCC7002_RS13365	NC_010475.1	2830181	2832169	-	1989	6282	5774	6390	12691	13028	8860	6155	10926
gene-SYNPCC7002_RS13370	NC_010475.1	2832402	2832938	-	537	11878	11232	12370	26093	27741	18555	13391	21927
gene-SYNPCC7002_RS13375	NC_010475.1	2833147	2834055	+	909	1260	1057	1183	2638	2870	2240	1399	2666
gene-SYNPCC7002_RS13380	NC_010475.1	2834110	2834628	+	519	2930	2296	2685	5679	7277	4919	3546	5858
gene-SYNPCC7002_RS13385	NC_010475.1	2834815	2835246	+	432	1015	1089	1152	2404	1239	1402	958	2020
gene-SYNPCC7002_RS13390	NC_010475.1	2835392	2836984	+	1593	5524	4769	5125	10940	10882	7068	5149	8618
gene-SYNPCC7002_RS13395	NC_010475.1	2837152	2837766	+	615	3865	3402	3503	7751	7025	4928	3482	4873
gene-SYNPCC7002_RS13400	NC_010475.1	2837776	2838930	+	1155	2768	2346	2668	5466	4984	3443	2548	3948
gene-SYNPCC7002_RS13405	NC_010475.1	2839082	2840143	+	1062	3196	2705	3078	7200	7443	5657	3708	6608
gene-SYNPCC7002_RS13410	NC_010475.1	2840161	2841174	-	1014	1015	992	1140	2175	3468	2509	1666	2708
gene-SYNPCC7002_RS13415	NC_010475.1	2841246	2842121	-	876	1061	1094	1128	2442	3485	2883	1796	3613
gene-SYNPCC7002_RS13420	NC_010475.1	2842193	2842402	-	210	486	428	492	901	1332	960	795	1134
gene-SYNPCC7002_RS13425	NC_010475.1	2842436	2843050	-	615	230	229	247	484	626	412	324	517
gene-SYNPCC7002_RS13430	NC_010475.1	2843037	2843336	-	300	214	215	210	411	548	314	324	417
gene-SYNPCC7002_RS13435	NC_010475.1	2843439	2844593	-	1155	789	801	786	1773	2102	1251	947	1677
gene-SYNPCC7002_RS16765	NC_010475.1	2844832	2845014	+	183	26	22	19	22	95	34	26	32
gene-SYNPCC7002_RS13440	NC_010475.1	2845009	2845245	-	237	2784	2390	2983	6434	6525	4083	2926	5168
gene-SYNPCC7002_RS13445	NC_010475.1	2845290	2845991	-	702	4718	4028	4682	9621	5653	3799	2642	5079
gene-SYNPCC7002_RS13450	NC_010475.1	2846113	2847009	+	897	126	117	125	294	278	194	137	258
gene-SYNPCC7002_RS13455	NC_010475.1	2847069	2847150	-	82	30	40	44	60	71	70	39	59
gene-SYNPCC7002_RS13460	NC_010475.1	2847278	2848531	-	1254	3712	3178	3723	7919	9190	6284	4344	7571
gene-SYNPCC7002_RS13465	NC_010475.1	2848589	2849383	-	795	2481	2104	2345	5190	4910	3402	2455	4225
gene-SYNPCC7002_RS13470	NC_010475.1	2849435	2850172	-	738	4524	3900	4486	8704	8838	6176	4529	7666
gene-SYNPCC7002_RS17110	NC_010475.1	2850204	2850704	-	501	1472	1259	1422	3025	4196	3070	2001	3527
gene-SYNPCC7002_RS17115	NC_010475.1	2850725	2851501	-	777	3392	2946	3177	6394	9359	7125	4921	8498
gene-SYNPCC7002_RS13480	NC_010475.1	2851667	2852623	-	957	16543	13316	14152	29396	38254	27834	19571	32897
gene-SYNPCC7002_RS13485	NC_010475.1	2852939	2853652	+	714	1484	1313	1367	2852	2355	1811	1394	2171
gene-SYNPCC7002_RS13490	NC_010475.1	2853612	2854265	-	654	633	514	639	1375	1455	1085	824	1321
gene-SYNPCC7002_RS13495	NC_010475.1	2854801	2855439	-	639	893	746	784	1996	1520	978	729	1102
gene-SYNPCC7002_RS13500	NC_010475.1	2855581	2856081	-	501	4076	3878	3950	8298	8277	5096	3676	6420
gene-SYNPCC7002_RS13505	NC_010475.1	2856490	2857017	+	528	1366	1451	1449	3019	3867	3533	2402	4422
gene-SYNPCC7002_RS13510	NC_010475.1	2857051	2859003	+	1953	4064	3802	4075	8283	9081	8159	5773	9499
gene-SYNPCC7002_RS13515	NC_010475.1	2859000	2859440	+	441	722	690	730	1642	1755	1314	1016	1633
gene-SYNPCC7002_RS16230	NC_010475.1	2859613	2861229	+	1617	8639	7847	8735	17543	17998	13625	9581	16084
gene-SYNPCC7002_RS13525	NC_010475.1	2861308	2863239	+	1932	4385	3971	4465	8931	6765	4815	3327	5812
gene-SYNPCC7002_RS13530	NC_010475.1	2863236	2864435	-	1200	2021	1654	1934	4138	5366	4283	2798	4544
gene-SYNPCC7002_RS13535	NC_010475.1	2864563	2865660	-	1098	5492	3804	4416	9595	17843	7869	5303	9148
gene-SYNPCC7002_RS13540	NC_010475.1	2865898	2866887	+	990	4070	3231	3592	7611	10120	7215	4718	8699
gene-SYNPCC7002_RS13545	NC_010475.1	2867004	2867076	+	73	84	138	136	156	172	100	72	78
gene-SYNPCC7002_RS13550	NC_010475.1	2867140	2868186	+	1047	138	151	115	289	203	157	105	144
gene-SYNPCC7002_RS13555	NC_010475.1	2868183	2868680	-	498	552	474	543	1048	1185	869	585	974
gene-SYNPCC7002_RS13560	NC_010475.1	2868737	2869186	-	450	279	222	228	516	823	601	358	656
gene-SYNPCC7002_RS13565	NC_010475.1	2869296	2871488	+	2193	870	555	697	1248	2194	1718	1185	1958
gene-SYNPCC7002_RS13570	NC_010475.1	2871485	2872885	-	1401	894	827	893	2076	1268	1058	746	1338
gene-SYNPCC7002_RS13575	NC_010475.1	2873287	2873601	+	315	449	373	468	844	1120	788	640	883
gene-SYNPCC7002_RS13580	NC_010475.1	2873857	2874219	+	363	16518	14589	16388	34207	24192	16461	11464	19001
gene-SYNPCC7002_RS13585	NC_010475.1	2874210	2874941	+	732	33939	27284	32384	59279	42514	29090	20699	35902
gene-SYNPCC7002_RS13590	NC_010475.1	2874945	2875469	+	525	20646	18152	21278	41262	30362	20246	14084	24172
gene-SYNPCC7002_RS13595	NC_010475.1	2875643	2876566	+	924	898	814	971	1868	1074	1250	920	1713
gene-SYNPCC7002_RS13600	NC_010475.1	2876583	2877068	-	486	516	406	561	1148	1399	1030	657	1032
gene-SYNPCC7002_RS13605	NC_010475.1	2877132	2877749	-	618	1615	1396	2086	3978	2371	2673	2029	2920
gene-SYNPCC7002_RS13610	NC_010475.1	2878046	2879500	+	1455	6743	6670	9135	17680	7428	6789	5073	8029
gene-SYNPCC7002_RS13615	NC_010475.1	2879706	2880749	-	1044	23628	16284	19173	38853	56382	26706	21313	31670
gene-SYNPCC7002_RS13620	NC_010475.1	2880803	2881027	+	225	145	100	114	267	550	295	223	468
gene-SYNPCC7002_RS13625	NC_010475.1	2881117	2881434	+	318	1021	943	889	1924	2648	1803	1227	1954
gene-SYNPCC7002_RS13630	NC_010475.1	2881514	2881801	+	288	855	848	851	1791	2483	1797	1306	2040
gene-SYNPCC7002_RS13635	NC_010475.1	2881894	2883105	+	1212	3677	3284	3749	8317	8982	7369	4346	7996
gene-SYNPCC7002_RS13640	NC_010475.1	2883110	2883763	+	654	914	776	881	1928	2257	1702	1115	2052
gene-SYNPCC7002_RS13645	NC_010475.1	2883894	2885138	+	1245	2909	2693	2763	5518	9081	7980	5693	9035
gene-SYNPCC7002_RS13650	NC_010475.1	2885155	2885361	-	207	323	361	384	788	850	569	456	665
gene-SYNPCC7002_RS13655	NC_010475.1	2885395	2886135	-	741	823	730	757	1871	2305	1572	1131	1698
gene-SYNPCC7002_RS13660	NC_010475.1	2886278	2888239	-	1962	95458	77970	89528	166572	167528	147213	106203	158202
gene-SYNPCC7002_RS13670	NC_010475.1	2888989	2889444	-	456	806	614	732	1537	2207	1684	1021	1910
gene-SYNPCC7002_RS13675	NC_010475.1	2889501	2890646	-	1146	2431	2129	2374	4835	9702	8011	4963	8201
gene-SYNPCC7002_RS17015	NC_010475.1	2890825	2890965	+	141	332	261	355	695	1002	569	592	700
gene-SYNPCC7002_RS13685	NC_010475.1	2891214	2891984	+	771	3448	2966	3926	8407	6335	6140	4119	6279
gene-SYNPCC7002_RS13690	NC_010475.1	2891967	2893604	-	1638	2037	1997	2376	4810	3643	3709	2647	4402
gene-SYNPCC7002_RS13695	NC_010475.1	2893654	2895018	-	1365	2947	2851	2989	6007	4788	5324	3280	6084
gene-SYNPCC7002_RS13700	NC_010475.1	2895186	2895710	-	525	1480	1275	1355	3095	5069	2799	1729	2759
gene-SYNPCC7002_RS13705	NC_010475.1	2895822	2896022	-	201	951	867	1150	2486	2599	2237	1399	2549
gene-SYNPCC7002_RS13710	NC_010475.1	2896206	2897753	-	1548	3405	2630	3011	5874	7581	6019	4380	7099
gene-SYNPCC7002_RS13715	NC_010475.1	2897987	2899075	+	1089	1327	1132	1322	2759	2046	1429	987	1891
gene-SYNPCC7002_RS13720	NC_010475.1	2899092	2900057	-	966	1056	856	962	2121	2230	1695	1090	2023
gene-SYNPCC7002_RS13725	NC_010475.1	2900206	2900916	-	711	524	453	523	879	1326	937	648	1158
gene-SYNPCC7002_RS13730	NC_010475.1	2901120	2901584	+	465	2596	2443	2936	5622	3899	4390	2725	5407
gene-SYNPCC7002_RS13735	NC_010475.1	2901628	2902188	+	561	4062	3651	4069	8774	8962	8488	6014	10559
gene-SYNPCC7002_RS13740	NC_010475.1	2902289	2902426	-	138	2967	3711	3455	4559	4110	2653	4278	2667
gene-SYNPCC7002_RS13745	NC_010475.1	2902453	2903589	-	1137	2653	2012	2285	4933	4773	3195	2341	3579
gene-SYNPCC7002_RS13750	NC_010475.1	2903671	2904126	-	456	5918	5029	5916	12141	18950	13555	10025	17931
gene-SYNPCC7002_RS13755	NC_010475.1	2904433	2905221	+	789	135	142	117	307	451	309	220	357
gene-SYNPCC7002_RS13760	NC_010475.1	2905201	2905638	-	438	1183	1172	1266	2662	2817	1704	1144	1980
gene-SYNPCC7002_RS13765	NC_010475.1	2905830	2905947	-	118	93	154	172	213	165	119	57	182
gene-SYNPCC7002_RS13770	NC_010475.1	2906027	2908838	-	2812	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS13775	NC_010475.1	2909046	2909121	-	76	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS13780	NC_010475.1	2909161	2909234	-	74	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS13785	NC_010475.1	2909356	2910845	-	1490	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS13790	NC_010475.1	2911256	2913007	-	1752	2564	2090	2390	4674	3851	2546	1751	3136
gene-SYNPCC7002_RS13795	NC_010475.1	2913148	2914287	+	1140	2273	1885	2214	4816	5847	4170	2672	4725
gene-SYNPCC7002_RS13800	NC_010475.1	2914281	2915198	-	918	382	369	444	925	1077	840	548	975
gene-SYNPCC7002_RS13805	NC_010475.1	2915239	2915583	+	345	619	602	642	1375	2381	1761	1242	2084
gene-SYNPCC7002_RS13810	NC_010475.1	2915708	2917339	-	1632	10321	8188	9036	16626	16872	14341	11349	15761
gene-SYNPCC7002_RS13815	NC_010475.1	2917519	2918301	+	783	1821	1642	1397	4166	4375	3315	2211	3594
gene-SYNPCC7002_RS13820	NC_010475.1	2918298	2919731	-	1434	3422	2638	3174	6676	6938	4672	3408	5375
gene-SYNPCC7002_RS13825	NC_010475.1	2919846	2921621	-	1776	33720	27005	29549	62285	55066	47245	32638	56377
gene-SYNPCC7002_RS13830	NC_010475.1	2921989	2924106	-	2118	412	409	397	760	861	593	447	633
gene-SYNPCC7002_RS13835	NC_010475.1	2924260	2925549	+	1290	2247	1764	2079	4035	9206	6863	4557	7959
gene-SYNPCC7002_RS16770	NC_010475.1	2925797	2925949	-	153	55	63	49	127	180	117	74	130
gene-SYNPCC7002_RS13840	NC_010475.1	2926190	2926420	+	231	272	265	210	542	966	665	465	671
gene-SYNPCC7002_RS13845	NC_010475.1	2926531	2926779	+	249	75	87	72	185	365	223	131	305
gene-SYNPCC7002_RS13850	NC_010475.1	2927084	2927542	-	459	1026	966	1208	2293	3405	2979	2214	3493
gene-SYNPCC7002_RS13860	NC_010475.1	2928687	2929079	+	393	295	260	318	635	912	696	503	822
gene-SYNPCC7002_RS13865	NC_010475.1	2929220	2930419	+	1200	12420	9871	11169	23662	26427	22582	15949	24993
gene-SYNPCC7002_RS13870	NC_010475.1	2930623	2931576	+	954	1358	1211	1421	3134	3490	2992	1948	3220
gene-SYNPCC7002_RS13875	NC_010475.1	2931568	2931903	-	336	2298	1677	1918	4125	10379	5991	4304	6880
gene-SYNPCC7002_RS13880	NC_010475.1	2932105	2932818	-	714	378	279	358	683	2508	1161	755	1479
gene-SYNPCC7002_RS13885	NC_010475.1	2932931	2933893	-	963	11040	8992	9534	22157	77395	37026	22812	43873
gene-SYNPCC7002_RS13890	NC_010475.1	2934129	2935514	+	1386	1978	1965	1980	3978	4955	3652	2244	4168
gene-SYNPCC7002_RS13895	NC_010475.1	2935883	2936161	+	279	1448	1303	1584	3050	4359	2941	2091	3683
gene-SYNPCC7002_RS13900	NC_010475.1	2936469	2938181	+	1713	518176	431188	511923	966515	1069184	688011	480807	881079
gene-SYNPCC7002_RS13905	NC_010475.1	2938424	2939290	+	867	1137	959	1228	2333	1825	1230	917	1412
gene-SYNPCC7002_RS13910	NC_010475.1	2939268	2940338	-	1071	1599	1460	1480	3501	4915	3475	2238	3888
gene-SYNPCC7002_RS13915	NC_010475.1	2940458	2942725	-	2268	11069	9702	10890	22820	30976	21268	14309	26605
gene-SYNPCC7002_RS13920	NC_010475.1	2943033	2943404	+	372	283	253	290	594	842	567	467	578
gene-SYNPCC7002_RS13925	NC_010475.1	2943370	2944605	-	1236	1945	1879	2006	4582	5411	3786	2472	4245
gene-SYNPCC7002_RS13930	NC_010475.1	2944829	2946418	+	1590	12086	10614	13028	28396	18465	14969	10947	17169
gene-SYNPCC7002_RS13935	NC_010475.1	2946612	2947370	+	759	342	246	337	622	725	523	332	635
gene-SYNPCC7002_RS13940	NC_010475.1	2947451	2947810	+	360	999	895	992	2196	4424	3564	2194	4045
gene-SYNPCC7002_RS13950	NC_010475.1	2948685	2949389	+	705	570	605	614	1434	1708	1280	841	1357
gene-SYNPCC7002_RS13955	NC_010475.1	2949400	2949624	-	225	206	209	210	410	350	274	255	340
gene-SYNPCC7002_RS13960	NC_010475.1	2949666	2950190	-	525	978	803	883	2024	1971	1233	1145	1507
gene-SYNPCC7002_RS13965	NC_010475.1	2950342	2951376	+	1035	759	653	722	1515	1373	1023	789	1199
gene-SYNPCC7002_RS13970	NC_010475.1	2951373	2952356	-	984	630	570	663	1212	1457	1080	751	1314
gene-SYNPCC7002_RS13975	NC_010475.1	2952481	2953191	-	711	520	521	628	1250	1528	965	741	1168
gene-SYNPCC7002_RS13980	NC_010475.1	2953238	2954317	-	1080	3299	2932	3120	6571	7867	5418	3840	6842
gene-SYNPCC7002_RS13985	NC_010475.1	2954505	2955695	+	1191	368	445	395	868	1036	662	463	806
gene-SYNPCC7002_RS13990	NC_010475.1	2955726	2956664	+	939	1287	997	1166	2680	2239	1707	1226	1913
gene-SYNPCC7002_RS13995	NC_010475.1	2956689	2957591	-	903	4682	3755	4365	9523	13655	6840	4465	7864
gene-SYNPCC7002_RS14000	NC_010475.1	2957684	2958352	-	669	2403	2243	2645	5883	7278	5106	3192	5843
gene-SYNPCC7002_RS14005	NC_010475.1	2958572	2959690	-	1119	320	304	331	804	833	592	394	715
