Geneid	Chr	Start	End	Strand	Length	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation
gene-SYNPCC7002_RS11380	NC_010475.1	2375097	2376689	+	1593	2564	1782	1669	1724	1875	1759	1596	1387	2198	2836	2004	2518	2160	1231	1799	1491
gene-SYNPCC7002_RS11385	NC_010475.1	2376944	2378479	+	1536	340	324	312	286	1156	982	871	890	908	1127	691	920	787	648	827	650
gene-SYNPCC7002_RS11390	NC_010475.1	2378712	2379182	+	471	1581	1171	1643	1201	1713	1246	1278	1129	1572	1831	1155	1373	1045	922	1280	843
gene-SYNPCC7002_RS11395	NC_010475.1	2379243	2381168	+	1926	2570	1798	2091	1692	2856	2500	2314	2143	2914	3485	2063	2924	2198	1603	2041	1485
gene-SYNPCC7002_RS11400	NC_010475.1	2381350	2382318	+	969	2881	2533	2541	2582	6249	4522	4497	4346	4906	6014	3863	4580	4321	3237	4434	3317
gene-SYNPCC7002_RS11405	NC_010475.1	2382321	2383001	-	681	356	284	315	334	483	324	312	332	444	640	373	621	374	322	360	300
gene-SYNPCC7002_RS11410	NC_010475.1	2383011	2384207	-	1197	1411	1279	1143	1119	1720	1482	1258	1163	1447	2220	1385	2441	1606	1126	1524	1041
gene-SYNPCC7002_RS11415	NC_010475.1	2384495	2384845	-	351	240	209	239	219	267	214	181	184	225	298	232	219	193	177	256	164
gene-SYNPCC7002_RS11420	NC_010475.1	2385142	2385756	+	615	1191	897	1012	1075	917	650	552	626	858	1034	696	825	742	547	728	586
gene-SYNPCC7002_RS11425	NC_010475.1	2385857	2387131	+	1275	618	450	622	508	840	683	604	535	599	894	574	775	693	435	510	435
gene-SYNPCC7002_RS11430	NC_010475.1	2387169	2388209	-	1041	762	622	566	533	1177	1008	922	946	1606	2118	1302	1738	1383	1094	1504	1130
gene-SYNPCC7002_RS11435	NC_010475.1	2388373	2388609	+	237	1198	1080	1135	1101	1069	787	761	718	1014	1182	746	961	917	628	918	654
gene-SYNPCC7002_RS11440	NC_010475.1	2388616	2389326	-	711	342	294	245	254	521	488	423	354	379	460	396	385	338	226	359	293
gene-SYNPCC7002_RS11445	NC_010475.1	2389476	2390858	+	1383	3947	3263	2735	2640	12290	10552	9426	8759	8852	11429	8201	11533	7795	5428	7275	5719
gene-SYNPCC7002_RS11450	NC_010475.1	2390951	2391358	-	408	504	477	430	489	1164	907	744	749	745	940	659	814	732	435	688	500
gene-SYNPCC7002_RS11455	NC_010475.1	2391358	2391564	-	207	425	335	371	425	812	608	499	615	566	748	485	623	534	372	603	413
gene-SYNPCC7002_RS11460	NC_010475.1	2391707	2394451	+	2745	1174	986	1075	970	1206	1026	853	831	904	1218	958	1149	1047	660	943	835
gene-SYNPCC7002_RS11465	NC_010475.1	2394475	2394678	+	204	427	456	505	465	446	274	303	233	218	307	208	289	193	188	223	227
gene-SYNPCC7002_RS11470	NC_010475.1	2394713	2394913	+	201	319	307	347	297	250	183	180	180	125	208	205	199	226	121	142	153
gene-SYNPCC7002_RS11475	NC_010475.1	2394934	2395377	+	444	266	317	307	212	256	190	209	194	103	194	167	184	176	85	149	192
gene-SYNPCC7002_RS11480	NC_010475.1	2395374	2397605	-	2232	1353	1603	946	947	962	898	695	662	1029	1628	966	1940	1472	936	1251	1122
gene-SYNPCC7002_RS11485	NC_010475.1	2397690	2399129	-	1440	1276	1425	1129	1054	1475	1038	1005	884	1094	1470	780	1492	1204	805	1266	929
gene-SYNPCC7002_RS11490	NC_010475.1	2399142	2399663	-	522	1405	2186	1408	1360	1220	1080	956	944	1097	1510	818	1672	1453	978	1396	1073
gene-SYNPCC7002_RS11495	NC_010475.1	2399774	2400526	+	753	141	99	100	93	136	130	104	102	81	202	75	165	134	65	104	85
gene-SYNPCC7002_RS11500	NC_010475.1	2400569	2400934	+	366	630	597	568	552	692	461	579	465	478	694	422	606	469	336	436	329
gene-SYNPCC7002_RS11505	NC_010475.1	2400931	2401566	-	636	505	377	453	353	815	593	538	505	417	628	335	482	347	275	379	347
gene-SYNPCC7002_RS11510	NC_010475.1	2401641	2402600	-	960	158	132	108	129	273	280	267	219	332	436	309	348	324	170	297	217
gene-SYNPCC7002_RS11515	NC_010475.1	2402717	2403010	+	294	1523	1169	845	924	1922	1489	1564	1236	3205	4130	3468	3215	3675	2113	3091	2806
gene-SYNPCC7002_RS11520	NC_010475.1	2403374	2403667	+	294	18165	13813	10316	9002	16163	15375	12562	9884	32137	41254	39344	45490	42794	22971	30863	30994
gene-SYNPCC7002_RS11525	NC_010475.1	2403828	2405480	-	1653	2276	2013	1417	1793	5839	4675	4786	4228	4412	6496	3694	4677	3745	2692	3748	2942
gene-SYNPCC7002_RS11530	NC_010475.1	2405856	2407139	+	1284	1462	1127	899	846	3463	2943	2659	2262	3530	4872	3832	4149	4086	2444	3303	3156
gene-SYNPCC7002_RS11535	NC_010475.1	2407157	2407834	+	678	264	247	221	288	856	733	657	637	854	1137	851	904	888	522	708	638
gene-SYNPCC7002_RS11540	NC_010475.1	2407884	2408684	+	801	577	461	445	394	1303	984	928	890	1408	1729	1108	1296	1246	923	1187	966
gene-SYNPCC7002_RS11545	NC_010475.1	2408798	2409355	+	558	447	453	413	472	661	496	408	522	666	863	550	755	530	384	586	433
gene-SYNPCC7002_RS11550	NC_010475.1	2409396	2410553	+	1158	876	763	690	648	1368	994	1073	962	1045	1694	1002	1411	962	761	1035	763
gene-SYNPCC7002_RS11555	NC_010475.1	2411087	2411341	-	255	108	71	97	99	233	143	122	122	97	194	94	112	123	84	145	103
gene-SYNPCC7002_RS11560	NC_010475.1	2411889	2412260	+	372	161	121	185	126	136	120	88	101	45	68	70	79	57	33	57	50
gene-SYNPCC7002_RS11565	NC_010475.1	2412385	2412903	+	519	478	298	368	322	647	541	507	420	556	708	459	702	416	414	564	437
gene-SYNPCC7002_RS11570	NC_010475.1	2412913	2413335	+	423	357	233	273	269	539	399	394	394	365	630	434	457	455	265	414	334
gene-SYNPCC7002_RS11575	NC_010475.1	2413384	2414874	+	1491	1438	1255	1029	1044	3068	2713	2351	2243	2612	3200	2215	2805	2426	1600	2138	1833
gene-SYNPCC7002_RS11585	NC_010475.1	2416906	2418255	+	1350	1941	1556	1487	1401	2721	2374	2118	1844	2811	4014	2940	3581	3022	1869	2565	2090
gene-SYNPCC7002_RS11590	NC_010475.1	2418419	2419645	-	1227	428	410	394	392	994	715	753	737	960	1165	726	815	785	536	833	582
gene-SYNPCC7002_RS16190	NC_010475.1	2419613	2421205	+	1593	1601	1483	1592	1834	2516	1730	1696	1884	1788	2273	1333	1617	1575	1337	1732	1205
gene-SYNPCC7002_RS11605	NC_010475.1	2421202	2422044	+	843	1808	1531	1588	1743	3896	3004	2895	2768	2893	3896	2522	2963	3149	2041	2714	2417
gene-SYNPCC7002_RS11610	NC_010475.1	2422103	2423425	+	1323	786	598	586	587	2176	1708	1663	1594	1670	2371	1664	2060	1673	1267	1680	1319
gene-SYNPCC7002_RS11615	NC_010475.1	2423483	2424901	-	1419	1954	1681	2153	1922	1819	1425	1477	1366	1886	2346	1437	1920	1697	1129	1537	1236
gene-SYNPCC7002_RS11620	NC_010475.1	2425019	2425372	-	354	2023	1582	1931	1657	1351	1153	985	961	1703	2198	1588	1781	1546	1092	1538	1327
gene-SYNPCC7002_RS11625	NC_010475.1	2425556	2426416	-	861	547	395	392	350	308	258	198	148	534	501	453	432	564	309	425	428
gene-SYNPCC7002_RS17240	NC_010475.1	2426895	2427017	-	123	153	157	116	152	323	276	258	241	183	323	210	273	250	152	235	175
gene-SYNPCC7002_RS11630	NC_010475.1	2427025	2427588	-	564	7388	7451	7662	7664	16556	12115	11195	11037	9049	11915	8936	10195	10061	6860	9597	8152
gene-SYNPCC7002_RS11635	NC_010475.1	2427661	2428065	+	405	110	53	143	130	134	79	100	85	96	189	59	124	59	34	56	65
gene-SYNPCC7002_RS11640	NC_010475.1	2428445	2429419	+	975	2066	1872	1673	1682	3319	2701	2516	2335	1456	2178	1519	2182	1829	899	1260	1267
gene-SYNPCC7002_RS11645	NC_010475.1	2429382	2430215	-	834	603	640	582	580	1375	1019	899	875	1020	1509	894	947	1099	684	1016	866
gene-SYNPCC7002_RS11650	NC_010475.1	2430659	2432035	+	1377	467	417	385	396	638	559	440	428	636	934	633	648	654	435	688	487
gene-SYNPCC7002_RS11655	NC_010475.1	2432148	2434742	-	2595	2898	2453	3084	2559	27003	19936	18272	18390	3853	5873	3964	4986	4219	2998	3952	3130
gene-SYNPCC7002_RS11660	NC_010475.1	2434948	2436033	-	1086	792	580	456	431	2566	2209	2110	1870	2784	3885	2540	2880	2858	1879	2694	2070
gene-SYNPCC7002_RS11665	NC_010475.1	2436070	2436339	+	270	350	376	402	374	1084	768	851	726	427	496	288	450	311	256	373	235
gene-SYNPCC7002_RS11670	NC_010475.1	2436346	2437578	+	1233	449	384	308	282	2404	1810	1419	1522	584	1015	546	885	588	354	455	460
gene-SYNPCC7002_RS11675	NC_010475.1	2437609	2439093	+	1485	888	895	868	911	2902	2302	1993	2223	1231	1725	1084	1578	1232	787	1064	858
gene-SYNPCC7002_RS11680	NC_010475.1	2439285	2440064	+	780	1325	1205	894	1064	3048	2255	2114	2161	1983	2961	2022	3176	2102	1563	1965	1432
gene-SYNPCC7002_RS11685	NC_010475.1	2440061	2440894	+	834	1488	1389	1220	1307	3673	2720	2666	2814	2899	4018	2440	3306	2323	2077	2879	1710
gene-SYNPCC7002_RS11690	NC_010475.1	2440897	2441742	-	846	152	100	118	151	338	248	193	236	336	430	270	314	273	198	240	219
gene-SYNPCC7002_RS11695	NC_010475.1	2441777	2442880	-	1104	412	339	338	270	792	714	653	584	772	1021	645	734	725	457	663	515
gene-SYNPCC7002_RS11700	NC_010475.1	2442884	2443810	-	927	988	865	934	916	1939	1620	1456	1366	1581	2179	1436	1534	1586	1066	1549	1290
gene-SYNPCC7002_RS11705	NC_010475.1	2444015	2444359	+	345	680	458	705	571	1156	897	829	680	555	742	594	597	516	467	556	481
gene-SYNPCC7002_RS11710	NC_010475.1	2444468	2445358	-	891	1144	1038	1130	995	1575	1304	1278	1198	1377	1493	1160	1315	1281	918	1265	1001
gene-SYNPCC7002_RS11715	NC_010475.1	2445446	2447254	-	1809	1302	1126	1349	1302	1052	873	811	708	1009	1349	876	976	899	607	800	660
gene-SYNPCC7002_RS11720	NC_010475.1	2447288	2448406	-	1119	1345	1283	1677	1525	881	639	624	601	696	953	601	824	652	439	699	525
gene-SYNPCC7002_RS11725	NC_010475.1	2448594	2449187	+	594	438	497	358	440	1008	588	626	618	469	770	376	578	398	260	415	381
gene-SYNPCC7002_RS11730	NC_010475.1	2449202	2449966	-	765	875	651	472	496	2167	1792	1658	1514	2759	3677	2442	2599	2588	1749	2498	1852
gene-SYNPCC7002_RS11735	NC_010475.1	2450076	2450399	+	324	2303	2342	2881	2872	3163	2331	2381	2526	1979	2276	1710	2026	1830	1376	1793	1324
gene-SYNPCC7002_RS11740	NC_010475.1	2450709	2451272	+	564	5962	5130	6102	6081	7393	5978	5337	5200	4291	5203	3731	4464	3897	2716	3628	2919
gene-SYNPCC7002_RS11745	NC_010475.1	2451352	2452500	-	1149	1796	1750	1863	2025	1852	1443	1187	1190	1518	1889	1185	1313	1421	929	1260	1001
gene-SYNPCC7002_RS11750	NC_010475.1	2452833	2454533	+	1701	47384	37141	24541	27793	2870	2753	2521	2060	2123	3255	2140	2947	2449	1523	2000	1725
gene-SYNPCC7002_RS11755	NC_010475.1	2454712	2456130	+	1419	30421	23821	15488	17908	1793	1686	1667	1288	1314	2264	1350	1920	1414	915	1274	1049
gene-SYNPCC7002_RS11760	NC_010475.1	2456199	2456543	+	345	3046	2395	1696	1869	179	164	213	128	128	230	145	188	116	101	130	110
gene-SYNPCC7002_RS11765	NC_010475.1	2456543	2457976	+	1434	6314	5086	3925	4118	445	410	412	345	325	582	351	443	357	260	354	241
gene-SYNPCC7002_RS11770	NC_010475.1	2458017	2459453	+	1437	6371	6064	5708	5974	621	529	450	490	553	687	404	511	411	348	410	345
gene-SYNPCC7002_RS11775	NC_010475.1	2459450	2459839	+	390	1200	1025	881	914	103	108	96	86	73	101	85	81	69	43	88	79
gene-SYNPCC7002_RS11780	NC_010475.1	2459836	2460087	+	252	1049	847	890	769	156	119	96	115	82	177	125	113	135	72	80	105
gene-SYNPCC7002_RS11785	NC_010475.1	2460093	2460377	+	285	596	421	367	277	69	45	62	34	49	93	70	63	59	25	24	40
gene-SYNPCC7002_RS11790	NC_010475.1	2460364	2460960	+	597	2600	1923	1379	1344	283	255	217	203	243	367	199	332	219	111	188	167
gene-SYNPCC7002_RS11795	NC_010475.1	2460957	2461619	+	663	2184	1751	1411	1420	312	303	180	182	180	338	171	298	207	146	199	132
gene-SYNPCC7002_RS11800	NC_010475.1	2461629	2463098	-	1470	392	397	342	318	842	713	558	584	638	850	528	617	683	380	580	480
gene-SYNPCC7002_RS11805	NC_010475.1	2463180	2463959	-	780	879	872	747	697	1153	875	868	719	1126	1610	949	1133	1102	739	994	719
gene-SYNPCC7002_RS11810	NC_010475.1	2464025	2464717	-	693	3574	2929	2954	2638	2845	2527	2151	1945	2929	3879	2574	3252	2867	1770	2490	2240
gene-SYNPCC7002_RS11815	NC_010475.1	2464765	2466105	-	1341	4357	3870	4112	3886	4722	3747	3312	3477	4020	4753	3598	3679	4119	2522	3495	3193
gene-SYNPCC7002_RS11820	NC_010475.1	2466456	2466770	-	315	1170	952	805	890	1530	1242	1090	1017	1598	1991	1466	1419	1664	924	1430	1203
gene-SYNPCC7002_RS11825	NC_010475.1	2466758	2467429	+	672	456	367	345	466	473	352	324	296	360	417	305	335	370	207	334	247
gene-SYNPCC7002_RS11830	NC_010475.1	2467526	2467726	-	201	5685	5137	6166	5525	9248	6884	6362	6066	5901	6938	4897	6744	5282	3915	5615	3978
gene-SYNPCC7002_RS11835	NC_010475.1	2467879	2468958	-	1080	1665	1533	1552	1348	2975	2311	2307	2045	2927	3727	2357	2864	2993	1843	2854	1998
gene-SYNPCC7002_RS11840	NC_010475.1	2469069	2469899	+	831	7138	6061	5559	5373	4819	3744	3350	3419	2293	3123	1990	2493	2251	1530	2282	1717
gene-SYNPCC7002_RS11845	NC_010475.1	2469949	2471451	+	1503	345	246	219	193	1033	771	678	691	601	805	470	650	581	346	498	433
gene-SYNPCC7002_RS11850	NC_010475.1	2471448	2471795	-	348	296	267	230	259	518	508	433	328	479	623	391	449	509	303	482	370
gene-SYNPCC7002_RS11855	NC_010475.1	2471830	2473617	-	1788	1282	1035	940	943	1741	1273	1151	1091	1104	1482	831	1214	863	667	832	683
gene-SYNPCC7002_RS11860	NC_010475.1	2474057	2478691	+	4635	19119	17586	15177	15436	40581	33747	32052	29686	38546	53973	32372	39366	35064	25199	33864	26161
gene-SYNPCC7002_RS11865	NC_010475.1	2478857	2480227	-	1371	1862	1711	1594	1709	3744	2724	2696	2555	3624	4995	2788	3225	3388	2414	3245	2372
gene-SYNPCC7002_RS11870	NC_010475.1	2480358	2480696	-	339	1754	1499	1439	1258	2362	1768	1835	1552	2696	3310	2871	4314	2409	2216	2708	2007
gene-SYNPCC7002_RS11875	NC_010475.1	2481162	2481815	+	654	242	154	150	115	395	402	296	284	424	593	375	388	360	242	296	267
gene-SYNPCC7002_RS11880	NC_010475.1	2482042	2482953	+	912	326	318	341	280	665	513	473	458	291	456	273	354	289	205	249	193
gene-SYNPCC7002_RS11885	NC_010475.1	2482995	2483990	+	996	1018	1092	956	940	2709	2223	2139	2208	1866	2209	1419	1954	1500	1226	1605	1184
gene-SYNPCC7002_RS11890	NC_010475.1	2483971	2484915	+	945	1641	1317	1271	1214	3190	2422	2376	2161	2226	2783	1846	2301	2011	1348	1927	1603
gene-SYNPCC7002_RS11895	NC_010475.1	2484974	2485519	+	546	758	742	577	575	2484	2121	1763	1448	1154	1537	1273	1602	1409	872	1166	1088
gene-SYNPCC7002_RS11900	NC_010475.1	2485668	2485931	+	264	30630	26671	26240	26697	16849	16243	14305	11416	25326	28727	23021	24617	26299	14837	20446	19700
gene-SYNPCC7002_RS11905	NC_010475.1	2486181	2487401	+	1221	1464	1280	1237	1310	1864	1630	1319	1356	1313	1879	1236	1502	1428	906	1306	983
gene-SYNPCC7002_RS11910	NC_010475.1	2487433	2487720	+	288	583	537	546	597	811	535	481	513	587	683	495	682	572	450	562	439
gene-SYNPCC7002_RS11915	NC_010475.1	2487763	2488641	+	879	1571	1528	1426	1531	2760	1867	1815	1865	2124	2583	1453	1896	1978	1290	1977	1457
gene-SYNPCC7002_RS11920	NC_010475.1	2488692	2491385	-	2694	4485	3466	3239	3173	9912	7906	7218	7085	9220	13567	8254	12913	8398	6667	8493	5889
gene-SYNPCC7002_RS11925	NC_010475.1	2491591	2492430	-	840	768	689	481	474	2054	1675	1520	1441	2341	3211	2129	2662	2123	1388	2128	1593
gene-SYNPCC7002_RS11930	NC_010475.1	2492663	2493373	+	711	276	227	179	153	449	424	347	340	455	604	470	565	421	297	421	358
gene-SYNPCC7002_RS11935	NC_010475.1	2493370	2494167	+	798	275	205	216	207	506	459	379	365	574	858	546	593	504	401	570	387
gene-SYNPCC7002_RS11940	NC_010475.1	2494238	2496589	+	2352	2323	2109	2373	2284	3690	2781	2539	2583	2773	3548	2134	2658	2380	1935	2608	1887
gene-SYNPCC7002_RS11945	NC_010475.1	2496641	2497396	+	756	717	639	664	677	2590	2041	1875	1926	871	1062	646	1011	850	635	923	595
gene-SYNPCC7002_RS11950	NC_010475.1	2497488	2497718	+	231	1976	1845	1827	1934	3538	2519	2520	2292	3713	5004	3447	3121	3472	2466	3741	3038
gene-SYNPCC7002_RS11955	NC_010475.1	2497801	2499489	-	1689	1490	1296	1149	1054	1922	1506	1353	1251	2560	3479	2388	2402	2316	1491	2634	1950
gene-SYNPCC7002_RS11960	NC_010475.1	2499531	2500457	-	927	363	393	518	529	502	425	361	351	565	588	430	450	461	299	480	377
gene-SYNPCC7002_RS11965	NC_010475.1	2500534	2501556	-	1023	1117	1017	1116	1122	1479	1115	967	1054	1211	1688	1090	1246	1217	868	1140	1020
gene-SYNPCC7002_RS11970	NC_010475.1	2501609	2503018	-	1410	1692	1698	1793	1730	2197	1715	1806	1689	2231	2994	1571	1833	1899	1513	1981	1474
gene-SYNPCC7002_RS11975	NC_010475.1	2503213	2504163	+	951	207	189	150	183	747	525	415	461	708	1055	577	704	668	480	658	531
gene-SYNPCC7002_RS11985	NC_010475.1	2504797	2506707	+	1911	720	741	770	752	1294	1021	977	896	1373	2019	1430	1374	1485	848	1520	1178
gene-SYNPCC7002_RS11990	NC_010475.1	2506879	2508807	+	1929	30679	26225	27264	24823	116239	89925	81277	82460	45281	62813	44835	56067	50082	35002	47695	37691
gene-SYNPCC7002_RS11995	NC_010475.1	2508895	2510472	-	1578	1626	1521	1572	1588	2284	1644	1701	1691	1921	2720	1679	1859	1699	1289	1968	1405
gene-SYNPCC7002_RS12000	NC_010475.1	2510577	2511029	+	453	173	129	111	57	351	224	256	236	369	442	265	327	369	211	311	282
gene-SYNPCC7002_RS12005	NC_010475.1	2511163	2512971	+	1809	4438	4307	4246	4186	10721	8020	7550	7203	6208	8072	5556	6914	6315	4335	6015	4947
gene-SYNPCC7002_RS12010	NC_010475.1	2513038	2515203	-	2166	1024	887	802	612	9187	7974	7461	6766	6707	8484	6053	7557	7146	4350	5645	4871
gene-SYNPCC7002_RS12015	NC_010475.1	2515422	2516285	-	864	342	304	310	248	1499	1452	1164	1030	1418	1924	1243	1243	1561	907	1271	1059
gene-SYNPCC7002_RS12020	NC_010475.1	2516301	2517794	-	1494	549	415	312	328	3674	3485	3115	2853	3532	4655	3057	3231	3548	2278	3243	2633
gene-SYNPCC7002_RS12025	NC_010475.1	2517873	2520029	-	2157	1988	1572	1550	1534	2852	2200	2180	1849	2483	3386	1992	2469	2405	1658	2097	1837
gene-SYNPCC7002_RS12030	NC_010475.1	2520100	2521230	+	1131	1127	878	891	990	2014	1416	1214	1334	1415	1661	995	1152	1184	884	1182	846
gene-SYNPCC7002_RS12035	NC_010475.1	2521227	2522348	+	1122	579	486	638	536	891	703	785	661	733	896	628	752	643	436	594	525
gene-SYNPCC7002_RS12040	NC_010475.1	2522494	2523249	+	756	1163	1196	1296	1307	1281	1045	931	910	976	1213	738	794	708	678	953	734
gene-SYNPCC7002_RS12045	NC_010475.1	2523363	2523563	-	201	1521	1253	1532	1543	1348	1032	1065	919	889	1048	732	858	781	541	770	589
gene-SYNPCC7002_RS12050	NC_010475.1	2523804	2525087	+	1284	9448	8606	7256	7728	18014	15278	13289	12598	14627	19163	13072	14862	14137	9734	12942	10236
gene-SYNPCC7002_RS12055	NC_010475.1	2525201	2526262	+	1062	1625	1386	1036	1153	1893	1470	1299	1356	1535	2155	1386	1812	1378	1037	1353	1104
gene-SYNPCC7002_RS12060	NC_010475.1	2526268	2527029	+	762	300	258	190	183	359	268	284	239	361	565	295	392	309	282	298	238
gene-SYNPCC7002_RS12065	NC_010475.1	2527026	2527760	-	735	1790	1544	1741	1788	1718	1350	1200	1202	1657	2125	1203	1654	1478	895	1455	1100
gene-SYNPCC7002_RS12070	NC_010475.1	2527810	2528967	-	1158	195	136	121	140	404	354	299	234	402	533	366	406	451	219	333	297
gene-SYNPCC7002_RS12075	NC_010475.1	2529228	2530013	+	786	4449	3600	3407	3751	6631	5544	5262	4659	4822	6460	4527	5431	4965	3543	5020	4003
gene-SYNPCC7002_RS16725	NC_010475.1	2530217	2530363	+	147	3716	4197	6533	6446	3280	2680	2534	1658	1846	2091	1359	1268	1399	1046	1581	1149
gene-SYNPCC7002_RS12080	NC_010475.1	2530442	2531290	-	849	336	276	370	336	216	204	178	142	256	279	219	258	205	177	139	183
gene-SYNPCC7002_RS12085	NC_010475.1	2531408	2531716	+	309	623	533	508	498	874	638	620	462	796	1011	692	934	748	602	686	562
gene-SYNPCC7002_RS12090	NC_010475.1	2531717	2532616	+	900	942	736	575	486	1198	1229	999	754	1260	1742	1173	1470	1295	781	912	881
gene-SYNPCC7002_RS17010	NC_010475.1	2532804	2533508	+	705	1341	1115	1066	997	650	450	403	414	1772	2515	1658	1927	1723	1133	1599	1314
gene-SYNPCC7002_RS16195	NC_010475.1	2533646	2534542	+	897	585	423	406	402	300	285	251	247	734	995	649	815	738	526	701	543
gene-SYNPCC7002_RS12105	NC_010475.1	2534621	2535208	+	588	611	508	587	513	674	562	468	535	570	806	511	704	593	383	532	428
gene-SYNPCC7002_RS12110	NC_010475.1	2535277	2536005	-	729	12157	11887	13539	13686	49148	31555	30060	35385	14326	19507	11931	15983	13374	10913	15517	10304
gene-SYNPCC7002_RS12115	NC_010475.1	2536162	2537139	+	978	2380	2035	1635	1531	8946	7681	6605	6247	4468	5778	3840	4632	4710	3059	4088	3350
gene-SYNPCC7002_RS16730	NC_010475.1	2537505	2537756	+	252	537	532	401	463	1775	1322	1260	1387	1172	1743	1105	1359	1355	829	1239	1035
gene-SYNPCC7002_RS12120	NC_010475.1	2537900	2538574	+	675	3210	2720	2065	2037	10290	8455	7320	7186	8483	10690	8730	9354	9681	5961	8640	7554
gene-SYNPCC7002_RS12125	NC_010475.1	2538694	2539794	-	1101	1481	1203	1406	1301	3601	2879	2850	2623	3257	4362	2890	3393	3135	2077	2907	2375
gene-SYNPCC7002_RS12130	NC_010475.1	2539867	2541534	-	1668	865	712	872	746	1085	938	880	753	1167	1321	919	1141	970	725	1006	791
gene-SYNPCC7002_RS12135	NC_010475.1	2541556	2543562	-	2007	4253	3695	3331	3619	5230	4094	3769	3621	4467	5675	3696	4806	4393	2713	4036	3211
gene-SYNPCC7002_RS12140	NC_010475.1	2543934	2544341	+	408	8381	7312	5851	6538	14484	12177	11196	9790	17092	20887	17413	19997	18891	10892	15828	14231
gene-SYNPCC7002_RS12145	NC_010475.1	2544617	2545468	+	852	769	700	565	522	772	637	497	436	1016	1367	1077	1148	1061	578	878	866
gene-SYNPCC7002_RS12150	NC_010475.1	2545518	2546600	-	1083	337	350	314	303	532	399	327	332	439	683	519	414	631	287	542	401
gene-SYNPCC7002_RS12155	NC_010475.1	2546615	2547835	-	1221	276	229	266	254	429	381	336	337	345	491	398	305	421	235	338	381
gene-SYNPCC7002_RS12160	NC_010475.1	2548021	2550630	-	2610	3594	2797	2796	2768	7260	5939	5205	5142	6318	8497	5825	6849	6612	4061	5984	5072
gene-SYNPCC7002_RS12165	NC_010475.1	2550702	2551094	-	393	234	215	167	202	1654	1287	1247	1119	1798	2260	1688	1913	1682	1204	1756	1359
gene-SYNPCC7002_RS12170	NC_010475.1	2551511	2551699	+	189	1026	969	1071	1057	1064	915	767	736	617	909	663	657	597	392	610	511
gene-SYNPCC7002_RS12175	NC_010475.1	2551708	2552370	-	663	165	178	113	89	428	289	260	246	393	530	341	392	468	288	407	361
gene-SYNPCC7002_RS12180	NC_010475.1	2552440	2554581	+	2142	1459	1174	972	891	5027	4409	4009	3517	5350	7108	4920	5744	5775	3573	4764	4064
gene-SYNPCC7002_RS12185	NC_010475.1	2554812	2555123	+	312	3921	3345	2700	2880	6631	6032	4981	5221	11130	16292	10454	9324	12277	7827	12347	9617
gene-SYNPCC7002_RS12190	NC_010475.1	2555207	2556832	+	1626	20343	16769	14692	13789	40339	30244	28837	28244	65283	83896	55222	52302	64238	46005	64978	48529
gene-SYNPCC7002_RS12195	NC_010475.1	2557064	2557444	+	381	268	242	311	237	249	215	193	150	222	340	268	281	262	141	254	206
gene-SYNPCC7002_RS12200	NC_010475.1	2557569	2558033	+	465	2057	1576	1649	1339	2757	2296	2106	1670	2044	2354	2120	2352	2463	1245	1727	1726
gene-SYNPCC7002_RS12205	NC_010475.1	2558107	2559582	-	1476	2921	2464	1972	2235	4876	4534	3896	3381	4752	6412	4244	4929	4476	3211	4178	3354
gene-SYNPCC7002_RS12210	NC_010475.1	2559663	2562269	-	2607	2913	2443	2507	2456	2734	2252	1955	1854	2085	3000	2063	2958	2205	1438	2122	1840
gene-SYNPCC7002_RS12215	NC_010475.1	2562688	2563125	+	438	12429	9868	9797	9349	12457	10565	9533	7799	12413	15274	12662	13872	12697	7153	10657	9515
gene-SYNPCC7002_RS12220	NC_010475.1	2563181	2564140	-	960	693	653	523	573	652	497	524	423	549	750	490	618	498	324	404	357
gene-SYNPCC7002_RS12225	NC_010475.1	2564210	2566252	-	2043	1703	1348	1333	1405	2164	1685	1578	1319	1281	2046	1300	1929	1387	913	1323	1126
gene-SYNPCC7002_RS12230	NC_010475.1	2566388	2567671	+	1284	2099	2092	2033	1908	4143	3302	2988	2903	3513	4509	2937	3545	3376	2602	3305	2361
gene-SYNPCC7002_RS12235	NC_010475.1	2567849	2571391	+	3543	4543	4181	4740	4154	10847	8425	7557	7422	7459	9668	6693	7425	7563	5124	7107	5898
gene-SYNPCC7002_RS12240	NC_010475.1	2571384	2571785	+	402	468	386	528	483	852	531	643	620	725	1088	633	625	695	515	735	476
