Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product
gene-SYNPCC7002_RS11940	NC_010475.1	2494238	2496589	+	protein-coding	SYNPCC7002_RS11940	SYNPCC7002_RS11940	SYNPCC7002_A2409	HDIG domain-containing protein
gene-SYNPCC7002_RS11945	NC_010475.1	2496641	2497396	+	protein-coding	SYNPCC7002_RS11945	SYNPCC7002_RS11945	SYNPCC7002_A2410	MBL fold metallo-hydrolase
gene-SYNPCC7002_RS11950	NC_010475.1	2497488	2497718	+	protein-coding	SYNPCC7002_RS11950	SYNPCC7002_RS11950	SYNPCC7002_A2411	DUF3134 domain-containing protein
gene-SYNPCC7002_RS11955	NC_010475.1	2497801	2499489	-	protein-coding	SYNPCC7002_RS11955	SYNPCC7002_RS11955	SYNPCC7002_A2412	DUF2079 domain-containing protein
gene-SYNPCC7002_RS11960	NC_010475.1	2499531	2500457	-	protein-coding	SYNPCC7002_RS11960	SYNPCC7002_RS11960	SYNPCC7002_A2413	glutathione S-transferase C-terminal domain-containing protein
gene-SYNPCC7002_RS11965	NC_010475.1	2500534	2501556	-	protein-coding	SYNPCC7002_RS11965	SYNPCC7002_RS11965	SYNPCC7002_A2414	DUF2325 domain-containing protein
gene-SYNPCC7002_RS11970	NC_010475.1	2501609	2503018	-	protein-coding	SYNPCC7002_RS11970	SYNPCC7002_RS11970	SYNPCC7002_A2415	DUF697 domain-containing protein
gene-SYNPCC7002_RS11975	NC_010475.1	2503213	2504163	+	protein-coding	ispE	SYNPCC7002_RS11975	SYNPCC7002_A2416	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
gene-SYNPCC7002_RS11985	NC_010475.1	2504797	2506707	+	protein-coding	SYNPCC7002_RS11985	SYNPCC7002_RS11985	SYNPCC7002_A2417	hypothetical protein
gene-SYNPCC7002_RS11990	NC_010475.1	2506879	2508807	+	protein-coding	dnaK	SYNPCC7002_RS11990	SYNPCC7002_A2418	molecular chaperone DnaK
gene-SYNPCC7002_RS11995	NC_010475.1	2508895	2510472	-	protein-coding	SYNPCC7002_RS11995	SYNPCC7002_RS11995	SYNPCC7002_A2419	hypothetical protein
gene-SYNPCC7002_RS12000	NC_010475.1	2510577	2511029	+	protein-coding	SYNPCC7002_RS12000	SYNPCC7002_RS12000	SYNPCC7002_A2420	helix-turn-helix domain-containing protein
gene-SYNPCC7002_RS12005	NC_010475.1	2511163	2512971	+	protein-coding	lepA	SYNPCC7002_RS12005	SYNPCC7002_A2421	translation elongation factor 4
gene-SYNPCC7002_RS12010	NC_010475.1	2513038	2515203	-	protein-coding	katG	SYNPCC7002_RS12010	SYNPCC7002_A2422	catalase/peroxidase HPI
gene-SYNPCC7002_RS12015	NC_010475.1	2515422	2516285	-	protein-coding	SYNPCC7002_RS12015	SYNPCC7002_RS12015	SYNPCC7002_A2423	universal stress protein
gene-SYNPCC7002_RS12020	NC_010475.1	2516301	2517794	-	protein-coding	SYNPCC7002_RS12020	SYNPCC7002_RS12020	SYNPCC7002_A2424	SulP family inorganic anion transporter
gene-SYNPCC7002_RS12025	NC_010475.1	2517873	2520029	-	protein-coding	ppk1	SYNPCC7002_RS12025	SYNPCC7002_A2425	polyphosphate kinase 1
gene-SYNPCC7002_RS12030	NC_010475.1	2520100	2521230	+	protein-coding	SYNPCC7002_RS12030	SYNPCC7002_RS12030	SYNPCC7002_A2426	tetratricopeptide repeat protein
gene-SYNPCC7002_RS12035	NC_010475.1	2521227	2522348	+	protein-coding	SYNPCC7002_RS12035	SYNPCC7002_RS12035	SYNPCC7002_A2427	LptF/LptG family permease
gene-SYNPCC7002_RS12040	NC_010475.1	2522494	2523249	+	protein-coding	aqpZ	SYNPCC7002_RS12040	SYNPCC7002_A2428	aquaporin Z
gene-SYNPCC7002_RS12045	NC_010475.1	2523363	2523563	-	protein-coding	SYNPCC7002_RS12045	SYNPCC7002_RS12045	SYNPCC7002_A2429	hypothetical protein
gene-SYNPCC7002_RS12050	NC_010475.1	2523804	2525087	+	protein-coding	SYNPCC7002_RS12050	SYNPCC7002_RS12050	SYNPCC7002_A2430	serine hydroxymethyltransferase
gene-SYNPCC7002_RS12055	NC_010475.1	2525201	2526262	+	protein-coding	SYNPCC7002_RS12055	SYNPCC7002_RS12055	SYNPCC7002_A2431	undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
gene-SYNPCC7002_RS12060	NC_010475.1	2526268	2527029	+	protein-coding	SYNPCC7002_RS12060	SYNPCC7002_RS12060	SYNPCC7002_A2432	5-formyltetrahydrofolate cyclo-ligase
gene-SYNPCC7002_RS12065	NC_010475.1	2527026	2527760	-	protein-coding	SYNPCC7002_RS12065	SYNPCC7002_RS12065	SYNPCC7002_A2433	sugar transferase
gene-SYNPCC7002_RS12070	NC_010475.1	2527810	2528967	-	protein-coding	SYNPCC7002_RS12070	SYNPCC7002_RS12070	SYNPCC7002_A2434	glycosyltransferase
gene-SYNPCC7002_RS12075	NC_010475.1	2529228	2530013	+	protein-coding	SYNPCC7002_RS12075	SYNPCC7002_RS12075	SYNPCC7002_A2435	CsgG/HfaB family protein
gene-SYNPCC7002_RS16725	NC_010475.1	2530217	2530363	+	protein-coding	SYNPCC7002_RS16725	SYNPCC7002_RS16725	NA	hypothetical protein
gene-SYNPCC7002_RS12080	NC_010475.1	2530442	2531290	-	protein-coding	SYNPCC7002_RS12080	SYNPCC7002_RS12080	SYNPCC7002_A2436	GNAT family N-acetyltransferase
gene-SYNPCC7002_RS12085	NC_010475.1	2531408	2531716	+	protein-coding	SYNPCC7002_RS12085	SYNPCC7002_RS12085	SYNPCC7002_A2437	urease subunit beta
gene-SYNPCC7002_RS12090	NC_010475.1	2531717	2532616	+	protein-coding	SYNPCC7002_RS12090	SYNPCC7002_RS12090	SYNPCC7002_A2438	ROK family protein
gene-SYNPCC7002_RS17010	NC_010475.1	2532804	2533508	+	protein-coding	SYNPCC7002_RS17010	SYNPCC7002_RS17010	SYNPCC7002_A2439	hypothetical protein
gene-SYNPCC7002_RS16195	NC_010475.1	2533646	2534542	+	protein-coding	SYNPCC7002_RS16195	SYNPCC7002_RS16195	SYNPCC7002_A2440	hypothetical protein
gene-SYNPCC7002_RS12105	NC_010475.1	2534621	2535208	+	protein-coding	SYNPCC7002_RS12105	SYNPCC7002_RS12105	SYNPCC7002_A2441	TetR/AcrR family transcriptional regulator
gene-SYNPCC7002_RS12110	NC_010475.1	2535277	2536005	-	protein-coding	SYNPCC7002_RS12110	SYNPCC7002_RS12110	SYNPCC7002_A2442	Bax inhibitor-1 family protein
gene-SYNPCC7002_RS12115	NC_010475.1	2536162	2537139	+	protein-coding	accA	SYNPCC7002_RS12115	SYNPCC7002_A2443	acetyl-CoA carboxylase carboxyl transferase subunit alpha
gene-SYNPCC7002_RS16730	NC_010475.1	2537505	2537756	+	protein-coding	SYNPCC7002_RS16730	SYNPCC7002_RS16730	NA	hypothetical protein
gene-SYNPCC7002_RS12120	NC_010475.1	2537900	2538574	+	protein-coding	folE	SYNPCC7002_RS12120	SYNPCC7002_A2444	GTP cyclohydrolase I FolE
gene-SYNPCC7002_RS12125	NC_010475.1	2538694	2539794	-	protein-coding	SYNPCC7002_RS12125	SYNPCC7002_RS12125	SYNPCC7002_A2445	alkene reductase
gene-SYNPCC7002_RS12130	NC_010475.1	2539867	2541534	-	protein-coding	SYNPCC7002_RS12130	SYNPCC7002_RS12130	SYNPCC7002_A2446	ATP-binding protein
gene-SYNPCC7002_RS12135	NC_010475.1	2541556	2543562	-	protein-coding	SYNPCC7002_RS12135	SYNPCC7002_RS12135	SYNPCC7002_A2447	hypothetical protein
gene-SYNPCC7002_RS12140	NC_010475.1	2543934	2544341	+	protein-coding	SYNPCC7002_RS12140	SYNPCC7002_RS12140	SYNPCC7002_A2448	CAAD domain-containing protein
gene-SYNPCC7002_RS12145	NC_010475.1	2544617	2545468	+	protein-coding	SYNPCC7002_RS12145	SYNPCC7002_RS12145	SYNPCC7002_A2449	glycosyltransferase
gene-SYNPCC7002_RS12150	NC_010475.1	2545518	2546600	-	protein-coding	SYNPCC7002_RS12150	SYNPCC7002_RS12150	SYNPCC7002_A2450	glycosyltransferase family 4 protein
gene-SYNPCC7002_RS12155	NC_010475.1	2546615	2547835	-	protein-coding	SYNPCC7002_RS12155	SYNPCC7002_RS12155	SYNPCC7002_A2451	flippase
gene-SYNPCC7002_RS12160	NC_010475.1	2548021	2550630	-	protein-coding	SYNPCC7002_RS12160	SYNPCC7002_RS12160	SYNPCC7002_A2452	TIGR03960 family B12-binding radical SAM protein
gene-SYNPCC7002_RS12165	NC_010475.1	2550702	2551094	-	protein-coding	SYNPCC7002_RS12165	SYNPCC7002_RS12165	SYNPCC7002_A2453	STAS domain-containing protein
gene-SYNPCC7002_RS12170	NC_010475.1	2551511	2551699	+	protein-coding	SYNPCC7002_RS12170	SYNPCC7002_RS12170	SYNPCC7002_A2454	hypothetical protein
gene-SYNPCC7002_RS12175	NC_010475.1	2551708	2552370	-	protein-coding	nth	SYNPCC7002_RS12175	SYNPCC7002_A2455	endonuclease III
gene-SYNPCC7002_RS12180	NC_010475.1	2552440	2554581	+	protein-coding	glyS	SYNPCC7002_RS12180	SYNPCC7002_A2456	glycine--tRNA ligase subunit beta
gene-SYNPCC7002_RS12185	NC_010475.1	2554812	2555123	+	protein-coding	groES	SYNPCC7002_RS12185	SYNPCC7002_A2457	co-chaperone GroES
gene-SYNPCC7002_RS12190	NC_010475.1	2555207	2556832	+	protein-coding	groL	SYNPCC7002_RS12190	SYNPCC7002_A2458	chaperonin GroEL
gene-SYNPCC7002_RS12195	NC_010475.1	2557064	2557444	+	protein-coding	SYNPCC7002_RS12195	SYNPCC7002_RS12195	NA	hypothetical protein
gene-SYNPCC7002_RS12200	NC_010475.1	2557569	2558033	+	protein-coding	SYNPCC7002_RS12200	SYNPCC7002_RS12200	SYNPCC7002_A2459	DUF4870 domain-containing protein
gene-SYNPCC7002_RS12205	NC_010475.1	2558107	2559582	-	protein-coding	SYNPCC7002_RS12205	SYNPCC7002_RS12205	SYNPCC7002_A2460	leucyl aminopeptidase
gene-SYNPCC7002_RS12210	NC_010475.1	2559663	2562269	-	protein-coding	SYNPCC7002_RS12210	SYNPCC7002_RS12210	SYNPCC7002_A2461	EAL domain-containing protein
gene-SYNPCC7002_RS12215	NC_010475.1	2562688	2563125	+	protein-coding	mscL	SYNPCC7002_RS12215	SYNPCC7002_A2462	large conductance mechanosensitive channel protein MscL
gene-SYNPCC7002_RS12220	NC_010475.1	2563181	2564140	-	protein-coding	SYNPCC7002_RS12220	SYNPCC7002_RS12220	SYNPCC7002_A2463	cation diffusion facilitator family transporter
gene-SYNPCC7002_RS12225	NC_010475.1	2564210	2566252	-	protein-coding	SYNPCC7002_RS12225	SYNPCC7002_RS12225	SYNPCC7002_A2464	thioredoxin domain-containing protein
gene-SYNPCC7002_RS12230	NC_010475.1	2566388	2567671	+	protein-coding	SYNPCC7002_RS12230	SYNPCC7002_RS12230	SYNPCC7002_A2465	TonB family protein
gene-SYNPCC7002_RS12235	NC_010475.1	2567849	2571391	+	protein-coding	metH	SYNPCC7002_RS12235	SYNPCC7002_A2466	methionine synthase
gene-SYNPCC7002_RS12240	NC_010475.1	2571384	2571785	+	protein-coding	SYNPCC7002_RS12240	SYNPCC7002_RS12240	SYNPCC7002_A2467	DCC1-like thiol-disulfide oxidoreductase family protein
gene-SYNPCC7002_RS12245	NC_010475.1	2571857	2573239	+	protein-coding	asnS	SYNPCC7002_RS12245	SYNPCC7002_A2468	asparagine--tRNA ligase
gene-SYNPCC7002_RS12250	NC_010475.1	2573441	2573968	-	protein-coding	SYNPCC7002_RS12250	SYNPCC7002_RS12250	SYNPCC7002_A2469	NAD(P)H-dependent oxidoreductase
gene-SYNPCC7002_RS12255	NC_010475.1	2574124	2575338	-	protein-coding	SYNPCC7002_RS12255	SYNPCC7002_RS12255	SYNPCC7002_A2470	DUF790 family protein
gene-SYNPCC7002_RS12260	NC_010475.1	2575518	2576396	+	protein-coding	SYNPCC7002_RS12260	SYNPCC7002_RS12260	SYNPCC7002_A2471	tetratricopeptide repeat protein
gene-SYNPCC7002_RS12265	NC_010475.1	2576400	2577002	+	protein-coding	SYNPCC7002_RS12265	SYNPCC7002_RS12265	SYNPCC7002_A2472	ribonuclease HII
gene-SYNPCC7002_RS12270	NC_010475.1	2577051	2577545	+	protein-coding	scpB	SYNPCC7002_RS12270	SYNPCC7002_A2473	SMC-Scp complex subunit ScpB
gene-SYNPCC7002_RS12275	NC_010475.1	2577634	2578773	+	protein-coding	SYNPCC7002_RS12275	SYNPCC7002_RS12275	SYNPCC7002_A2474	glycosyltransferase family 1 protein
gene-SYNPCC7002_RS12280	NC_010475.1	2578861	2579592	+	protein-coding	SYNPCC7002_RS12280	SYNPCC7002_RS12280	SYNPCC7002_A2475	hypothetical protein
gene-SYNPCC7002_RS16735	NC_010475.1	2579605	2579781	-	protein-coding	SYNPCC7002_RS16735	SYNPCC7002_RS16735	NA	hypothetical protein
gene-SYNPCC7002_RS12285	NC_010475.1	2579803	2581026	+	protein-coding	chlP	SYNPCC7002_RS12285	SYNPCC7002_A2476	geranylgeranyl reductase
gene-SYNPCC7002_RS12290	NC_010475.1	2581216	2582886	+	protein-coding	SYNPCC7002_RS12290	SYNPCC7002_RS12290	SYNPCC7002_A2477	sensor domain-containing diguanylate cyclase
gene-SYNPCC7002_RS12295	NC_010475.1	2583130	2583453	+	protein-coding	SYNPCC7002_RS12295	SYNPCC7002_RS12295	SYNPCC7002_A2478	divalent-cation tolerance protein CutA
gene-SYNPCC7002_RS12300	NC_010475.1	2583681	2584559	+	protein-coding	SYNPCC7002_RS12300	SYNPCC7002_RS12300	SYNPCC7002_A2479	phosphatidate cytidylyltransferase
gene-SYNPCC7002_RS12305	NC_010475.1	2584693	2585055	-	protein-coding	SYNPCC7002_RS12305	SYNPCC7002_RS12305	SYNPCC7002_A2480	DUF1815 family protein
gene-SYNPCC7002_RS12310	NC_010475.1	2585278	2585676	+	protein-coding	SYNPCC7002_RS12310	SYNPCC7002_RS12310	SYNPCC7002_A2481	DUF4281 domain-containing protein
gene-SYNPCC7002_RS12315	NC_010475.1	2585689	2586033	+	protein-coding	SYNPCC7002_RS12315	SYNPCC7002_RS12315	SYNPCC7002_A2482	hypothetical protein
gene-SYNPCC7002_RS12320	NC_010475.1	2586104	2587498	+	protein-coding	SYNPCC7002_RS12320	SYNPCC7002_RS12320	SYNPCC7002_A2483	hypothetical protein
gene-SYNPCC7002_RS12325	NC_010475.1	2587653	2587883	+	protein-coding	SYNPCC7002_RS12325	SYNPCC7002_RS12325	SYNPCC7002_A2484	hypothetical protein
gene-SYNPCC7002_RS12330	NC_010475.1	2587880	2588308	+	protein-coding	SYNPCC7002_RS12330	SYNPCC7002_RS12330	SYNPCC7002_A2485	PIN domain-containing protein
gene-SYNPCC7002_RS12335	NC_010475.1	2588421	2588618	+	protein-coding	SYNPCC7002_RS12335	SYNPCC7002_RS12335	SYNPCC7002_A2486	hypothetical protein
gene-SYNPCC7002_RS12340	NC_010475.1	2588869	2590260	-	protein-coding	argH	SYNPCC7002_RS12340	SYNPCC7002_A2487	argininosuccinate lyase
gene-SYNPCC7002_RS12345	NC_010475.1	2590516	2593788	+	protein-coding	carB	SYNPCC7002_RS12345	SYNPCC7002_A2488	carbamoyl-phosphate synthase large subunit
gene-SYNPCC7002_RS12350	NC_010475.1	2594006	2595160	+	protein-coding	alr	SYNPCC7002_RS12350	SYNPCC7002_A2489	alanine racemase
gene-SYNPCC7002_RS12355	NC_010475.1	2595181	2596887	-	protein-coding	SYNPCC7002_RS12355	SYNPCC7002_RS12355	SYNPCC7002_A2490	transglutaminase
gene-SYNPCC7002_RS12360	NC_010475.1	2596975	2597574	+	protein-coding	yqeK	SYNPCC7002_RS12360	SYNPCC7002_A2491	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK
gene-SYNPCC7002_RS12365	NC_010475.1	2597602	2598120	-	protein-coding	SYNPCC7002_RS12365	SYNPCC7002_RS12365	SYNPCC7002_A2492	phosphate-starvation-inducible PsiE family protein
gene-SYNPCC7002_RS12370	NC_010475.1	2598334	2598663	-	protein-coding	SYNPCC7002_RS12370	SYNPCC7002_RS12370	SYNPCC7002_A2493	Mo-dependent nitrogenase C-terminal domain-containing protein
gene-SYNPCC7002_RS12375	NC_010475.1	2598901	2600160	+	protein-coding	SYNPCC7002_RS12375	SYNPCC7002_RS12375	SYNPCC7002_A2494	insulinase family protein
gene-SYNPCC7002_RS12380	NC_010475.1	2600161	2600703	+	protein-coding	SYNPCC7002_RS12380	SYNPCC7002_RS12380	SYNPCC7002_A2495	pyridoxamine 5'-phosphate oxidase family protein
gene-SYNPCC7002_RS12385	NC_010475.1	2600688	2601113	-	protein-coding	SYNPCC7002_RS12385	SYNPCC7002_RS12385	SYNPCC7002_A2497	secondary thiamine-phosphate synthase enzyme YjbQ
gene-SYNPCC7002_RS12390	NC_010475.1	2601180	2601692	+	protein-coding	SYNPCC7002_RS12390	SYNPCC7002_RS12390	SYNPCC7002_A2496	gamma carbonic anhydrase family protein
gene-SYNPCC7002_RS12395	NC_010475.1	2601656	2602078	-	protein-coding	SYNPCC7002_RS12395	SYNPCC7002_RS12395	SYNPCC7002_A2498	transcriptional repressor
gene-SYNPCC7002_RS12400	NC_010475.1	2602078	2602950	-	protein-coding	SYNPCC7002_RS12400	SYNPCC7002_RS12400	SYNPCC7002_A2499	metal ABC transporter permease
gene-SYNPCC7002_RS12405	NC_010475.1	2602898	2603701	-	protein-coding	SYNPCC7002_RS12405	SYNPCC7002_RS12405	SYNPCC7002_A2500	metal ABC transporter ATP-binding protein
gene-SYNPCC7002_RS12410	NC_010475.1	2603709	2604680	-	protein-coding	SYNPCC7002_RS12410	SYNPCC7002_RS12410	SYNPCC7002_A2501	zinc ABC transporter substrate-binding protein
gene-SYNPCC7002_RS12415	NC_010475.1	2604758	2605372	-	protein-coding	SYNPCC7002_RS12415	SYNPCC7002_RS12415	SYNPCC7002_A2502	class I SAM-dependent methyltransferase
gene-SYNPCC7002_RS16200	NC_010475.1	2605761	2606429	+	protein-coding	SYNPCC7002_RS16200	SYNPCC7002_RS16200	SYNPCC7002_A2503	hypothetical protein
gene-SYNPCC7002_RS16205	NC_010475.1	2606670	2610953	+	protein-coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	SYNPCC7002_A2504	PAS domain S-box protein
gene-SYNPCC7002_RS12430	NC_010475.1	2611109	2612251	+	protein-coding	carA	SYNPCC7002_RS12430	SYNPCC7002_A2505	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
gene-SYNPCC7002_RS12435	NC_010475.1	2612248	2613393	-	protein-coding	dprA	SYNPCC7002_RS12435	SYNPCC7002_A2506	DNA-processing protein DprA
gene-SYNPCC7002_RS12440	NC_010475.1	2613507	2614598	+	protein-coding	SYNPCC7002_RS12440	SYNPCC7002_RS12440	SYNPCC7002_A2507	Fe(3+) ABC transporter substrate-binding protein
gene-SYNPCC7002_RS12445	NC_010475.1	2615092	2615814	+	protein-coding	SYNPCC7002_RS12445	SYNPCC7002_RS12445	SYNPCC7002_A2508	heme oxygenase (biliverdin-producing)
gene-SYNPCC7002_RS12450	NC_010475.1	2615881	2617086	-	protein-coding	SYNPCC7002_RS12450	SYNPCC7002_RS12450	SYNPCC7002_A2509	S-layer homology domain-containing protein
gene-SYNPCC7002_RS12460	NC_010475.1	2619397	2619606	+	protein-coding	SYNPCC7002_RS12460	SYNPCC7002_RS12460	SYNPCC7002_A2511	ferredoxin-thioredoxin reductase variable chain
gene-SYNPCC7002_RS16485	NC_010475.1	2619687	2619887	-	protein-coding	SYNPCC7002_RS16485	SYNPCC7002_RS16485	SYNPCC7002_A2512	chaperone DnaJ domain-containing protein
gene-SYNPCC7002_RS12465	NC_010475.1	2620009	2623641	+	protein-coding	SYNPCC7002_RS12465	SYNPCC7002_RS12465	SYNPCC7002_A2513	hydantoinase B/oxoprolinase family protein
gene-SYNPCC7002_RS12470	NC_010475.1	2623638	2625179	-	protein-coding	SYNPCC7002_RS12470	SYNPCC7002_RS12470	SYNPCC7002_A2514	pentapeptide repeat-containing protein
gene-SYNPCC7002_RS12475	NC_010475.1	2625373	2626554	+	protein-coding	SYNPCC7002_RS12475	SYNPCC7002_RS12475	SYNPCC7002_A2515	RtcB family protein
gene-SYNPCC7002_RS12480	NC_010475.1	2626551	2627462	-	protein-coding	argB	SYNPCC7002_RS12480	SYNPCC7002_A2516	acetylglutamate kinase
gene-SYNPCC7002_RS12485	NC_010475.1	2627598	2628158	-	protein-coding	SYNPCC7002_RS12485	SYNPCC7002_RS12485	SYNPCC7002_A2517	shikimate kinase
gene-SYNPCC7002_RS12490	NC_010475.1	2628215	2628424	-	protein-coding	SYNPCC7002_RS12490	SYNPCC7002_RS12490	SYNPCC7002_A2518	lipopolysaccharide assembly protein LapA domain-containing protein
gene-SYNPCC7002_RS12495	NC_010475.1	2628428	2629654	-	protein-coding	SYNPCC7002_RS12495	SYNPCC7002_RS12495	SYNPCC7002_A2519	bifunctional sterol desaturase/short chain dehydrogenase
gene-SYNPCC7002_RS12500	NC_010475.1	2630007	2630195	+	protein-coding	SYNPCC7002_RS12500	SYNPCC7002_RS12500	SYNPCC7002_A2520	hypothetical protein
gene-SYNPCC7002_RS12505	NC_010475.1	2630286	2631026	-	protein-coding	SYNPCC7002_RS12505	SYNPCC7002_RS12505	SYNPCC7002_A2521	DUF561 domain-containing protein
gene-SYNPCC7002_RS12510	NC_010475.1	2631148	2631564	+	protein-coding	SYNPCC7002_RS12510	SYNPCC7002_RS12510	SYNPCC7002_A2522	ferredoxin
gene-SYNPCC7002_RS12515	NC_010475.1	2631628	2632272	+	protein-coding	SYNPCC7002_RS12515	SYNPCC7002_RS12515	SYNPCC7002_A2523	response regulator transcription factor
gene-SYNPCC7002_RS12520	NC_010475.1	2632331	2632403	+	tRNA	SYNPCC7002_RS12520	SYNPCC7002_RS12520	SYNPCC7002_A2524	tRNA-Thr
gene-SYNPCC7002_RS12525	NC_010475.1	2632467	2633726	+	protein-coding	SYNPCC7002_RS12525	SYNPCC7002_RS12525	SYNPCC7002_A2525	competence/damage-inducible protein A
gene-SYNPCC7002_RS16740	NC_010475.1	2633912	2634055	+	protein-coding	SYNPCC7002_RS16740	SYNPCC7002_RS16740	SYNPCC7002_A2526	hypothetical protein
gene-SYNPCC7002_RS12530	NC_010475.1	2634114	2634557	+	protein-coding	aroQ	SYNPCC7002_RS12530	SYNPCC7002_A2527	type II 3-dehydroquinate dehydratase
gene-SYNPCC7002_RS12535	NC_010475.1	2634577	2635128	+	protein-coding	SYNPCC7002_RS12535	SYNPCC7002_RS12535	SYNPCC7002_A2528	DUF4340 domain-containing protein
gene-SYNPCC7002_RS12540	NC_010475.1	2635219	2635845	+	protein-coding	hisH	SYNPCC7002_RS12540	SYNPCC7002_A2529	imidazole glycerol phosphate synthase subunit HisH
gene-SYNPCC7002_RS12550	NC_010475.1	2636779	2638215	+	protein-coding	SYNPCC7002_RS12550	SYNPCC7002_RS12550	SYNPCC7002_A2531	hypothetical protein
gene-SYNPCC7002_RS12555	NC_010475.1	2638443	2638877	+	protein-coding	SYNPCC7002_RS12555	SYNPCC7002_RS12555	SYNPCC7002_A2532	hypothetical protein
gene-SYNPCC7002_RS12560	NC_010475.1	2638975	2639388	+	protein-coding	psb27	SYNPCC7002_RS12560	SYNPCC7002_A2533	photosystem II protein Psb27
gene-SYNPCC7002_RS12565	NC_010475.1	2639489	2640682	-	protein-coding	SYNPCC7002_RS12565	SYNPCC7002_RS12565	SYNPCC7002_A2534	response regulator
gene-SYNPCC7002_RS12570	NC_010475.1	2640803	2641120	+	protein-coding	SYNPCC7002_RS12570	SYNPCC7002_RS12570	SYNPCC7002_A2535	hypothetical protein
gene-SYNPCC7002_RS12575	NC_010475.1	2641251	2642741	-	protein-coding	gatB	SYNPCC7002_RS12575	SYNPCC7002_A2536	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
gene-SYNPCC7002_RS12580	NC_010475.1	2642818	2643231	-	protein-coding	aroH	SYNPCC7002_RS12580	SYNPCC7002_A2537	chorismate mutase
gene-SYNPCC7002_RS12585	NC_010475.1	2643247	2644065	-	protein-coding	sppA	SYNPCC7002_RS12585	SYNPCC7002_A2538	signal peptide peptidase SppA
gene-SYNPCC7002_RS12590	NC_010475.1	2644308	2645327	+	protein-coding	SYNPCC7002_RS12590	SYNPCC7002_RS12590	SYNPCC7002_A2539	DMT family transporter
gene-SYNPCC7002_RS12595	NC_010475.1	2645324	2646025	-	protein-coding	SYNPCC7002_RS12595	SYNPCC7002_RS12595	SYNPCC7002_A2540	alpha/beta hydrolase
gene-SYNPCC7002_RS12600	NC_010475.1	2646057	2647241	-	protein-coding	SYNPCC7002_RS12600	SYNPCC7002_RS12600	SYNPCC7002_A2541	NAD(P)H-quinone oxidoreductase subunit H
gene-SYNPCC7002_RS12605	NC_010475.1	2647428	2648204	+	protein-coding	rnc	SYNPCC7002_RS12605	SYNPCC7002_A2542	ribonuclease III
gene-SYNPCC7002_RS12610	NC_010475.1	2648333	2650054	+	protein-coding	SYNPCC7002_RS12610	SYNPCC7002_RS12610	SYNPCC7002_A2543	AarF/ABC1/UbiB kinase family protein
gene-SYNPCC7002_RS12615	NC_010475.1	2650090	2650479	+	protein-coding	SYNPCC7002_RS12615	SYNPCC7002_RS12615	SYNPCC7002_A2544	hypothetical protein
gene-SYNPCC7002_RS12620	NC_010475.1	2650529	2652097	-	protein-coding	SYNPCC7002_RS12620	SYNPCC7002_RS12620	SYNPCC7002_A2545	glycosyltransferase family 39 protein
gene-SYNPCC7002_RS12625	NC_010475.1	2652094	2654736	-	protein-coding	topA	SYNPCC7002_RS12625	SYNPCC7002_A2546	type I DNA topoisomerase
gene-SYNPCC7002_RS12630	NC_010475.1	2655171	2656751	+	protein-coding	SYNPCC7002_RS12630	SYNPCC7002_RS12630	SYNPCC7002_A2547	NAD(P)H-quinone oxidoreductase subunit N
gene-SYNPCC7002_RS12635	NC_010475.1	2656854	2657228	+	protein-coding	SYNPCC7002_RS12635	SYNPCC7002_RS12635	SYNPCC7002_A2548	(2Fe-2S) ferredoxin domain-containing protein
gene-SYNPCC7002_RS12640	NC_010475.1	2657330	2657848	+	protein-coding	SYNPCC7002_RS12640	SYNPCC7002_RS12640	SYNPCC7002_A2549	adenine phosphoribosyltransferase
gene-SYNPCC7002_RS12645	NC_010475.1	2657880	2658899	+	protein-coding	SYNPCC7002_RS12645	SYNPCC7002_RS12645	SYNPCC7002_A2550	ABC transporter permease
gene-SYNPCC7002_RS12650	NC_010475.1	2659008	2660237	+	protein-coding	SYNPCC7002_RS12650	SYNPCC7002_RS12650	SYNPCC7002_A2551	zinc ribbon domain-containing protein
gene-SYNPCC7002_RS12655	NC_010475.1	2660246	2661670	-	protein-coding	SYNPCC7002_RS12655	SYNPCC7002_RS12655	SYNPCC7002_A2552	efflux RND transporter periplasmic adaptor subunit
gene-SYNPCC7002_RS12660	NC_010475.1	2661842	2662726	+	protein-coding	SYNPCC7002_RS12660	SYNPCC7002_RS12660	SYNPCC7002_A2553	tetratricopeptide repeat protein
gene-SYNPCC7002_RS12665	NC_010475.1	2662785	2664011	+	protein-coding	SYNPCC7002_RS12665	SYNPCC7002_RS12665	SYNPCC7002_A2554	ABC transporter ATP-binding protein
gene-SYNPCC7002_RS12670	NC_010475.1	2664054	2664941	+	protein-coding	SYNPCC7002_RS12670	SYNPCC7002_RS12670	SYNPCC7002_A2555	DUF4922 domain-containing protein
