"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"588","99","GO Biological Process","","Biosynthetic process","6.59E-11","efp|fabZ|ACA98089.1|ACA98139.1|prfB|ACA98300.1|ACA98302.1|fusA|sigC|rpsF|rplU|plsX|tpiA|thrS|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99172.1|bioF|rplI|glnA|envM|rpsU|ACA99891.1|proC|ACA99930.1|tsf|rpsB|ACA99963.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|rplT|rpmI|def|fabG|lepA|accA|rfaG-2|fabD|infC|coaE|fcl","163300","5629|5551|5536|3889|4078|2557|2542|1540|982|6232|5377|4438|4555|1762|466|463|472|469|457|454|460|433|424|421|1474|1447|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|634|1072|4216|1330|1534|5881|1753|1732|1855|1771|1780|2821|532|535|523|715|709|712|703|706|682|676|1075|5167|5170|4180|4057|2338|2176|2530|829|4429|4366|2779","1.25E-12","","GO:0009058","1.018111458540599","0"
"392","77","GO Biological Process","","Organonitrogen compound biosynthetic process","9.13E-11","efp|ACA98089.1|prfB|ACA98300.1|fusA|rpsF|rplU|thrS|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|infB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|bioF|rplI|glnA|rpsU|proC|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|rplT|rpmI|def|lepA|accA|infC|coaE","163300","5629|5536|4078|2557|1540|6232|5377|1762|466|463|472|469|457|454|460|433|424|421|1447|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1072|4216|1330|5881|1732|1855|1771|1780|715|709|712|703|706|682|676|1075|5167|5170|4180|2338|2176|4429|4366","1.81E-12","","GO:1901566","1.0039529222465702","0"
"315","68","GO Molecular Function","","Nucleic acid binding","1.32E-10","efp|trmH|ACA98146.1|prfB|fusA|sigC|rpsF|ACA98483.1|rplU|deaD|ACA98631.1|thrS|nusA|infB|nusB|rpsA|rpl10|rplA|rplK|nusG|prfA|rpmE|truA|rpoA|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99107.1|ACA99265.1|rplI|ffh|rbpA|ACA99849.1|ACA99930.1|tsf|hrcA|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|ACB00143.1|rplT|rnc-2|infC|ACB00805.1","163300","5629|3907|3823|4078|1540|982|6232|6037|5377|1846|1801|1762|1474|1447|3271|3508|4123|4105|4111|4093|4060|4036|4003|3988|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2032|2020|2008|2014|1996|2005|1987|1993|2221|1117|4216|1360|1339|4393|1855|1771|2473|532|535|523|715|709|712|703|706|682|676|5056|5167|958|4429|2743","1.32E-12","","GO:0003676","0.9879426068794149","0"
"929","131","GO Biological Process","","Nitrogen compound metabolic process","1.55E-10","ftsH-2|efp|ACA98089.1|eno|rbfA|trmH|clpC|prfB|glnN|ACA98300.1|fusA|sigC|rpsF|ACA98456.1|ACA98485.1|rplU|pqqL|ACA98547.1|tpiA|deaD|thrS|dnaJ|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|pip|ftsH-4|nusB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|ppib|ACA99107.1|trmE|rimM|prmA|ACA99265.1|map|bioF|rplI|pgk|ACA99616.1|rbpA|glnA|degQ|ACA99727.1|rpsU|ybeY|proC|ACA99930.1|tsf|rpsB|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|accC|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00202.1|ACB00272.1|map-2|def|lepA|accA|pqqL-2|hyuA|rnc-2|ACB00570.1|ACB00601.1|infC|coaE|ACB00725.1|fcl|ACB00805.1|ACB00834.1","163300","5695|5629|5536|5530|5545|3907|3760|4078|2314|2557|1540|982|6232|6214|5476|5377|4456|4345|4555|1846|1762|3064|484|466|463|472|469|457|454|460|433|424|421|1474|1447|5842|3664|3271|3514|3508|3370|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2092|2221|637|727|1249|1117|1078|1072|4216|2260|1345|1339|1330|1672|5914|5881|6313|1732|1855|1771|1780|532|535|523|715|709|712|703|706|682|676|661|1075|5065|5056|5167|5170|5680|3529|4228|4180|2338|2176|2428|1591|958|1150|6235|4429|4366|4702|2779|2743|3124","3.2E-12","","GO:0006807","0.9809668301829708","0"
"736","112","GO Molecular Function","","Organic cyclic compound binding","6.02E-10","ftsH-2|efp|ACA98089.1|trmH|ACA98146.1|clpC|groEL-II|prfB|ACA98302.1|fusA|sigC|rpsF|ACA98456.1|ACA98483.1|rplU|ACA98547.1|deaD|ACA98631.1|thrS|dnaJ|atpG|atpA|atpD|atpC|nusA|infB|ACA98769.1|ftsH-4|ACA98918.1|nusB|rpsA|rpl10|rplA|rplK|nusG|prfA|rpmE|truA|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99107.1|ctaDI|trmE|ACA99265.1|bioF|merA|rplI|ACA99496.1|obg|pgk|ffh|rbpA|glnA|ACA99727.1|ACA99849.1|ACA99930.1|tsf|hrcA|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|ACB00092.1|accC|dnaK-3|ACB00143.1|rplT|ACB00170.1|clpB1|fabG|dnaK-4|lepA|accA|groES|groEL|ACB00473.1|ndhH|rnc-2|ACB00570.1|ACB00587.1|ACB00601.1|infC|coaE|ftsY|fcl|ACB00805.1","163300","5695|5629|5536|3907|3823|3760|3718|4078|2542|1540|982|6232|6214|6037|5377|4345|1846|1801|1762|3064|466|463|424|421|1474|1447|1420|3664|3304|3271|3508|4123|4105|4111|4093|4060|4036|4003|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2032|2020|2008|2014|1996|2005|1987|1993|2221|2422|637|1117|1072|6076|4216|2740|3223|2260|1360|1339|1330|5914|4393|1855|1771|2473|532|535|523|715|709|712|703|706|682|676|1174|1075|5062|5056|5167|5155|4144|4057|2365|2338|2176|2650|2638|2434|973|958|1150|6307|6235|4429|4366|3838|2779|2743","7.04E-12","","GO:0097159","0.9220403508742174","0"
"736","112","GO Molecular Function","","Heterocyclic compound binding","6.02E-10","ftsH-2|efp|ACA98089.1|trmH|ACA98146.1|clpC|groEL-II|prfB|ACA98302.1|fusA|sigC|rpsF|ACA98456.1|ACA98483.1|rplU|ACA98547.1|deaD|ACA98631.1|thrS|dnaJ|atpG|atpA|atpD|atpC|nusA|infB|ACA98769.1|ftsH-4|ACA98918.1|nusB|rpsA|rpl10|rplA|rplK|nusG|prfA|rpmE|truA|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99107.1|ctaDI|trmE|ACA99265.1|bioF|merA|rplI|ACA99496.1|obg|pgk|ffh|rbpA|glnA|ACA99727.1|ACA99849.1|ACA99930.1|tsf|hrcA|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|ACB00092.1|accC|dnaK-3|ACB00143.1|rplT|ACB00170.1|clpB1|fabG|dnaK-4|lepA|accA|groES|groEL|ACB00473.1|ndhH|rnc-2|ACB00570.1|ACB00587.1|ACB00601.1|infC|coaE|ftsY|fcl|ACB00805.1","163300","5695|5629|5536|3907|3823|3760|3718|4078|2542|1540|982|6232|6214|6037|5377|4345|1846|1801|1762|3064|466|463|424|421|1474|1447|1420|3664|3304|3271|3508|4123|4105|4111|4093|4060|4036|4003|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2032|2020|2008|2014|1996|2005|1987|1993|2221|2422|637|1117|1072|6076|4216|2740|3223|2260|1360|1339|1330|5914|4393|1855|1771|2473|532|535|523|715|709|712|703|706|682|676|1174|1075|5062|5056|5167|5155|4144|4057|2365|2338|2176|2650|2638|2434|973|958|1150|6307|6235|4429|4366|3838|2779|2743","7.04E-12","","GO:1901363","0.9220403508742174","0"
"42","23","STRING Clusters","","Oxidative phosphorylation, and Peptidase M16, C-terminal","2.77E-9","ndhF-III|ndhD-III|ACA98189.1|ACA98485.1|pqqL|ndhF|ndhE|ndhG|ndhI|ndhA|ctaCI|ctaDI|ctaEI|ACA99460.1|ndhD4|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|4132|5476|4456|4969|3292|3283|3280|3286|2449|2422|2437|3790|3475|2851|2491|3727|973|925|4723|4729|4711","9.42E-11","","CL:1457","0.8557520230935551","0"
"663","102","GO Biological Process","","Organonitrogen compound metabolic process","3.7E-9","ftsH-2|efp|ACA98089.1|eno|clpC|prfB|ACA98300.1|fusA|rpsF|ACA98456.1|ACA98485.1|rplU|pqqL|tpiA|thrS|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|infB|pip|ftsH-4|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|ppib|prmA|map|bioF|rplI|pgk|ACA99616.1|glnA|degQ|rpsU|proC|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|accC|rplT|rpmI|ACB00272.1|map-2|def|lepA|accA|pqqL-2|hyuA|ACB00601.1|infC|coaE|ACB00725.1|ACB00834.1","163300","5695|5629|5536|5530|3760|4078|2557|1540|6232|6214|5476|5377|4456|4555|1762|484|466|463|472|469|457|454|460|433|424|421|1447|5842|3664|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2092|1249|1078|1072|4216|2260|1345|1330|1672|5881|1732|1855|1771|1780|715|709|712|703|706|682|676|661|1075|5167|5170|3529|4228|4180|2338|2176|2428|1591|6235|4429|4366|4702|3124","7.98E-11","","GO:1901564","0.8431798275933005","0"
"23","18","COMPARTMENTS","","Ribonucleoprotein complex","1.16E-8","lrtA|rpsA|rpsI|rpsK|rplO|rpsE|rpsH|rpl5|rplN|rpsQ|rpsC|rpsS|rplB|rplC|ffh|ACA99930.1|rpsB|rpsG","163300","2179|3508|4045|4000|2074|2080|2062|2041|2035|2038|2020|2014|1996|1993|1360|1855|1780|703","1.78E-10","","GOCC:1990904","0.7935542010773082","0"
"15","15","STRING Clusters","","Ribosome","1.82E-8","rplL|rplA|rplK|rplS|rplM|rpsK|rpsM|rpl5|rplN|rplP|rpsC|rpsS|rplB|rplD|rplT","163300","4114|4105|4111|4063|4033|4000|3973|2041|2035|2032|2020|2014|1996|1987|5167","6.46E-10","","CL:2431","0.7739928612014925","0"
"22","17","GO Molecular Function","","Oxidoreduction-driven active transmembrane transporter activity","4.48E-8","ndhF-III|ndhD-III|ndhF|ndhG|ndhI|ctaCI|ctaDI|ctaEI|ndhD4|petC|ndhD2|ndhD1|ndhD|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|4969|3283|3280|2449|2422|2437|3475|1747|2851|2491|3727|925|4723|4729|4711","6.73E-10","","GO:0015453","0.7348721986001856","0"
"19","16","COMPARTMENTS","","Ribosomal subunit","4.82E-8","lrtA|rpsA|rpsI|rpsK|rplO|rpsE|rpsH|rpl5|rplN|rpsQ|rpsC|rpsS|rplB|rplC|rpsB|rpsG","163300","2179|3508|4045|4000|2074|2080|2062|2041|2035|2038|2020|2014|1996|1993|1780|703","9.2E-10","","GOCC:0044391","0.7316952961761151","0"
"298","59","COMPARTMENTS","","Intracellular organelle","6.11E-8","ACA98089.1|ACA98139.1|ACA98196.1|glnN|lrtA|rpsF|rplU|fadD|ACA98707.1|petB|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|truA|rplQ|rpsK|rpsM|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99265.1|rbpA|ACA99645.1|rpsU|ybeY|rpsB|rpsJ|rpsG|rpsL|rpsD|ACB00092.1|rplT|rpmI|ACB00272.1|hyuA|ACB00725.1","163300","5536|3889|4081|2314|2179|6232|5377|3208|418|5008|3508|3370|4114|4123|4105|4111|4063|4036|4045|4033|4003|4015|4000|3973|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1117|1339|1648|5881|6313|1780|715|703|706|676|1174|5167|5170|3529|1591|4702","1.4E-9","","GOCC:0043229","0.7213958789757446","0"
"107","32","STRING Clusters","","Mixed, incl. Oxidative phosphorylation, and Carbon fixation","1.39E-7","ACA98101.1|ndhF-III|ndhD-III|ACA98189.1|ACA98485.1|pqqL|ACA98575.1|ACA98631.1|ACA98707.1|ndhF|ACA98918.1|ndhE|ndhG|ndhI|ndhA|ctaCI|ctaDI|ctaEI|ACA99460.1|ACA99792.1|ndhD4|ndhD2|ndhD1|ndhD|pqqL-2|ACB00473.1|ndhH|ndhB|ACB00567.1|ndhC|ndhK|ndhJ","163300","3637|4159|4174|4132|5476|4456|4726|1801|418|4969|3304|3292|3283|3280|3286|2449|2422|2437|3790|3484|3475|2851|2491|3727|2428|2434|973|925|1171|4723|4729|4711","5.15E-9","","CL:1448","0.6856985199745905","0"
"16","14","COMPARTMENTS","","Cytosolic ribosome","2.56E-7","lrtA|rpsA|rpsI|rpsK|rplO|rpsE|rpsH|rpl5|rpsQ|rpsC|rpsS|rplC|rpsB|rpsG","163300","2179|3508|4045|4000|2074|2080|2062|2041|2038|2020|2014|1993|1780|703","7.81E-9","","GOCC:0022626","0.659176003468815","0"
"146","37","COMPARTMENTS","","Intracellular non-membrane-bounded organelle","3.87E-7","ACA98139.1|ACA98196.1|lrtA|rpsF|rplU|petB|rpsA|rmpH|rplL|rpl10|rpmE|rpsI|rplM|rplQ|rpsK|rplO|rpsE|rplR|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rpsC|rpsS|rplB|rplW|rplC|ACA99645.1|rpsU|rpsB|rpsJ|rpsG|rpmI|ACB00272.1|ACB00725.1","163300","3889|4081|2179|6232|5377|5008|3508|3370|4114|4123|4036|4045|4033|4015|4000|2074|2080|2071|2062|2041|2050|2035|2038|2023|2020|2014|1996|2005|1993|1648|5881|1780|715|703|5170|3529|4702","1.33E-8","","GOCC:0043232","0.6412289034981089","0"
"23","16","GO Molecular Function","","Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","3.87E-7","ndhF-III|ndhD-III|ndhF|ndhE|ndhG|ndhI|ndhA|ndhD4|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|4969|3292|3283|3280|3286|3475|2851|2491|3727|973|925|4723|4729|4711","6.46E-9","","GO:0016655","0.6412289034981089","0"
"15","13","GO Cellular Component","","Ribonucleoprotein complex","5.32E-7","rpl10|rplA|rplO|rpsE|rplN|rplV|rpsS|rplB|ffh|rpsB|rpsG|rpsL|rpsD","163300","4123|4105|2074|2080|2035|2008|2014|1996|1360|1780|703|706|676","2.98E-8","","GO:1990904","0.6274088367704952","0"
"17","14","GO Biological Process","","Regulation of translation","5.91E-7","efp|prfB|lrtA|fusA|infB|rplA|prfA|infA|ACA99930.1|tsf|tuf|fusA-2|fus|infC","163300","5629|4078|2179|1540|1447|4105|4060|3982|1855|1771|709|712|682|4429","1.33E-8","","GO:0006417","0.6228412519118744","0"
"22","15","STRING Clusters","","Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","6.19E-7","ndhF-III|ndhD-III|ACA98189.1|ndhF|ndhE|ndhG|ndhI|ndhA|ndhD4|ndhD1|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|4132|4969|3292|3283|3280|3286|3475|2491|973|925|4723|4729|4711","2.39E-8","","CL:1460","0.6208309350979883","0"
"25","16","GO Molecular Function","","Quinone binding","8.36E-7","ndhF-III|ndhD-III|ndhF|ndhE|ndhG|ndhI|ndhA|ndhD4|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|4969|3292|3283|3280|3286|3475|2851|2491|3727|973|925|4723|4729|4711","1.54E-8","","GO:0048038","0.6077793722560983","0"
"13","12","GO Cellular Component","","Ribosomal subunit","1.04E-6","rpl10|rplA|rplO|rpsE|rplN|rplV|rpsS|rplB|rpsB|rpsG|rpsL|rpsD","163300","4123|4105|2074|2080|2035|2008|2014|1996|1780|703|706|676","6.53E-8","","GO:0044391","0.5982966660701219","0"
"60","23","GO Molecular Function","","Primary active transmembrane transporter activity","1.09E-6","ndhF-III|ndhD-III|atpA|atpD|ndhF|ndhG|ndhI|ctaCI|ctaDI|ctaEI|ACA99496.1|ndhD4|petC|ndhD2|ndhD1|ACB00092.1|ACB00170.1|ndhD|ndhB|ACB00587.1|ndhC|ndhK|ndhJ","163300","4159|4174|463|424|4969|3283|3280|2449|2422|2437|2740|3475|1747|2851|2491|1174|5155|3727|925|6307|4723|4729|4711","2.17E-8","","GO:0015399","0.5962573502059376","0"
"15","13","GO Molecular Function","","NADH dehydrogenase (ubiquinone) activity","1.37E-6","ndhF-III|ndhD-III|ndhF|ndhG|ndhI|ndhD4|ndhD2|ndhD1|ndhD|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|4969|3283|3280|3475|2851|2491|3727|925|4723|4729|4711","2.98E-8","","GO:0008137","0.5863279432843593","0"
"17","13","UniProt Keywords","","Quinone","3.54E-6","ndhF|ndhE|ndhG|ndhI|ndhA|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4969|3292|3283|3280|3286|2851|2491|3727|973|925|4723|4729|4711","8.28E-8","","KW-0874","0.5450996737974212","0"
"25","15","UniProt Keywords","","Translocase","3.54E-6","atpA|atpD|ndhF|ndhE|ndhI|ndhA|petC|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","463|424|4969|3292|3280|3286|1747|2851|2491|3727|973|925|4723|4729|4711","8.33E-8","","KW-1278","0.5450996737974212","0"
"14","12","GO Molecular Function","","Translation factor activity, RNA binding","3.76E-6","efp|prfB|fusA|infB|prfA|infA|ACA99930.1|tsf|tuf|fusA-2|fus|infC","163300","5629|4078|1540|1447|4060|3982|1855|1771|709|712|682|4429","1.13E-7","","GO:0008135","0.5424812155072339","0"
"36","17","STRING Clusters","","Protein folding, and ATP-dependent peptidase activity","3.98E-6","ftsH-2|clpC|groEL-II|ACA98547.1|dnaJ|ftsH-4|ACA99524.1|ACA99727.1|ACA99912.1|hrcA|dnaK-3|dnaJ-2|clpB1|dnaK-4|groES|groEL|ACB00570.1","163300","5695|3760|3718|4345|3064|3664|3139|5914|1918|2473|5062|5065|4144|2365|2650|2638|1150","1.6E-7","","CL:2738","0.5400116927926313","0"
"52","20","GO Molecular Function","","Electron transfer activity","5.22E-6","ndhF-III|ndhD-III|petB|ndhF|ndhG|ndhI|sdhB|ctaCI|ctaDI|ctaEI|ndhD4|petC|ndhD2|ndhD1|petF-4|ndhD|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|5008|4969|3283|3280|2089|2449|2422|2437|3475|1747|2851|2491|3724|3727|925|4723|4729|4711","1.83E-7","","GO:0009055","0.5282329496997737","0"
"28","15","STRING Clusters","","Protein folding, and Clp protease","6.1E-6","clpC|groEL-II|ACA98547.1|dnaJ|ACA99524.1|ACA99727.1|ACA99912.1|hrcA|dnaK-3|dnaJ-2|clpB1|dnaK-4|groES|groEL|ACB00570.1","163300","3760|3718|4345|3064|3139|5914|1918|2473|5062|5065|4144|2365|2650|2638|1150","2.54E-7","","CL:2739","0.5214670164989232","0"
"16","12","STRING Clusters","","Unfolded protein binding, and Stress response","7.17E-6","groEL-II|ACA98547.1|dnaJ|ACA99727.1|ACA99912.1|hrcA|dnaK-3|dnaJ-2|clpB1|dnaK-4|groES|groEL","163300","3718|4345|3064|5914|1918|2473|5062|5065|4144|2365|2650|2638","3.1E-7","","CL:2742","0.51444808443322","0"
"16","12","UniProt Keywords","","Plastoquinone","9.48E-6","ndhF|ndhE|ndhI|ndhA|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4969|3292|3280|3286|2851|2491|3727|973|925|4723|4729|4711","3.1E-7","","KW-0618","0.5023191662661934","0"
"931","115","GO Cellular Component","","Cytoplasm","9.79E-6","ftsH-2|efp|fabZ|ACA98089.1|eno|rbfA|trmH|ACA98146.1|clpC|groEL-II|prfB|glnN|lrtA|grxC|ACA98302.1|fusA|sigC|ACA98483.1|rplU|plsX|tpiA|deaD|ACA98631.1|thrS|dnaJ|ACA98707.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|rimP|nusA|infB|ACA98769.1|petB|ftsH-4|ndhE|ndhI|ndhA|nusB|frr|fabF|nusG|prfA|rpoA|infA|adk|secY|rplR|rpsS|rplD|ACA99107.1|trmE|ACA99172.1|ppa|rimM|prmA|tig|map|ACA99416.1|obg|pgk|ffh|ACA99616.1|glnA|ACA99645.1|ACA99727.1|ybeY|ACA99849.1|ACA99891.1|petC|proC|ACA99912.1|ACA99930.1|tsf|ndhD2|ndhD1|ACA99988.1|tuf|fusA-2|fus|hetI|dnaK-3|dnaJ-2|ACB00143.1|ACB00202.1|petF-4|ndhD|map-2|def|clpB1|dnaK-4|accA|groES|groEL|sll1284|ndhH|rnc-2|ndhB|fabD|ACB00570.1|infC|coaE|ndhC|ndhK|ndhJ|ACB00725.1|ftsY|ACB00805.1","163300","5695|5629|5551|5536|5530|5545|3907|3823|3760|3718|4078|2314|2179|2602|2542|1540|982|6037|5377|4438|4555|1846|1801|1762|3064|418|466|463|472|469|457|454|460|433|424|421|1462|1474|1447|1420|5008|3664|3292|3280|3286|3271|3514|4153|4093|4060|3988|3982|3961|3970|2071|2014|1987|2221|637|634|826|727|1249|1090|1078|4681|3223|2260|1360|1345|1330|1648|5914|6313|4393|1753|1747|1732|1918|1855|1771|2851|2491|2485|709|712|682|661|5062|5065|5056|5680|3724|3727|4228|4180|4144|2365|2176|2650|2638|967|973|958|925|829|1150|4429|4366|4723|4729|4711|4702|3838|2743","6.84E-7","","GO:0005737","0.5009217308196863","0"
"13","11","COMPARTMENTS","","Cytosolic small ribosomal subunit","1.02E-5","lrtA|rpsA|rpsI|rpsK|rpsE|rpsH|rpsQ|rpsC|rpsS|rpsB|rpsG","163300","2179|3508|4045|4000|2080|2062|2038|2020|2014|1780|703","4.29E-7","","GOCC:0022627","0.4991399828238082","0"
"10","10","STRING Clusters","","ATP synthesis","1.19E-5","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ppa","163300","466|463|472|469|457|454|460|424|421|826","5.34E-7","","CL:2575","0.4924453038607469","0"
"80","24","GO Molecular Function","","Active transmembrane transporter activity","1.31E-5","ndhF-III|ndhD-III|atpA|atpD|ndhF|ndhG|ndhI|ctaCI|ctaDI|ctaEI|ACA99496.1|ACA99792.1|ndhD4|petC|ndhD2|ndhD1|ACB00092.1|ACB00170.1|ndhD|ndhB|ACB00587.1|ndhC|ndhK|ndhJ","163300","4159|4174|463|424|4969|3283|3280|2449|2422|2437|2740|3484|3475|1747|2851|2491|1174|5155|3727|925|6307|4723|4729|4711","4.8E-7","","GO:0022804","0.4882728704344236","0"
"87","25","UniProt Keywords","","Thylakoid","1.44E-5","ftsH-2|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|petB|ftsH-4|ndhE|ndhI|ndhA|secY|petC|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","5695|466|463|472|469|457|454|460|424|421|5008|3664|3292|3280|3286|3970|1747|2851|2491|3727|973|925|4723|4729|4711","5.38E-7","","KW-0793","0.4841637507904751","0"
"229","44","UniProt Keywords","","Cytoplasm","1.44E-5","efp|fabZ|ACA98089.1|eno|rbfA|groEL-II|prfB|lrtA|grxC|fusA|plsX|tpiA|thrS|dnaJ|rimP|nusA|infB|pip|frr|prfA|infA|adk|trmE|ppa|rimM|prmA|tig|obg|pgk|ffh|glnA|ybeY|proC|tsf|tuf|fusA-2|clpB1|accA|groES|groEL|rnc-2|infC|coaE|ftsY","163300","5629|5551|5536|5530|5545|3718|4078|2179|2602|1540|4438|4555|1762|3064|1462|1474|1447|5842|3514|4060|3982|3961|637|826|727|1249|1090|3223|2260|1360|1330|6313|1732|1771|709|712|4144|2176|2650|2638|958|4429|4366|3838","6.01E-7","","KW-0963","0.4841637507904751","0"
"18","12","GO Molecular Function","","Proton transmembrane transporter activity","2.0E-5","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ctaCI|ctaDI|ctaEI","163300","466|463|472|469|457|454|460|424|421|2449|2422|2437","7.67E-7","","GO:0015078","0.4698970004336019","0"
"9","9","GO Cellular Component","","Proton-transporting ATP synthase complex","2.66E-5","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC","163300","466|463|472|469|457|454|460|424|421","2.05E-6","","GO:0045259","0.4575118363368933","0"
"18","12","GO Biological Process","","ATP metabolic process","2.84E-5","eno|tpiA|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|pgk","163300","5530|4555|466|463|472|469|457|454|460|424|421|2260","7.67E-7","","GO:0046034","0.4546681659952962","0"
